id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam
2417453915.0,98.0,16.0,14.0,1463.0,5.3549999999999995,60.31600000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['OppositeRelatedEvent', 'StandingSave', 'BlockedCross', 'Zone']","[91, 59]",True,381687.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417453941.0,99.0,16.0,16.0,1463.0,5.460000000000001,58.276,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'MissLeft']",[122],False,381687.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417453955.0,207.0,16.0,16.0,296.0,99.54,9.724000000000002,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['Zone', 'OppositeRelatedEvent', 'MissRight']",[122],False,362352.0,,,,,,,,,,,,24.0,Pedro Porro,,Portimonense,Sporting
2417454273.0,208.0,16.0,37.0,296.0,104.47500000000001,0.476,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'CornerTaken', 'StandingSave', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 31, 32, 34, 35, 37, 217, 218]",True,279177.0,81.375,7.276,,,,,,,,,,23.0,Marcus Edwards,False,Portimonense,Sporting
,,16.0,37.0,,81.375,7.276,,,Carry,,,,,362352.0,81.06,11.696,,,,,,,,,,24.0,Pedro Porro,False,Portimonense,Sporting
2417454285.0,209.0,16.0,39.0,296.0,81.06,11.696,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'PassEndY', 'Length', 'Angle', 'StandingSave', 'PassEndX', 'RightFoot', 'Zone', 'Cross']","[91, 137, 124, 126, 36, 37, 217, 218]",True,362352.0,91.14,24.004,,,,,,,,,,24.0,Pedro Porro,True,Portimonense,Sporting
2417454383.0,100.0,16.0,40.0,1463.0,18.585,44.404,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'Head', 'PassEndX']","[91, 94, 95, 57, 216]",True,108374.0,62.79,59.160000000000004,,,,,,,,,,,,,Portimonense,Sporting
2417454403.0,210.0,16.0,44.0,296.0,53.865,5.78,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Angle', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'PassEndX']","[91, 117, 127, 35, 37, 215, 218]",True,362352.0,29.715000000000003,31.076000000000004,,,,,,,,,,24.0,Pedro Porro,False,Portimonense,Sporting
,,16.0,44.0,,29.715000000000003,31.076000000000004,,,Carry,,,,,23285.0,26.985,37.536,,,,,,,,,,1.0,Antonio Adán,False,Portimonense,Sporting
2417454481.0,211.0,16.0,52.0,296.0,26.985,37.536,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,23285.0,38.955000000000005,51.476000000000006,,,,,,,,,,1.0,Antonio Adán,False,Portimonense,Sporting
,,16.0,52.0,,38.955000000000005,51.476000000000006,,,Carry,,,,,283978.0,42.105000000000004,51.952000000000005,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
2417454521.0,212.0,16.0,56.0,296.0,42.105000000000004,51.952000000000005,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,283978.0,48.195,56.57600000000001,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
2417454549.0,213.0,16.0,58.0,296.0,48.195,56.57600000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,296364.0,42.73500000000001,51.00000000000001,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417454557.0,214.0,17.0,0.0,296.0,42.73500000000001,51.00000000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,283978.0,47.775,44.47200000000001,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
2417454567.0,215.0,17.0,0.0,296.0,47.775,44.47200000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'LayOff', 'PassEndX', 'Length', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,322774.0,40.95,50.456,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417454627.0,216.0,17.0,2.0,296.0,40.95,50.456,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'StandingSave', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,283978.0,42.73500000000001,26.248,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
,,17.0,2.0,,42.73500000000001,26.248,,,Carry,,,,,395992.0,56.175000000000004,24.344,,,,,,,,,,25.0,Gonçalo Inácio,True,Portimonense,Sporting
2417454633.0,217.0,17.0,7.0,296.0,56.175000000000004,24.344,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,395992.0,61.74,6.0520000000000005,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
2417454707.0,218.0,17.0,10.0,296.0,61.95,5.848,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'Angle', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,342699.0,64.365,24.276000000000003,,,,,,,,,,7.0,Bruno Tabata,False,Portimonense,Sporting
,,17.0,10.0,,64.365,24.276000000000003,,,Carry,,,,,279177.0,59.745000000000005,19.040000000000003,,,,,,,,,,23.0,Marcus Edwards,False,Portimonense,Sporting
2417454711.0,219.0,17.0,13.0,296.0,59.745000000000005,19.040000000000003,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Foul', 'Offensive', 'OppositeRelatedEvent']","[91, 63]",True,279177.0,,,,,,,,,,,,23.0,Marcus Edwards,,Portimonense,Sporting
2417454723.0,102.0,17.0,13.0,1463.0,45.255,48.96,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'Zone', 'StandingSave', 'OppositeRelatedEvent', 'Defensive']",[64],False,116103.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417455107.0,220.0,17.0,43.0,296.0,61.635000000000005,22.916000000000004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Length', 'PassEndY', 'Angle', 'PassEndX', 'Zone', 'StandingSave', 'Longball', 'FreekickTaken']","[91, 120, 124, 128, 133, 36, 37, 217, 218]",True,394933.0,105.0,28.220000000000002,,,,,,,,,,8.0,Matheus Nunes,True,Portimonense,Sporting
2417455175.0,104.0,17.0,53.0,1463.0,5.04,33.932,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['GoalKick', 'Length', 'Angle', 'PassEndY', 'Chipped', 'MissHigh', 'Longball', 'Zone', 'PassEndX']","[91, 120, 124, 128, 36, 38, 216, 218]",True,310029.0,63.21000000000001,0.0,,,,,,,,,,,,True,Portimonense,Sporting
2417455313.0,223.0,18.0,2.0,296.0,40.32,68.0,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'ThrowIn', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 212, 35, 38, 215]",True,296364.0,34.545,62.424,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
,,18.0,2.0,,34.545,62.424,,,Carry,,,,,283978.0,32.34,61.064,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
2417455333.0,224.0,18.0,9.0,296.0,32.34,61.064,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,283978.0,43.785000000000004,49.64,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
,,18.0,9.0,,43.785000000000004,49.64,,,Carry,,,,,322774.0,43.050000000000004,46.647999999999996,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2418576035.0,967.0,18.0,10.0,296.0,43.050000000000004,46.647999999999996,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,322774.0,52.71000000000001,46.852000000000004,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417455381.0,225.0,18.0,11.0,296.0,51.45,47.53200000000001,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'StandingSave', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,344378.0,45.464999999999996,38.964,,,,,,,,,,28.0,Pote,False,Portimonense,Sporting
,,18.0,11.0,,45.464999999999996,38.964,,,Carry,,,,,394933.0,57.75,21.012,,,,,,,,,,8.0,Matheus Nunes,True,Portimonense,Sporting
2417455411.0,226.0,18.0,17.0,296.0,57.75,21.012,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'Longball', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone']","[91, 120, 128, 36, 38, 217, 218]",True,394933.0,82.84500000000001,0.0,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
2417455583.0,107.0,18.0,31.0,1463.0,18.375,68.0,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'Longball', 'Length', 'ThrowIn', 'Zone', 'PassEndX']","[91, 212, 36, 38, 216]",True,108374.0,52.29,63.17200000000001,,,,,,,,,,,,True,Portimonense,Sporting
2417455605.0,228.0,18.0,35.0,296.0,46.935,8.296,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Zone', 'Angle', 'HeadPass']","[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,395992.0,54.81,15.504000000000001,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
,,18.0,35.0,,54.81,15.504000000000001,,,Carry,,,,,394933.0,51.45,15.436,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
2417455613.0,229.0,18.0,36.0,296.0,51.45,15.436,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,394933.0,,,,,,,,,,,,8.0,Matheus Nunes,,Portimonense,Sporting
,,18.0,36.0,,51.45,15.436,,,Carry,,,,,394933.0,60.06,43.452000000000005,,,,,,,,,,8.0,Matheus Nunes,True,Portimonense,Sporting
2418576125.0,601.0,18.0,37.0,1463.0,56.910000000000004,47.804,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']",[55],False,422208.0,,,,,,,,,,,,,,,Portimonense,Sporting
2418576123.0,968.0,18.0,37.0,296.0,48.089999999999996,20.196,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Offensive', 'StandingSave', 'Zone', 'OppositeRelatedEvent']","[91, 54]",True,394933.0,,,,,,,,,,,,8.0,Matheus Nunes,,Portimonense,Sporting
2417455687.0,230.0,18.0,42.0,296.0,60.06,43.452000000000005,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Chipped', 'StandingSave', 'PassEndY', 'Longball', 'Angle', 'Zone']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,394933.0,102.165,53.108,,,,,,,,,,8.0,Matheus Nunes,True,Portimonense,Sporting
2417455713.0,231.0,18.0,46.0,296.0,102.165,53.108,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Cross', 'StandingSave', 'Chipped', 'LeftFoot', 'Zone', 'Length', 'Angle']","[91, 138, 124, 126, 35, 38, 217, 218]",True,296364.0,94.815,27.608000000000004,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417455737.0,108.0,18.0,48.0,1463.0,11.76,45.288,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,116103.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417455791.0,109.0,18.0,50.0,1463.0,6.93,52.02,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,116103.0,16.905,57.05200000000001,,,,,,,,,,,,False,Portimonense,Sporting
2417455809.0,110.0,18.0,54.0,1463.0,2.415,56.508,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Offensive', 'Length', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'OppositeRelatedEvent']","[91, 118, 120, 29, 35, 37, 215, 218]",True,381687.0,1.6800000000000002,58.684000000000005,,,,,,,,,,,,False,Portimonense,Sporting
2417455811.0,232.0,18.0,54.0,296.0,100.275,11.424000000000001,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Defensive']","[91, 60]",True,342699.0,,,,,,,,,,,,7.0,Bruno Tabata,,Portimonense,Sporting
2417455949.0,112.0,19.0,5.0,1463.0,5.25,42.84,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['GoalKick', 'PassEndX', 'Zone', 'Angle', 'Longball', 'PassEndY', 'MissHigh', 'Length', 'Chipped']","[91, 118, 120, 124, 128, 36, 38, 216, 218]",True,310029.0,49.035000000000004,15.436,,,,,,,,,,,,True,Portimonense,Sporting
2417455953.0,234.0,19.0,5.0,296.0,49.245,53.788,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'HeadPass', 'PassEndX', 'Zone', 'Angle', 'Length']","[91, 120, 29, 139, 36, 38, 216, 218]",True,283978.0,59.64,46.376000000000005,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
2417456025.0,113.0,19.0,11.0,1463.0,38.43,45.016000000000005,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,422208.0,60.480000000000004,47.736000000000004,,,,,,,,,,,,True,Portimonense,Sporting
2417456031.0,114.0,19.0,12.0,1463.0,64.365,47.328,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 70]",True,345275.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417456061.0,235.0,19.0,13.0,296.0,40.635000000000005,20.672,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone', 'StandingSave']","[91, 143]",True,362352.0,,,,,,,,,,,,24.0,Pedro Porro,,Portimonense,Sporting
2417456069.0,236.0,19.0,14.0,296.0,32.025,23.256000000000004,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,395992.0,,,,,,,,,,,,25.0,Gonçalo Inácio,,Portimonense,Sporting
2417456083.0,237.0,19.0,14.0,296.0,32.025,23.256000000000004,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,395992.0,47.98500000000001,15.912,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
2417456127.0,238.0,19.0,15.0,296.0,47.98500000000001,15.912,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,279177.0,46.830000000000005,29.92,,,,,,,,,,23.0,Marcus Edwards,False,Portimonense,Sporting
,,19.0,15.0,,46.830000000000005,29.92,,,Carry,,,,,394933.0,56.07,34.476000000000006,,,,,,,,,,8.0,Matheus Nunes,True,Portimonense,Sporting
2417456149.0,239.0,19.0,20.0,296.0,56.07,34.476000000000006,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'StandingSave', 'Zone', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,394933.0,46.62,50.456,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
2417456165.0,240.0,19.0,22.0,296.0,46.62,50.456,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,283978.0,61.425000000000004,65.28,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
,,19.0,22.0,,61.425000000000004,65.28,,,Carry,,,,,296364.0,63.315,65.07600000000001,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417456191.0,241.0,19.0,25.0,296.0,63.315,65.07600000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,296364.0,56.175000000000004,61.336000000000006,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417456231.0,242.0,19.0,27.0,296.0,56.175000000000004,61.336000000000006,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,283978.0,41.895,43.248000000000005,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
,,19.0,27.0,,41.895,43.248000000000005,,,Carry,,,,,71268.0,43.575,44.132000000000005,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
2417456265.0,243.0,19.0,30.0,296.0,43.575,44.132000000000005,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,71268.0,50.295,56.37200000000001,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
,,19.0,30.0,,50.295,56.37200000000001,,,Carry,,,,,283978.0,66.675,60.99600000000001,,,,,,,,,,2.0,Matheus Reis,True,Portimonense,Sporting
2417456297.0,244.0,19.0,36.0,296.0,66.675,60.99600000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,283978.0,64.995,66.504,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
2417456323.0,245.0,19.0,38.0,296.0,64.995,66.504,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'Angle', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,296364.0,47.775,56.984,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
,,19.0,38.0,,47.775,56.984,,,Carry,,,,,71268.0,44.52,53.720000000000006,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
2417456361.0,246.0,19.0,41.0,296.0,44.52,53.720000000000006,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,71268.0,54.18000000000001,44.268,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
,,19.0,41.0,,54.18000000000001,44.268,,,Carry,,,,,322774.0,53.760000000000005,41.82,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417456385.0,247.0,19.0,44.0,296.0,53.760000000000005,41.82,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Angle', 'StandingSave', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,322774.0,61.214999999999996,40.392,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417456425.0,248.0,19.0,46.0,296.0,61.214999999999996,40.120000000000005,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,394933.0,63.21000000000001,21.828000000000003,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
2417456431.0,249.0,19.0,49.0,296.0,63.21000000000001,20.944000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 63]",True,342699.0,,,,,,,,,,,,7.0,Bruno Tabata,,Portimonense,Sporting
2417456433.0,115.0,19.0,49.0,1463.0,41.79,47.056000000000004,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'Zone', 'StandingSave', 'Foul', 'OppositeRelatedEvent']",[64],False,108374.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417456571.0,250.0,20.0,7.0,296.0,59.115,20.468000000000004,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'FreekickTaken', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 119, 117, 30, 132, 205, 36, 38, 217, 218]",True,322774.0,76.65,4.828,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417456575.0,251.0,20.0,7.0,296.0,76.65,4.828,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'Zone', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,362352.0,71.505,15.504000000000001,,,,,,,,,,24.0,Pedro Porro,False,Portimonense,Sporting
2417456585.0,252.0,20.0,9.0,296.0,71.505,15.504000000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Zone', 'Length', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,279177.0,66.99,24.684,,,,,,,,,,23.0,Marcus Edwards,False,Portimonense,Sporting
2417456595.0,253.0,20.0,11.0,296.0,66.99,24.684,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,342699.0,79.38,35.496,,,,,,,,,,7.0,Bruno Tabata,True,Portimonense,Sporting
2417456605.0,254.0,20.0,13.0,296.0,79.59,35.088,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle', 'Chipped']","[91, 119, 117, 30, 124, 205, 35, 38, 217, 218]",True,344378.0,77.28,30.056000000000004,,,,,,,,,,28.0,Pote,False,Portimonense,Sporting
2417456613.0,255.0,20.0,14.0,296.0,77.28,30.056000000000004,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'PassEndX', 'Angle', 'StandingSave']","[91, 119, 117, 30, 35, 37, 216, 218]",True,394933.0,66.57000000000001,46.71600000000001,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
2417456679.0,256.0,20.0,16.0,296.0,66.57000000000001,46.71600000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,283978.0,77.07000000000001,65.48400000000001,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
,,20.0,16.0,,77.07000000000001,65.48400000000001,,,Carry,,,,,296364.0,84.525,66.23200000000001,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417456735.0,257.0,20.0,24.0,296.0,84.525,66.23200000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave']","[91, 119, 117, 30, 35, 38, 216, 218]",True,296364.0,68.355,49.776,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
,,20.0,24.0,,68.355,49.776,,,Carry,,,,,322774.0,60.900000000000006,45.492000000000004,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417456753.0,258.0,20.0,31.0,296.0,60.900000000000006,45.492000000000004,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 35, 38, 216, 218]",True,322774.0,53.025000000000006,29.852,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417456777.0,259.0,20.0,33.0,296.0,51.765,29.92,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'PassEndX', 'Angle', 'Chipped', 'PassEndY', 'Longball']","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,395992.0,63.839999999999996,65.008,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
2417456807.0,260.0,20.0,37.0,296.0,65.10000000000001,64.668,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Length', 'Zone', 'StandingSave']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,283978.0,76.02000000000001,66.30000000000001,,,,,,,,,,2.0,Matheus Reis,False,Portimonense,Sporting
2417456813.0,261.0,20.0,39.0,296.0,76.65,66.30000000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Offensive', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 120, 29, 36, 38, 217, 218]",True,296364.0,78.64500000000001,65.28,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
