id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam
2417477287.0,506.0,48.0,3.0,296.0,0.0,0.0,48.0,"{'value': 1, 'displayName': 'FirstHalf'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Sporting
2417490279.0,281.0,48.0,5.0,1463.0,0.0,0.0,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",ShieldBallOpp,Successful,['Zone'],[],False,308886.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417490483.0,283.0,48.0,20.0,1463.0,12.705,0.0,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'PassEndY', 'ThrowIn', 'Angle', 'PassEndX', 'Longball', 'Zone']","[91, 212, 36, 37, 216]",True,308886.0,41.265,0.068,,,,,,,,,,,,False,Portimonense,Sporting
2417490497.0,284.0,48.0,22.0,1463.0,41.265,0.68,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'Length', 'Angle', 'HeadPass', 'PassEndX']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,302332.0,43.89,0.0,,,,,,,,,,,,False,Portimonense,Sporting
2417490529.0,540.0,48.0,24.0,296.0,73.29,68.0,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'ThrowIn', 'Angle']","[91, 212, 35, 38, 216]",True,296364.0,68.355,59.29600000000001,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417490553.0,541.0,48.0,26.0,296.0,68.355,59.29600000000001,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,322774.0,70.665,65.48400000000001,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417490615.0,542.0,48.0,28.0,296.0,70.665,65.48400000000001,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,296364.0,50.61000000000001,61.81200000000001,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
,,48.0,28.0,,50.61000000000001,61.81200000000001,,,Carry,,,,,395992.0,50.925000000000004,57.664,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
2417490697.0,543.0,48.0,32.0,296.0,50.925000000000004,57.664,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Angle', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,395992.0,45.57,44.132000000000005,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
,,48.0,32.0,,45.57,44.132000000000005,,,Carry,,,,,71268.0,55.545,38.352000000000004,,,,,,,,,,4.0,Sebastián Coates,True,Portimonense,Sporting
2417490745.0,544.0,48.0,38.0,296.0,55.545,38.352000000000004,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'PassEndY', 'PassEndX', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,71268.0,62.475,46.580000000000005,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
2417490771.0,545.0,48.0,43.0,296.0,62.79,45.288,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,394933.0,63.73500000000001,30.056000000000004,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
2417490789.0,546.0,48.0,45.0,296.0,63.839999999999996,29.648000000000003,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Length']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,322774.0,71.08500000000001,16.048000000000002,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417490813.0,547.0,48.0,48.0,296.0,71.61,15.3,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,279177.0,93.45,12.444,,,,,,,,,,23.0,Marcus Edwards,True,Portimonense,Sporting
,,48.0,48.0,,93.45,12.444,,,Carry,,,,,362352.0,94.605,15.504000000000001,,,,,,,,,,24.0,Pedro Porro,False,Portimonense,Sporting
2417490817.0,548.0,48.0,50.0,296.0,94.605,15.504000000000001,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Offensive', 'OverRun', 'Zone']","[91, 204]",True,362352.0,,,,,,,,,,,,24.0,Pedro Porro,,Portimonense,Sporting
2417490831.0,286.0,48.0,51.0,1463.0,10.920000000000002,51.816,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,108374.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417490887.0,287.0,48.0,54.0,1463.0,7.9799999999999995,55.89600000000001,52.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'StandingSave', 'Zone', 'PassEndX', 'Angle', 'Longball', 'Chipped']","[91, 120, 124, 128, 36, 38, 217, 218]",True,108374.0,71.505,54.400000000000006,,,,,,,,,,,,True,Portimonense,Sporting
2417490929.0,549.0,49.0,0.0,296.0,31.605000000000004,16.32,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,71268.0,,,,,,,,,,,,4.0,Sebastián Coates,,Portimonense,Sporting
2417490977.0,550.0,49.0,2.0,296.0,31.919999999999998,16.388,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,71268.0,49.35,28.832,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
2417491005.0,551.0,49.0,5.0,296.0,50.82,28.628000000000004,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'PassEndX', 'Length', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,322774.0,47.46000000000001,45.016000000000005,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
,,49.0,5.0,,47.46000000000001,45.016000000000005,,,Carry,,,,,395992.0,55.650000000000006,48.144,,,,,,,,,,25.0,Gonçalo Inácio,True,Portimonense,Sporting
2417491081.0,552.0,49.0,8.0,296.0,55.650000000000006,48.144,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 120, 29, 36, 38, 216, 218]",True,395992.0,58.17,35.632000000000005,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
2417491519.0,289.0,49.0,11.0,1463.0,40.005,29.104,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'Foul']","[91, 63]",True,370001.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417491795.0,559.0,49.0,11.0,296.0,64.995,38.89600000000001,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Unsuccessful,"['StandingSave', 'Zone', 'Foul', 'Defensive', 'OppositeRelatedEvent']",[64],False,322774.0,,,,,,,,,,,,6.0,João Palhinha,,Portimonense,Sporting
2417491567.0,290.0,49.0,59.0,1463.0,38.955000000000005,29.648000000000003,53.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Chipped', 'Angle', 'Length', 'FreekickTaken', 'Longball', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY']","[91, 119, 117, 124, 127, 132, 205, 36, 38, 217, 218]",True,360107.0,79.59,9.316,,,,,,,,,,,,True,Portimonense,Sporting
2417491569.0,291.0,50.0,2.0,1463.0,79.59,9.316,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndY', 'PassEndX', 'Zone', 'Length']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,302332.0,77.80499999999999,17.68,,,,,,,,,,,,False,Portimonense,Sporting
2417491575.0,292.0,50.0,5.0,1463.0,77.7,18.496000000000002,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 120, 29, 36, 38, 217, 218]",True,345275.0,89.67000000000002,17.612000000000002,,,,,,,,,,,,False,Portimonense,Sporting
2417491605.0,556.0,50.0,6.0,296.0,12.18,44.540000000000006,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 102, 56]",True,296364.0,,,,,,,,,,,,11.0,Nuno Santos,,Portimonense,Sporting
,,50.0,6.0,,12.18,44.540000000000006,,,Carry,,,,,71268.0,12.18,47.940000000000005,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
2418586937.0,602.0,50.0,7.0,1463.0,92.925,27.064,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']",[55],False,345275.0,,,,,,,,,,,,,,,Portimonense,Sporting
2418586933.0,969.0,50.0,7.0,296.0,12.075000000000001,40.93600000000001,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",TakeOn,Successful,"['Defensive', 'Zone', 'StandingSave', 'OppositeRelatedEvent']","[91, 54]",True,71268.0,,,,,,,,,,,,4.0,Sebastián Coates,,Portimonense,Sporting
2417491693.0,557.0,50.0,8.0,296.0,12.18,47.940000000000005,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 53]",True,71268.0,,,,,,,,,,,,4.0,Sebastián Coates,,Portimonense,Sporting
2417491601.0,293.0,50.0,8.0,1463.0,92.82000000000001,20.060000000000002,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Tackle,Unsuccessful,"['StandingSave', 'Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 142]",True,302332.0,,,,,,,,,,,,,,,Portimonense,Sporting
2418587027.0,970.0,50.0,8.0,296.0,11.55,47.6,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallTouch,Successful,['Zone'],[91],True,71268.0,,,,,,,,,,,,4.0,Sebastián Coates,,Portimonense,Sporting
2417496293.0,636.0,50.0,9.0,296.0,11.13,49.232000000000006,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Clearance,Successful,"['StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle']","[91, 94, 95, 215]",True,395992.0,30.66,61.948,,,,,,,,,,25.0,Gonçalo Inácio,,Portimonense,Sporting
2417491667.0,294.0,50.0,11.0,1463.0,80.53500000000001,11.491999999999999,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Chipped', 'PassEndY', 'Angle', 'Zone', 'PassEndX', 'StandingSave', 'Length']","[91, 120, 29, 124, 36, 37, 217, 218]",True,422208.0,105.0,15.436,,,,,,,,,,,,True,Portimonense,Sporting
2417491861.0,560.0,50.0,21.0,296.0,4.095,33.32,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['GoalKick', 'PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,23285.0,23.835,18.224,,,,,,,,,,1.0,Antonio Adán,False,Portimonense,Sporting
2417491945.0,561.0,50.0,26.0,296.0,24.885,17.816000000000003,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,109474.0,21.840000000000003,31.144000000000002,,,,,,,,,,47.0,Ricardo Esgaio,False,Portimonense,Sporting
,,50.0,26.0,,21.840000000000003,31.144000000000002,,,Carry,,,,,71268.0,54.495,35.496,,,,,,,,,,4.0,Sebastián Coates,True,Portimonense,Sporting
2417491965.0,562.0,50.0,33.0,296.0,54.495,35.496,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,71268.0,54.81,50.592000000000006,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
,,50.0,33.0,,54.81,50.592000000000006,,,Carry,,,,,394933.0,55.650000000000006,53.516000000000005,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
2417491991.0,563.0,50.0,36.0,296.0,55.650000000000006,53.516000000000005,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,394933.0,67.095,59.092000000000006,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
2417492021.0,564.0,50.0,37.0,296.0,67.62,59.43200000000001,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'Zone', 'PassEndX', 'Longball', 'Chipped', 'PassEndY', 'StandingSave']","[91, 120, 124, 128, 36, 38, 217, 218]",True,344378.0,99.33,52.156000000000006,,,,,,,,,,28.0,Pote,True,Portimonense,Sporting
2417492043.0,296.0,50.0,41.0,1463.0,6.93,15.776,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,360107.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417492051.0,297.0,50.0,41.0,1463.0,2.94,15.64,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Dispossessed,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 70]",True,360107.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417492063.0,565.0,50.0,42.0,296.0,102.06,52.36000000000001,54.0,"{'value': 2, 'displayName': 'SecondHalf'}",Tackle,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone', 'StandingSave']","[91, 143]",True,296364.0,,,,,,,,,,,,11.0,Nuno Santos,,Portimonense,Sporting
2417492269.0,299.0,51.0,4.0,1463.0,4.620000000000001,35.224000000000004,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Zone', 'Longball', 'PassEndX', 'PassEndY', 'MissHigh', 'GoalKick', 'Chipped', 'Angle']","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,310029.0,59.115,61.132000000000005,,,,,,,,,,,,True,Portimonense,Sporting
2417492273.0,300.0,51.0,7.0,1463.0,60.69,56.848,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Dispossessed,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 70]",True,108374.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417492287.0,567.0,51.0,9.0,296.0,44.31,11.152,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Tackle,Successful,"['StandingSave', 'Zone', 'Defensive', 'OppositeRelatedEvent']","[91, 143]",True,322774.0,,,,,,,,,,,,6.0,João Palhinha,,Portimonense,Sporting
2417492311.0,568.0,51.0,11.0,296.0,29.505000000000003,10.608,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,362352.0,12.075000000000001,22.848000000000003,,,,,,,,,,24.0,Pedro Porro,False,Portimonense,Sporting
2417492323.0,569.0,51.0,13.0,296.0,12.075000000000001,23.256000000000004,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,23285.0,,,,,,,,,,,,1.0,Antonio Adán,,Portimonense,Sporting
,,51.0,13.0,,12.075000000000001,23.256000000000004,,,Carry,,,,,23285.0,13.020000000000001,37.264,,,,,,,,,,1.0,Antonio Adán,False,Portimonense,Sporting
2417492363.0,570.0,51.0,15.0,296.0,13.020000000000001,37.264,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,23285.0,20.16,48.96,,,,,,,,,,1.0,Antonio Adán,False,Portimonense,Sporting
2417492445.0,571.0,51.0,18.0,296.0,20.265,48.96,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,395992.0,8.4,32.572,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
,,51.0,18.0,,8.4,32.572,,,Carry,,,,,23285.0,14.595,31.484,,,,,,,,,,1.0,Antonio Adán,True,Portimonense,Sporting
2417492499.0,572.0,51.0,24.0,296.0,14.595,31.484,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,23285.0,20.790000000000003,47.19200000000001,,,,,,,,,,1.0,Antonio Adán,False,Portimonense,Sporting
,,51.0,24.0,,20.790000000000003,47.19200000000001,,,Carry,,,,,395992.0,22.155,48.144,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
2417492543.0,573.0,51.0,29.0,296.0,22.155,48.144,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'PassEndX', 'Angle', 'StandingSave']","[91, 117, 30, 36, 37, 215, 218]",True,395992.0,27.825000000000003,63.988,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
,,51.0,29.0,,27.825000000000003,63.988,,,Carry,,,,,394933.0,30.450000000000003,64.396,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
2417492575.0,574.0,51.0,33.0,296.0,30.450000000000003,64.396,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Angle', 'StandingSave', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,394933.0,33.6,48.824,,,,,,,,,,8.0,Matheus Nunes,False,Portimonense,Sporting
,,51.0,33.0,,33.6,48.824,,,Carry,,,,,322774.0,34.230000000000004,45.492000000000004,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
2417492645.0,575.0,51.0,36.0,296.0,34.230000000000004,45.492000000000004,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,322774.0,47.355000000000004,23.323999999999998,,,,,,,,,,6.0,João Palhinha,False,Portimonense,Sporting
,,51.0,36.0,,47.355000000000004,23.323999999999998,,,Carry,,,,,109474.0,55.964999999999996,15.912,,,,,,,,,,47.0,Ricardo Esgaio,True,Portimonense,Sporting
2417492657.0,576.0,51.0,41.0,296.0,55.964999999999996,15.912,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'Angle', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,109474.0,64.575,2.9920000000000004,,,,,,,,,,47.0,Ricardo Esgaio,False,Portimonense,Sporting
2417492679.0,577.0,51.0,42.0,296.0,64.575,2.9920000000000004,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,279177.0,67.095,10.336,,,,,,,,,,23.0,Marcus Edwards,False,Portimonense,Sporting
2417492739.0,578.0,51.0,43.0,296.0,67.095,10.336,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,362352.0,81.375,3.128,,,,,,,,,,24.0,Pedro Porro,False,Portimonense,Sporting
,,51.0,43.0,,81.375,3.128,,,Carry,,,,,279177.0,96.60000000000001,16.66,,,,,,,,,,23.0,Marcus Edwards,True,Portimonense,Sporting
2417492743.0,579.0,51.0,48.0,296.0,96.60000000000001,16.66,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Offensive']","[91, 53]",True,279177.0,,,,,,,,,,,,23.0,Marcus Edwards,,Portimonense,Sporting
2417492751.0,301.0,51.0,48.0,1463.0,8.4,51.34,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Tackle,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive', 'StandingSave']","[91, 142]",True,381687.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417492845.0,580.0,51.0,50.0,296.0,95.76,12.58,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['IntentionalAssist', 'StandingSave', 'Angle', 'PassEndX', 'Zone', 'ShotAssist', 'PassEndY', 'Length', 'KeyPass']","[91, 119, 117, 30, 123, 205, 40, 46, 35, 38, 217, 218]",True,279177.0,89.14500000000001,10.812000000000001,,,,,,,,,,23.0,Marcus Edwards,False,Portimonense,Sporting
,,51.0,50.0,,89.14500000000001,10.812000000000001,,,Carry,,,,,362352.0,88.83,18.632,,,,,,,,,,24.0,Pedro Porro,True,Portimonense,Sporting
2417492847.0,581.0,51.0,53.0,296.0,88.83,18.632,55.0,"{'value': 2, 'displayName': 'SecondHalf'}",MissedShots,Successful,"['RelatedEventId', 'IntentionalAssist', 'GoalMouthZ', 'StandingSave', 'LeftFoot', 'MissLeft', 'Assisted', 'Zone', 'GoalMouthY', 'BoxRight', 'RegularPlay']","[91, 7, 90, 10, 1, 3, 13]",True,362352.0,,,580.0,279177.0,,,22.2,66.4,True,,,24.0,Pedro Porro,,Portimonense,Sporting
2417493115.0,303.0,52.0,20.0,1463.0,4.83,36.04,56.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'Angle', 'PassEndX', 'MissHigh', 'Chipped', 'Longball', 'GoalKick', 'PassEndY']","[91, 120, 124, 128, 36, 38, 216, 218]",True,310029.0,58.905,0.0,,,,,,,,,,,,True,Portimonense,Sporting
2417493329.0,584.0,52.0,41.0,296.0,40.845,68.0,56.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'Longball', 'Length', 'ThrowIn', 'PassEndY', 'PassEndX', 'Zone']","[91, 212, 35, 38, 215]",True,296364.0,27.825000000000003,42.908,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417493399.0,585.0,52.0,43.0,296.0,27.825000000000003,42.908,56.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,71268.0,27.72,62.628,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
,,52.0,43.0,,27.72,62.628,,,Carry,,,,,395992.0,43.47,60.31600000000001,,,,,,,,,,25.0,Gonçalo Inácio,True,Portimonense,Sporting
2417493475.0,586.0,52.0,48.0,296.0,43.47,60.31600000000001,56.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Longball', 'Length', 'Angle']","[91, 117, 127, 36, 38, 216, 218]",True,395992.0,49.77,24.684,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
,,52.0,48.0,,49.77,24.684,,,Carry,,,,,109474.0,57.015,15.028000000000002,,,,,,,,,,47.0,Ricardo Esgaio,False,Portimonense,Sporting
2417493493.0,587.0,52.0,53.0,296.0,57.015,15.028000000000002,56.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,109474.0,71.29500000000002,4.42,,,,,,,,,,47.0,Ricardo Esgaio,False,Portimonense,Sporting
2417493517.0,588.0,52.0,56.0,296.0,71.29500000000002,4.42,56.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['StandingSave', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 120, 29, 36, 37, 217, 218]",True,362352.0,87.57000000000001,13.464000000000002,,,,,,,,,,24.0,Pedro Porro,True,Portimonense,Sporting
2417493561.0,305.0,52.0,57.0,1463.0,15.75,51.34,56.0,"{'value': 2, 'displayName': 'SecondHalf'}",Clearance,Successful,"['PassEndY', 'Zone', 'Length', 'Angle', 'StandingSave', 'PassEndX']","[91, 94, 95, 216]",True,108374.0,38.115,65.07600000000001,,,,,,,,,,,,,Portimonense,Sporting
2417493611.0,589.0,53.0,2.0,296.0,67.30499999999999,4.352,57.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Length', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,109474.0,73.92000000000002,6.800000000000001,,,,,,,,,,47.0,Ricardo Esgaio,False,Portimonense,Sporting
2417493637.0,590.0,53.0,3.0,296.0,73.92000000000002,6.800000000000001,57.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'Length', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 120, 29, 36, 37, 217, 218]",True,279177.0,89.355,7.004000000000001,,,,,,,,,,23.0,Marcus Edwards,True,Portimonense,Sporting
2417493631.0,306.0,53.0,4.0,1463.0,17.115000000000002,62.56,57.0,"{'value': 2, 'displayName': 'SecondHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,381687.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417493677.0,307.0,53.0,7.0,1463.0,1.8900000000000001,66.096,57.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,381687.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417493735.0,592.0,53.0,11.0,296.0,100.17000000000002,9.588000000000001,57.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Zone', 'RightFoot', 'Angle', 'Length', 'PassEndY', 'Cross']","[91, 137, 126, 35, 37, 217, 218]",True,362352.0,97.65,29.92,,,,,,,,,,24.0,Pedro Porro,True,Portimonense,Sporting
