id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,shirtNo,name,progressive,homeTeam,awayTeam
2328283893.0,4.0,0.0,16.0,786.0,66.885,66.30000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Foul', 'Zone', 'OppositeRelatedEvent']","[90, 62]",True,23621.0,,,,,,,,,,,5.0,Antunes,,Pacos de Ferreira,Braga
2328283859.0,10.0,0.0,16.0,288.0,38.115,1.7000000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'StandingSave', 'Zone', 'Foul', 'OppositeRelatedEvent']",[63],False,421975.0,,,,,,,,,,,,,,Pacos de Ferreira,Braga
2328284071.0,5.0,0.0,21.0,786.0,66.885,65.89200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'StandingSave', 'Zone', 'FreekickTaken', 'PassEndX', 'Longball']","[90, 116, 126, 131, 34, 37, 214, 217]",True,23621.0,34.44,59.29600000000001,,,,,,,,,5.0,Antunes,False,Pacos de Ferreira,Braga
,,0.0,21.0,,34.44,59.29600000000001,,,Carry,,,,,380682.0,30.765,54.53600000000001,,,,,,,,,6.0,Maracás,False,Pacos de Ferreira,Braga
2328284265.0,7.0,0.0,25.0,786.0,30.765,54.53600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Longball', 'PassEndY', 'StandingSave', 'Zone']","[90, 116, 126, 35, 37, 214, 217]",True,380682.0,34.545,11.356,,,,,,,,,6.0,Maracás,False,Pacos de Ferreira,Braga
,,0.0,25.0,,34.545,11.356,,,Carry,,,,,275110.0,36.435,10.608,,,,,,,,,29.0,Fernando Fonseca,False,Pacos de Ferreira,Braga
2328284331.0,8.0,0.0,31.0,786.0,36.435,10.608,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'PassEndX', 'Angle', 'Zone', 'Length']","[90, 116, 29, 34, 36, 214, 217]",True,275110.0,24.78,25.568,,,,,,,,,29.0,Fernando Fonseca,False,Pacos de Ferreira,Braga
,,0.0,31.0,,24.78,25.568,,,Carry,,,,,322859.0,25.935,26.656000000000002,,,,,,,,,32.0,Flávio Ramos,False,Pacos de Ferreira,Braga
2328284557.0,9.0,0.0,34.0,786.0,25.935,26.656000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'StandingSave', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,322859.0,8.82,30.872,,,,,,,,,32.0,Flávio Ramos,False,Pacos de Ferreira,Braga
,,0.0,34.0,,8.82,30.872,,,Carry,,,,,364187.0,10.605,29.444,,,,,,,,,13.0,André Ferreira,False,Pacos de Ferreira,Braga
2328284723.0,10.0,0.0,39.0,786.0,10.605,29.444,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length', 'Longball', 'StandingSave']","[90, 119, 127, 35, 36, 216, 217]",True,364187.0,79.065,61.540000000000006,,,,,,,,,13.0,André Ferreira,True,Pacos de Ferreira,Braga
2328284743.0,11.0,0.0,45.0,288.0,20.16,6.188000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,421975.0,,,,,,,,,,,,,,Pacos de Ferreira,Braga
2328284835.0,12.0,0.0,48.0,288.0,18.900000000000002,3.604,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'Angle', 'StandingSave', 'PassEndY']","[90, 116, 29, 34, 36, 214, 217]",True,421975.0,4.7250000000000005,11.9,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328284861.0,13.0,0.0,50.0,288.0,4.83,10.336,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Chipped']","[90, 117, 119, 28, 123, 35, 36, 214, 217]",True,363935.0,34.230000000000004,10.744000000000002,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328284925.0,11.0,0.0,51.0,786.0,63.315,49.232000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'HeadPass', 'PassEndX', 'Length']","[90, 118, 116, 29, 138, 204, 35, 37, 216, 217]",True,384889.0,89.565,47.19200000000001,,,,,,,,,77.0,Nuno Santos,True,Pacos de Ferreira,Braga
,,0.0,51.0,,89.565,47.19200000000001,,,Carry,,,,,131384.0,87.57000000000001,45.084,,,,,,,,,10.0,Denilson,False,Pacos de Ferreira,Braga
2328284941.0,12.0,0.0,53.0,786.0,87.57000000000001,45.084,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,131384.0,,,,,,,,,,,10.0,Denilson,,Pacos de Ferreira,Braga
,,0.0,53.0,,87.57000000000001,45.084,,,Carry,,,,,131384.0,91.14,43.656000000000006,,,,,,,,,10.0,Denilson,False,Pacos de Ferreira,Braga
2328285097.0,13.0,0.0,54.0,786.0,91.14,43.656000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'StandingSave', 'Offensive', 'OppositeRelatedEvent']","[90, 53]",True,131384.0,,,,,,,,,,,10.0,Denilson,,Pacos de Ferreira,Braga
2328285045.0,14.0,0.0,54.0,288.0,13.86,24.344,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']",[54],False,363935.0,,,,,,,,,,,,,,Pacos de Ferreira,Braga
2328285211.0,14.0,0.0,58.0,786.0,102.165,53.17600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[90, 118, 116, 29, 204, 34, 36, 216, 217]",True,131384.0,95.13,63.17200000000001,,,,,,,,,10.0,Denilson,False,Pacos de Ferreira,Braga
,,0.0,58.0,,95.13,63.17200000000001,,,Carry,,,,,23621.0,101.64,58.684000000000005,,,,,,,,,5.0,Antunes,True,Pacos de Ferreira,Braga
2328285251.0,15.0,1.0,3.0,786.0,101.64,58.684000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'StandingSave', 'LeftFoot', 'Length', 'Zone', 'Cross', 'PassEndX']","[90, 137, 125, 34, 37, 216, 217]",True,23621.0,100.065,46.988,,,,,,,,,5.0,Antunes,True,Pacos de Ferreira,Braga
2328285269.0,15.0,1.0,3.0,288.0,5.25,23.12,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[90, 100, 101, 55]",True,381792.0,,,,,,,,,,,,,,Pacos de Ferreira,Braga
2328286313.0,16.0,1.0,4.0,288.0,9.66,15.844000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'StandingSave']","[90, 93, 94, 215]",True,127130.0,44.83500000000001,3.5360000000000005,,,,,,,,,,,,Pacos de Ferreira,Braga
2328285397.0,16.0,1.0,5.0,786.0,71.29500000000002,54.400000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[90],True,351744.0,,,,,,,,,,,46.0,Stephen Eustáquio,,Pacos de Ferreira,Braga
2328285607.0,17.0,1.0,8.0,786.0,52.815,65.48400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'PassEndY', 'StandingSave', 'Zone']","[90, 116, 29, 34, 37, 214, 217]",True,380682.0,28.245,48.55200000000001,,,,,,,,,6.0,Maracás,False,Pacos de Ferreira,Braga
2328285729.0,18.0,1.0,12.0,786.0,27.72,48.348,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle', 'StandingSave']","[90, 116, 29, 35, 37, 214, 217]",True,364187.0,33.285000000000004,30.056000000000004,,,,,,,,,13.0,André Ferreira,False,Pacos de Ferreira,Braga
,,1.0,12.0,,33.285000000000004,30.056000000000004,,,Carry,,,,,322859.0,36.75,27.812,,,,,,,,,32.0,Flávio Ramos,False,Pacos de Ferreira,Braga
2328285893.0,19.0,1.0,16.0,786.0,36.75,27.812,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'StandingSave', 'PassEndY', 'Angle', 'Longball']","[90, 116, 126, 35, 36, 215, 217]",True,322859.0,41.475,61.132000000000005,,,,,,,,,32.0,Flávio Ramos,False,Pacos de Ferreira,Braga
,,1.0,16.0,,41.475,61.132000000000005,,,Carry,,,,,380682.0,39.69,61.336000000000006,,,,,,,,,6.0,Maracás,False,Pacos de Ferreira,Braga
2328286029.0,20.0,1.0,21.0,786.0,39.69,61.336000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'Length', 'StandingSave']","[90, 116, 29, 34, 37, 214, 217]",True,380682.0,22.365000000000002,44.88,,,,,,,,,6.0,Maracás,False,Pacos de Ferreira,Braga
2328286205.0,21.0,1.0,23.0,786.0,21.840000000000003,45.288,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Length']","[90, 116, 29, 34, 37, 214, 217]",True,351744.0,8.925,30.668000000000003,,,,,,,,,46.0,Stephen Eustáquio,False,Pacos de Ferreira,Braga
,,1.0,23.0,,8.925,30.668000000000003,,,Carry,,,,,364187.0,10.920000000000002,27.472,,,,,,,,,13.0,André Ferreira,False,Pacos de Ferreira,Braga
2328286343.0,22.0,1.0,27.0,786.0,10.920000000000002,27.472,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Longball', 'Chipped', 'Length', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY']","[90, 118, 116, 123, 126, 35, 36, 215, 217]",True,364187.0,66.045,62.83200000000001,,,,,,,,,13.0,André Ferreira,True,Pacos de Ferreira,Braga
,,1.0,27.0,,66.045,62.83200000000001,,,Carry,,,,,373655.0,67.515,63.444,,,,,,,,,23.0,Lucas Silva,False,Pacos de Ferreira,Braga
2328286355.0,23.0,1.0,30.0,786.0,67.515,63.444,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Head', 'Zone']","[90, 68]",True,373655.0,,,,,,,,,,,23.0,Lucas Silva,,Pacos de Ferreira,Braga
2328286923.0,18.0,1.0,45.0,288.0,40.53,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Length', 'PassEndX', 'Zone', 'Angle', 'PassEndY', 'ThrowIn']","[90, 211, 35, 36, 215]",True,421975.0,62.685,6.256,,,,,,,,,,,True,Pacos de Ferreira,Braga
2328286945.0,25.0,1.0,47.0,786.0,38.43,60.248,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[90, 100, 55]",True,23621.0,,,,,,,,,,,5.0,Antunes,,Pacos de Ferreira,Braga
2328287085.0,26.0,1.0,48.0,786.0,63.105000000000004,59.84,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[90, 119, 28, 34, 37, 215, 217]",True,384889.0,54.495,51.68000000000001,,,,,,,,,77.0,Nuno Santos,False,Pacos de Ferreira,Braga
2328287191.0,19.0,1.0,50.0,288.0,50.295,12.784,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[90, 116, 29, 34, 36, 215, 217]",True,306786.0,47.46000000000001,22.508000000000003,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328287223.0,20.0,1.0,52.0,288.0,46.830000000000005,20.264000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'OppositeRelatedEvent', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[90, 117, 119, 28, 35, 36, 215, 217]",True,322689.0,49.245,24.412,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328287303.0,28.0,1.0,52.0,786.0,50.08500000000001,48.824,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[90],True,343089.0,,,,,,,,,,,7.0,Hélder Ferreira,,Pacos de Ferreira,Braga
2328717769.0,866.0,1.0,53.0,288.0,56.910000000000004,20.604000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave']","[90, 116, 29, 34, 37, 215, 217]",True,322689.0,49.980000000000004,18.836000000000002,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328287367.0,21.0,1.0,54.0,288.0,49.665,17.408,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'Length', 'Angle', 'PassEndY']","[90, 116, 29, 34, 36, 215, 217]",True,127130.0,39.375,29.648000000000003,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328287395.0,22.0,1.0,55.0,288.0,39.375,29.648000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,381792.0,33.285000000000004,43.248000000000005,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328287427.0,23.0,1.0,57.0,288.0,33.6,42.364000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[90, 118, 116, 29, 35, 36, 215, 217]",True,83475.0,53.865,57.05200000000001,,,,,,,,,,,True,Pacos de Ferreira,Braga
2328287625.0,24.0,1.0,59.0,288.0,56.385000000000005,56.644000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone', 'StandingSave']","[90, 118, 116, 29, 35, 36, 215, 217]",True,361852.0,69.615,64.668,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328287631.0,25.0,2.0,2.0,288.0,71.08500000000001,62.968,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Zone', 'OverRun', 'Offensive']","[90, 203]",True,119620.0,,,,,,,,,,,,,,Pacos de Ferreira,Braga
2328287615.0,29.0,2.0,3.0,786.0,34.86000000000001,8.976,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,343089.0,,,,,,,,,,,7.0,Hélder Ferreira,,Pacos de Ferreira,Braga
,,2.0,3.0,,34.86000000000001,8.976,,,Carry,,,,,343089.0,44.730000000000004,3.6720000000000006,,,,,,,,,7.0,Hélder Ferreira,False,Pacos de Ferreira,Braga
2328287707.0,31.0,2.0,5.0,786.0,44.730000000000004,3.6720000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Length', 'Longball', 'Zone', 'Angle', 'PassEndY']","[90, 119, 127, 35, 36, 216, 217]",True,343089.0,81.27000000000001,20.332,,,,,,,,,7.0,Hélder Ferreira,True,Pacos de Ferreira,Braga
2328287931.0,26.0,2.0,10.0,288.0,13.334999999999999,34.476000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle', 'StandingSave']","[90, 116, 29, 35, 36, 214, 217]",True,296521.0,34.230000000000004,56.644000000000005,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328287989.0,27.0,2.0,13.0,288.0,35.595,59.976000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndY', 'PassEndX', 'Zone']","[90, 116, 29, 35, 37, 215, 217]",True,322689.0,47.25,52.224000000000004,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328288027.0,28.0,2.0,16.0,288.0,47.25,52.224000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX', 'StandingSave']","[90, 116, 29, 34, 36, 215, 217]",True,361961.0,37.48500000000001,57.528,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328288093.0,29.0,2.0,18.0,288.0,38.115,56.848,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Length', 'PassEndX', 'Zone', 'Angle']","[90, 116, 29, 34, 37, 214, 217]",True,322689.0,24.78,35.7,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328288151.0,30.0,2.0,21.0,288.0,25.095,35.428000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length']","[90, 116, 29, 35, 37, 214, 217]",True,83475.0,26.145,16.252,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328288191.0,31.0,2.0,23.0,288.0,26.775000000000002,14.824000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndY', 'Zone', 'Length', 'PassEndX']","[90, 116, 29, 35, 37, 215, 217]",True,363935.0,36.225,0.952,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328288349.0,32.0,2.0,25.0,288.0,35.175000000000004,1.904,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone']","[90, 116, 29, 35, 36, 215, 217]",True,421975.0,37.48500000000001,10.472000000000001,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328288427.0,33.0,2.0,29.0,288.0,28.980000000000004,7.004000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle', 'StandingSave']","[90, 116, 29, 35, 36, 214, 217]",True,381792.0,32.235,27.880000000000003,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328288487.0,34.0,2.0,30.0,288.0,32.76,26.248,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX']","[90, 116, 29, 34, 36, 214, 217]",True,322689.0,24.36,43.248000000000005,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328288659.0,35.0,2.0,32.0,288.0,25.305000000000003,43.656000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX', 'Length']","[90, 116, 29, 34, 37, 214, 217]",True,361852.0,7.455,35.7,,,,,,,,,,,False,Pacos de Ferreira,Braga
2328288915.0,36.0,2.0,36.0,288.0,9.135,28.900000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'PassEndY', 'Longball', 'Chipped', 'Length', 'PassEndX', 'Angle']","[90, 119, 123, 127, 35, 37, 216, 217]",True,296521.0,81.79500000000002,16.864,,,,,,,,,,,True,Pacos de Ferreira,Braga
2328289003.0,32.0,2.0,43.0,786.0,20.685,51.748,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,23621.0,,,,,,,,,,,5.0,Antunes,,Pacos de Ferreira,Braga
,,2.0,43.0,,20.685,51.748,,,Carry,,,,,23621.0,21.945,53.108,,,,,,,,,5.0,Antunes,False,Pacos de Ferreira,Braga
2328289193.0,33.0,2.0,47.0,786.0,21.945,53.108,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'StandingSave']","[90, 116, 29, 35, 37, 214, 217]",True,23621.0,24.465000000000003,46.172000000000004,,,,,,,,,5.0,Antunes,False,Pacos de Ferreira,Braga
2328289277.0,34.0,2.0,48.0,786.0,24.465000000000003,46.172000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'PassEndY', 'Zone', 'StandingSave']","[90, 116, 29, 34, 37, 214, 217]",True,351744.0,19.005000000000003,42.84,,,,,,,,,46.0,Stephen Eustáquio,False,Pacos de Ferreira,Braga
2328289361.0,35.0,2.0,51.0,786.0,18.794999999999998,42.364000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Zone', 'Angle']","[90, 116, 29, 34, 37, 214, 217]",True,380682.0,15.645000000000001,26.180000000000003,,,,,,,,,6.0,Maracás,False,Pacos de Ferreira,Braga
2328289509.0,36.0,2.0,53.0,786.0,15.015,25.568,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX']","[90, 116, 29, 35, 37, 214, 217]",True,322859.0,24.465000000000003,6.868,,,,,,,,,32.0,Flávio Ramos,False,Pacos de Ferreira,Braga
,,2.0,53.0,,24.465000000000003,6.868,,,Carry,,,,,275110.0,26.145,4.760000000000001,,,,,,,,,29.0,Fernando Fonseca,False,Pacos de Ferreira,Braga
2328289545.0,37.0,2.0,55.0,786.0,26.145,4.760000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Length', 'OppositeRelatedEvent', 'StandingSave', 'Angle', 'Longball', 'PassEndX', 'Offensive']","[90, 117, 119, 127, 35, 36, 214, 217]",True,275110.0,29.925,4.828,,,,,,,,,29.0,Fernando Fonseca,False,Pacos de Ferreira,Braga
2328289533.0,37.0,2.0,55.0,288.0,81.69,64.87200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone', 'StandingSave']","[90, 59]",True,119620.0,,,,,,,,,,,,,,Pacos de Ferreira,Braga
