id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,firstName,lastName,name,homeTeam,awayTeam,round
2410894621,Miss,9764,387439,Pedrinho,77.64222957426887,47.64407536101287,10,,False,False,,,30.492499999999996,5.305931043199999,0.020621389150619507,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.4476970612903235, 'y': 0.6772486772486772, 'zoomRatio': 0.48247894274480957}",,Pedrinho,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410895327,AttemptSaved,6403,867395,Nuno Santos,90.9000015258789,37.659999418258664,11,,True,True,97.7631578942,35.220000000000006,32.6275,1.2199999940000001,0.02315029501914978,,Header,RegularPlay,FirstHalf,False,"{'x': 1.3630952380952386, 'y': 0.32275132116402117, 'zoomRatio': 1}",Nuno,Santos,Pacos de Ferreira,Gil Vicente,Pacos de Ferreira,31
2410896957,AttemptSaved,9764,606198,Talocha,90.0,47.29375688951287,13,,False,True,102.72413793119999,36.21125,34.7625,0.3274736826,0.052391231060028076,0.0355,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.7982804232804226, 'y': 0.08663324936507935, 'zoomRatio': 1}",,Talocha,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410897913,Miss,6403,776968,Rui Pires,88.07058659712412,32.09375,14,,False,False,,,32.39875,6.1488275976,0.07732251286506653,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.1763660514514545, 'y': 0.6772486772486772, 'zoomRatio': 0.41633953129523665}",Rui,Pires,Pacos de Ferreira,Gil Vicente,Pacos de Ferreira,31
2410902953,Miss,9764,387439,Pedrinho,80.79563106879999,37.659999418258664,21,,False,False,,,20.4960509585,5.1842758704000005,0.0283089280128479,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.38390813342584545, 'zoomRatio': 0.2799181179063545}",,Pedrinho,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410903647,Miss,6403,697189,Hélder,66.38009795043278,58.75147018976086,23,,False,False,,,30.34,7.3566896704,0.004530519247055054,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.33693553347825, 'y': 0.6772486772486772, 'zoomRatio': 0.34798260014966853}",,Hélder,Pacos de Ferreira,Gil Vicente,Pacos de Ferreira,31
2410904561,Post,9764,1173576,Matheus Bueno,92.5,43.93070277037427,24,,False,True,,,33.084999999999994,2.458,0.058614641427993774,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.2420634920634936, 'y': 0.6502645502645503, 'zoomRatio': 1}",Matheus,Bueno,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410906105,Miss,9764,1082941,Samuel Dias Lino,78.65582352553443,34.45749883651734,27,,False,False,,,33.31375,6.513793116,0.03355205059051514,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.0713504246274415, 'y': 0.6772486772486772, 'zoomRatio': 0.3930121749970543}",Samuel Dias,Lino,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410906657,Miss,9764,566403,Bilel Aouacheria,91.5999984741211,26.69,28,,False,False,,,52.548535031099995,0.3595789456,0.09485676884651184,,RightFoot,SetPiece,FirstHalf,False,"{'x': 0, 'y': 0.019385840714487717, 'zoomRatio': 0.20378967900495334}",Bilel,Aouacheria,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410910439,Miss,6403,1102246,Adrián Butzke,100.92241089949172,33.92375116348266,36,,False,False,,,33.92375,5.0626206976,0.22050613164901733,,Header,FromCorner,FirstHalf,False,"{'x': 1.0102002924423499, 'y': 0.6772486772486772, 'zoomRatio': 0.5056669564863117}",Adrián,Butzke,Pacos de Ferreira,Gil Vicente,Pacos de Ferreira,31
2410915943,AttemptSaved,9764,1082941,Samuel Dias Lino,93.30000305175781,45.962545628725735,43,,True,True,95.54385964789999,44.2810191037,37.27875,1.2199999940000001,0.03329348564147949,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.13260582010581956, 'y': 0.32275132116402117, 'zoomRatio': 1}",Samuel Dias,Lino,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410915993,AttemptSaved,9764,1082941,Samuel Dias Lino,93.30000305175781,45.962545628725735,43,,True,True,96.2192982446,43.790573243599994,37.58375000000001,1.2199999940000001,0.03223824501037598,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.05191798941798709, 'y': 0.32275132116402117, 'zoomRatio': 1}",Samuel Dias,Lino,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410916025,Miss,9764,467362,Elder Santana,94.0,33.00875058174133,43,,False,False,,,26.4009375,5.5492413888000005,0.0444658100605011,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.927415959385383, 'y': 0.6772486772486772, 'zoomRatio': 0.46132431816118724}",Elder,Santana,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410935025,Goal,6403,45244,Antunes,94.0,34.0,52,,False,True,,,31.254999999999995,1.7850526228,0.7884,0.9949,LeftFoot,Penalty,SecondHalf,False,"{'x': 1.7261904761904774, 'y': 0.4722361435978836, 'zoomRatio': 1}",,Antunes,Pacos de Ferreira,Gil Vicente,Pacos de Ferreira,31
2410937591,Miss,9764,463963,Giorgi Aburjania,99.01754091482141,33.46624941825866,56,,False,False,,,26.227500000000003,5.1842758704000005,0.17975258827209473,,OtherBodyParts,FromCorner,SecondHalf,False,"{'x': 2, 'y': 0.667002363512384, 'zoomRatio': 0.48633000964940537}",Giorgi,Aburjania,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410939223,AttemptSaved,9764,387439,Pedrinho,77.30437065206556,33.2375,58,,True,True,83.723786408,33.161249999999995,32.9325,1.2199999940000001,0.028666704893112183,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.282407407407408, 'y': 0.32275132116402117, 'zoomRatio': 1}",,Pedrinho,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410940471,Miss,6403,45244,Antunes,85.60147386375178,49.39566771851287,60,,False,False,97.6666666661,32.779999999999994,24.139363062099996,0.8925263114,9.474551006860565e-06,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.09051406283599354, 'zoomRatio': 0.3833423767455957}",,Antunes,Pacos de Ferreira,Gil Vicente,Pacos de Ferreira,31
2410940531,AttemptSaved,6403,952234,Ze Uilton,96.0263143160607,32.62750058174133,60,,False,True,102.629310345,33.466249999999995,36.2875,0.5714736814000001,0.3839578628540039,0.7201,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.39484126984126955, 'y': 0.15118351359788362, 'zoomRatio': 1}",Ze,Uilton,Pacos de Ferreira,Gil Vicente,Pacos de Ferreira,31
2410944245,Miss,9764,671855,Fran,98.92105115906071,30.316,67,,False,False,,,26.516562500000003,1.9648420956000001,0.057275861501693726,,Header,FromCorner,SecondHalf,False,"{'x': 2, 'y': 0.26255876334906275, 'zoomRatio': 0.5051154633148207}",,Fran,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410984045,AttemptSaved,9764,1082941,Samuel Dias Lino,95.4473684198,34.53375058174134,67,,False,True,102.9137931036,34.305,36.8975,0.3274736826,0.14088571071624756,0.4163,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.23346560846560827, 'y': 0.08663324936507935, 'zoomRatio': 1}",Samuel Dias,Lino,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410945537,Miss,9764,387439,Pedrinho,75.27718274953443,30.568749999999998,70,,False,False,,,28.959285713000003,0.5329473658000001,0.018204927444458008,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.10572854072972776, 'zoomRatio': 0.7498937223537185}",,Pedrinho,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410946589,Goal,9764,671855,Fran,94.28947662727859,38.20023745576755,73,,False,True,,,32.0175,0.3659999982,0.1022787094116211,0.2048,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 1.5244708994709, 'y': 0.09682539634920634, 'zoomRatio': 1}",,Fran,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410947553,Miss,9764,467362,Elder Santana,99.3070175438,34.22874941825867,76,,False,False,102.9137931036,30.416249999999994,26.69,1.4254736772,0.07196876406669617,,Header,FromCorner,SecondHalf,False,"{'x': 2, 'y': 0.19500323901504782, 'zoomRatio': 0.5170998632010942}",Elder,Santana,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410953529,AttemptSaved,9764,467362,Elder Santana,93.69999694824219,30.291999908447263,88,,False,True,103.19827586219999,33.466249999999995,34.7625,1.9519999904,0.06498035788536072,0.1039,Header,RegularPlay,SecondHalf,False,"{'x': 0.7982804232804226, 'y': 0.5164021138624338, 'zoomRatio': 1}",Elder,Santana,Gil Vicente,Gil Vicente,Pacos de Ferreira,31
2410954139,AttemptSaved,6403,453696,Denilson,91.4000015258789,38.03214157653511,89,,True,True,95.8333333322,37.2025,34.07625,1.2199999940000001,0.05077284574508667,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.9798280423280419, 'y': 0.32275132116402117, 'zoomRatio': 1}",,Denilson,Pacos de Ferreira,Gil Vicente,Pacos de Ferreira,31
2410957413,Miss,6403,958533,Diaby,90.80000305175781,44.351083867087134,90,6.0,False,False,,,41.425625,0.9824210478000001,0.05328598618507385,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0, 'y': 0.132301462543557, 'zoomRatio': 0.5090480599276158}",,Diaby,Pacos de Ferreira,Gil Vicente,Pacos de Ferreira,31
2411628145,AttemptSaved,7842,748378,Jordi Mboula,91.0,21.757198524987132,1,,True,True,93.5,23.859108284899996,33.8475,1.2199999940000001,0.04390764236450195,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1.0403439153439162, 'y': 0.32275132116402117, 'zoomRatio': 1}",Jordi,Mboula,Estoril,Estoril,Belenenses SAD,31
2411634599,Miss,9807,1014983,Diogo Calila,77.75485780733112,45.331976656374266,9,,False,False,,,33.5425,6.3921379432,0.022355079650878906,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.0484722439650858, 'y': 0.6772486772486772, 'zoomRatio': 0.40049198292464033}",Diogo,Calila,Belenenses SAD,Estoril,Belenenses SAD,31
2411636755,Miss,9807,491008,Yves Baraye,90.30000305175781,57.505213264,12,,False,False,89.3,0.0,0.5247393368000001,0.1797894728,0.0324881374835968,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.005370816215858358, 'zoomRatio': 0.11291921033957554}",Yves,Baraye,Belenenses SAD,Estoril,Belenenses SAD,31
2411645573,Miss,7842,955808,Rosier Loreintz,92.5,22.45783546798713,24,,False,False,,,32.779999999999994,4.5846896616,0.059557825326919556,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.1802179530631616, 'y': 0.6772486772486772, 'zoomRatio': 0.5583802152284811}",Rosier,Loreintz,Estoril,Estoril,Belenenses SAD,31
2411647487,Goal,7842,955808,Rosier Loreintz,86.13823856975176,36.44000058174134,27,,False,True,,,31.1025,1.2585263096000001,0.08358645439147949,0.352,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.7665343915343916, 'y': 0.3329434681481482, 'zoomRatio': 1}",Rosier,Loreintz,Estoril,Estoril,Belenenses SAD,31
2411649879,Miss,9807,569037,Carraca,74.15096915753443,23.508790882487133,31,,False,False,,,30.873749999999998,4.341379316,0.02777761220932007,,RightFoot,FreeKick,FirstHalf,False,"{'x': 1.4876903221622748, 'y': 0.6772486772486772, 'zoomRatio': 0.5896743439499079}",,Carraca,Belenenses SAD,Estoril,Belenenses SAD,31
2411655209,Miss,9807,1321575,Braima Sambu,71.7859223328,24.6298089222,38,,False,False,,,43.5103184664,1.7850526228,0.017541944980621338,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0, 'y': 0.18769640881181837, 'zoomRatio': 0.39746303063927435}",Braima,Sambu,Belenenses SAD,Estoril,Belenenses SAD,31
2411662261,Goal,7842,1080684,Andre Franco,94.0,34.0,45,1.0,False,True,,,35.60125,0.160526315,0.7884,0.9745,LeftFoot,Penalty,FirstHalf,False,"{'x': 0.5763888888888888, 'y': 0.042467279100529096, 'zoomRatio': 1}",Andre,Franco,Estoril,Estoril,Belenenses SAD,31
2411664259,AttemptSaved,9807,1107735,Sphephelo Sithole,75.50243062333112,26.516562941074373,45,3.0,True,True,86.13823529359999,29.463571426999998,34.4575,1.2199999940000001,0.01428002119064331,,RightFoot,FromCorner,FirstHalf,False,"{'x': 0.8789682539682532, 'y': 0.32275132116402117, 'zoomRatio': 1}",Sphephelo,Sithole,Belenenses SAD,Estoril,Belenenses SAD,31
2411676259,AttemptSaved,9807,570835,Pedro Nuno,83.38592576733113,37.659999418258664,48,,True,True,85.4941176464,37.27875,33.5425,1.2199999940000001,0.044215112924575806,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.121031746031747, 'y': 0.32275132116402117, 'zoomRatio': 1}",Pedro,Nuno,Belenenses SAD,Estoril,Belenenses SAD,31
2411677051,Miss,7842,689051,Arthur,85.17206046087588,43.51031900094357,49,,False,False,,,26.942142857,4.8280000072,0.04943913221359253,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.9900423378580308, 'y': 0.6772486772486772, 'zoomRatio': 0.5302402643293849}",,Arthur,Estoril,Estoril,Belenenses SAD,31
2411680047,Miss,9807,933778,Rafael Camacho,84.95734966424823,49.6759235648,53,,False,False,,,30.304,5.5492413888000005,0.052534908056259155,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.451072666646494, 'y': 0.6772486772486772, 'zoomRatio': 0.46132431816118724}",Rafael,Camacho,Belenenses SAD,Estoril,Belenenses SAD,31
2411681611,AttemptSaved,9807,491008,Yves Baraye,94.0,24.6298089222,56,,True,True,97.2807017537,26.2853125,31.1025,1.2199999940000001,0.0638556182384491,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 1.7665343915343916, 'y': 0.32275132116402117, 'zoomRatio': 1}",Yves,Baraye,Belenenses SAD,Estoril,Belenenses SAD,31
2411682663,Miss,9807,1083349,Afonso Sousa,73.92572987606556,43.3701910778,57,,False,False,86.78235294080001,26.4009375,1.1806635078,0.5329473658000001,0.0074974894523620605,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.016238822071453607, 'zoomRatio': 0.11517600305229735}",Afonso,Sousa,Belenenses SAD,Estoril,Belenenses SAD,31
2411684207,Miss,9807,793924,Alisson Safira,92.30000305175781,26.77404633653511,60,,False,False,,,24.84,1.2456842044,0.017154157161712646,,Header,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.1359917253711791, 'zoomRatio': 0.41266375545851547}",Alisson,Safira,Belenenses SAD,Estoril,Belenenses SAD,31
2411684641,AttemptSaved,9807,707831,Francisco Teixeira,92.0999984741211,46.94343841801287,61,,True,True,96.2192982446,43.16,35.143750000000004,1.2199999940000001,0.033743053674697876,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.6974206349206338, 'y': 0.32275132116402117, 'zoomRatio': 1}",Francisco,Teixeira,Belenenses SAD,Estoril,Belenenses SAD,31
2411686391,Goal,9807,793924,Alisson Safira,94.0,34.0,66,,False,True,,,32.0175,1.990526306,0.7884,0.9908,RightFoot,Penalty,SecondHalf,False,"{'x': 1.5244708994709, 'y': 0.5265942608465608, 'zoomRatio': 1}",Alisson,Safira,Belenenses SAD,Estoril,Belenenses SAD,31
2411688611,AttemptSaved,9807,793924,Alisson Safira,93.5,34.07624883651734,72,,True,True,101.9655172416,34.38125,34.533750000000005,1.2199999940000001,0.03562849760055542,,Header,FromCorner,SecondHalf,False,"{'x': 0.8587962962962951, 'y': 0.32275132116402117, 'zoomRatio': 1}",Alisson,Safira,Belenenses SAD,Estoril,Belenenses SAD,31
2411689167,Miss,9807,793924,Alisson Safira,98.8245614033,25.360312941074373,73,,False,False,101.4913793106,36.51625,44.5612738809,2.2281052522,4.612580184470971e-08,,Header,SetPiece,SecondHalf,False,"{'x': 0, 'y': 0.21096936575326525, 'zoomRatio': 0.3579113696536273}",Alisson,Safira,Belenenses SAD,Estoril,Belenenses SAD,31
2411689183,Miss,9807,1130182,Danny Henriques,101.87068676149173,37.27874941825867,73,,False,False,,,30.244,4.5846896616,0.6549917459487915,,LeftFoot,SetPiece,SecondHalf,False,"{'x': 1.5548349440206812, 'y': 0.6772486772486772, 'zoomRatio': 0.5583802152284811}",Danny,Henriques,Belenenses SAD,Estoril,Belenenses SAD,31
2411693149,Miss,7842,955808,Rosier Loreintz,92.69999694824219,41.48343705892563,83,,False,False,,,33.92375,6.270482770400001,0.09442457556724548,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.0082354443080495, 'y': 0.6772486772486772, 'zoomRatio': 0.4082620260252617}",Rosier,Loreintz,Estoril,Estoril,Belenenses SAD,31
2411693501,Miss,9807,793924,Alisson Safira,92.0,27.782618405767558,83,,False,False,,,18.744458600999998,0.802631575,0.09457650780677795,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 2, 'y': 0.05261246087619102, 'zoomRatio': 0.2477788169646853}",Alisson,Safira,Belenenses SAD,Estoril,Belenenses SAD,31
2411696163,AttemptSaved,9807,172875,Abel Issa Camara,91.5,30.32799981689453,88,,False,True,104.1465517242,33.695,36.821250000000006,0.5714736814000001,0.08045303821563721,0.3052,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.2536375661375645, 'y': 0.15118351359788362, 'zoomRatio': 1}",Abel Issa,Camara,Belenenses SAD,Estoril,Belenenses SAD,31
2411696311,AttemptSaved,9807,793924,Alisson Safira,91.4000015258789,29.71571300153511,88,,True,True,93.2,30.22,32.779999999999994,1.2199999940000001,0.017069190740585327,,Header,RegularPlay,SecondHalf,False,"{'x': 1.3227513227513243, 'y': 0.32275132116402117, 'zoomRatio': 1}",Alisson,Safira,Belenenses SAD,Estoril,Belenenses SAD,31
2411698859,Post,9807,793924,Alisson Safira,92.69999694824219,25.30249911785126,90,4.0,False,True,,,37.708,0.5714736814000001,0.02461564540863037,,Header,SetPiece,SecondHalf,False,"{'x': 0.019047619047619535, 'y': 0.15118351359788362, 'zoomRatio': 1}",Alisson,Safira,Belenenses SAD,Estoril,Belenenses SAD,31
2411699757,AttemptSaved,9807,570835,Pedro Nuno,93.4000015258789,34.7625,90,6.0,True,True,97.0877192975,34.99125,35.3725,1.2199999940000001,0.09805363416671753,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.6369047619047613, 'y': 0.32275132116402117, 'zoomRatio': 1}",Pedro,Nuno,Belenenses SAD,Estoril,Belenenses SAD,31
2411699875,AttemptSaved,9807,793924,Alisson Safira,96.9912265970607,38.20023745576755,90,6.0,False,True,98.92105263139999,37.672,35.220000000000006,1.990526306,0.06637316942214966,0.1486,Header,RegularPlay,SecondHalf,False,"{'x': 0.6772486772486757, 'y': 0.5265942608465608, 'zoomRatio': 1}",Alisson,Safira,Belenenses SAD,Estoril,Belenenses SAD,31
2411699935,AttemptSaved,9807,570835,Pedro Nuno,91.5,33.61875,90,6.0,True,True,93.9,34.0,35.90625,1.2199999940000001,0.06599900126457214,,LeftFoot,RegularPlay,SecondHalf,False,"{'x': 0.49570105820105825, 'y': 0.32275132116402117, 'zoomRatio': 1}",Pedro,Nuno,Belenenses SAD,Estoril,Belenenses SAD,31
2411699957,Goal,9807,156727,Sandro,86.46029247912412,30.95,90,6.0,False,True,,,31.026249999999997,0.3274736826,0.09818693995475769,0.2923,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.7867063492063497, 'y': 0.08663324936507935, 'zoomRatio': 1}",,Sandro,Belenenses SAD,Estoril,Belenenses SAD,31
2411723819,AttemptSaved,7844,627599,Ruben Lameiras,88.69999694824219,23.2285350362,2,,True,True,93.4,25.99625,34.07625,1.2199999940000001,0.03802189230918884,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.9798280423280419, 'y': 0.32275132116402117, 'zoomRatio': 1}",Ruben,Lameiras,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411724249,AttemptSaved,188163,214449,Salvador Agra,76.74126385606556,23.9291719792,3,,False,True,102.25000000019999,33.466249999999995,35.525000000000006,0.6485263126,0.025278300046920776,0.0684,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.5965608465608451, 'y': 0.17156780756613757, 'zoomRatio': 1}",Salvador,Agra,Tondela,Tondela,Vitoria de Guimaraes,31
2411728951,Miss,188163,214449,Salvador Agra,88.39264869687588,23.718981430843563,12,,False,False,,,28.202857142,0.8925263114,0.06578871607780457,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.1539596889816718, 'zoomRatio': 0.6520453424368587}",Salvador,Agra,Tondela,Tondela,Vitoria de Guimaraes,31
2411735975,AttemptSaved,7844,683880,Oscar Estupinan,82.03446430153443,20.496051225771783,32,,True,True,86.78235294080001,23.3686624248,35.83,1.2199999940000001,0.025740981101989746,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.5158730158730164, 'y': 0.32275132116402117, 'zoomRatio': 1}",Oscar,Estupinan,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411736077,Miss,7844,777028,André Almeida,94.0964897540607,36.89749941825867,32,,False,False,,,27.362380952,1.1622105206000002,0.038533538579940796,,Header,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.17509448978548844, 'zoomRatio': 0.5694813113956819}",André,Almeida,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411737467,Miss,7844,627599,Ruben Lameiras,74.26358879826887,23.508790882487133,35,,False,False,,,30.05190476,2.2281052522,0.017675310373306274,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.5643494183286216, 'zoomRatio': 0.9574237119973832}",Ruben,Lameiras,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411740981,AttemptSaved,188163,214449,Salvador Agra,93.4000015258789,23.508790882487133,40,,False,True,103.19827586219999,32.3225,35.9825,1.1365263102,0.08263546228408813,0.2115,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.47552910052910013, 'y': 0.30066833603174603, 'zoomRatio': 1}",Salvador,Agra,Tondela,Tondela,Vitoria de Guimaraes,31
2411743225,Miss,7844,627599,Ruben Lameiras,74.15096915753443,23.088407113056434,44,,False,False,,,28.370952380000002,0.8925263114,0.01478564739227295,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 2, 'y': 0.1585572501161397, 'zoomRatio': 0.6715167920359508}",Ruben,Lameiras,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411744711,AttemptSaved,188163,637582,Daniel Anjos,100.92241089949172,40.30142793076755,45,1.0,False,True,102.629310345,38.368333335,33.8475,1.0145263108,0.17523613572120667,0.3398,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 1.0403439153439162, 'y': 0.2683932039153439, 'zoomRatio': 1}",Daniel,Anjos,Tondela,Tondela,Vitoria de Guimaraes,31
2411757659,Miss,188163,1156364,Tiago Almeida,94.38596638303929,23.648916132912866,48,,False,False,,,39.292857143999996,0.44305262940000006,0.4616471230983734,,RightFoot,FastBreak,SecondHalf,False,"{'x': 1.1102230246251565e-16, 'y': 0.08370764926127777, 'zoomRatio': 0.7141700403316238}",Tiago,Almeida,Tondela,Tondela,Vitoria de Guimaraes,31
2411761077,Miss,188163,641218,Rafael Barbosa,78.09271672953443,19.164841301343564,55,,False,False,,,38.620476192,5.305931043199999,0.02473357319831848,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.410242733308539, 'y': 0.6772486772486772, 'zoomRatio': 0.48247894274480957}",Rafael,Barbosa,Tondela,Tondela,Vitoria de Guimaraes,31
2411765079,Goal,188163,641218,Rafael Barbosa,85.9235277731241,35.525000000000006,63,,False,True,,,32.0175,1.5025263084,0.06719741225242615,0.1917,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.5244708994709, 'y': 0.39749373238095237, 'zoomRatio': 1}",Rafael,Barbosa,Tondela,Tondela,Vitoria de Guimaraes,31
2411766455,Goal,7844,289254,Rafa Soares,91.0999984741211,38.53642921423244,67,,False,True,,,37.27875,0.2439999988,0.10705649852752686,0.3585,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.13260582010581956, 'y': 0.06455026423280423, 'zoomRatio': 1}",Rafa,Soares,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411767781,Miss,188163,214449,Salvador Agra,71.2228155368,25.649375441074373,72,,False,False,,,41.5990625,6.513793116,0.025357544422149658,,RightFoot,FreeKick,SecondHalf,False,"{'x': 0.20991426426890114, 'y': 0.6772486772486772, 'zoomRatio': 0.3930121749970543}",Salvador,Agra,Tondela,Tondela,Vitoria de Guimaraes,31
2411768019,Miss,7844,816274,Alfa Semedo,97.9561388780607,34.83874883651734,73,,False,False,102.629310345,57.5708056811,61.5063507071,1.0723157842,0.12665143609046936,,Header,SetPiece,SecondHalf,False,"{'x': -2.220446049250313e-16, 'y': 0.03898429841233761, 'zoomRatio': 0.13742280974496188}",Alfa,Semedo,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411768865,AttemptSaved,188163,637582,Daniel Anjos,92.5,25.2446875,75,,True,True,94.38596491070001,26.111875,32.24625,1.2199999940000001,0.1084546148777008,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.4639550264550256, 'y': 0.32275132116402117, 'zoomRatio': 1}",Daniel,Anjos,Tondela,Tondela,Vitoria de Guimaraes,31
2411771651,AttemptSaved,7844,554285,Rochinha,74.93932382733112,38.87261776653511,81,,False,True,102.4396551726,35.3725,32.779999999999994,1.0594736790000001,0.022224634885787964,0.0514,RightFoot,RegularPlay,SecondHalf,False,"{'x': 1.3227513227513243, 'y': 0.28028404206349206, 'zoomRatio': 1}",,Rochinha,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411774815,AttemptSaved,7844,777028,André Almeida,82.82281897133113,25.649375441074373,86,,True,True,96.8947368413,29.799761903000004,35.75375,0.7127368386,0.02492046356201172,,RightFoot,RegularPlay,SecondHalf,False,"{'x': 0.5360449735449745, 'y': 0.1885547192063492, 'zoomRatio': 1}",André,Almeida,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411775105,AttemptSaved,7844,1282448,Herculano Nabian,94.9649122793,37.507498836517335,87,,False,True,104.3362068966,34.0,32.09375,1.8685263066000002,0.05196332931518555,0.2628,Header,FromCorner,SecondHalf,False,"{'x': 1.5042989417989419, 'y': 0.49431912873015876, 'zoomRatio': 1}",Herculano,Nabian,Vitoria de Guimaraes,Tondela,Vitoria de Guimaraes,31
2411777349,Miss,188163,884272,Modibo Sagnan,97.57017249332141,22.597960718412867,90,1.0,False,False,,,29.211428570000002,0.44305262940000006,0.018566876649856567,,Header,SetPiece,SecondHalf,False,"{'x': 2, 'y': 0.09252292377311375, 'zoomRatio': 0.7893794747048395}",Modibo,Sagnan,Tondela,Tondela,Vitoria de Guimaraes,31
2412103431,Miss,9773,25921,Pepe,99.01754091482141,37.744,5,,False,False,99.50000000040001,30.328,0.13118483420000002,0.5329473658000001,0.00010762762394733727,,Header,FromCorner,FirstHalf,False,"{'x': 2, 'y': 0.015735636549168652, 'zoomRatio': 0.11160709288162411}",,Pepe,Porto,Braga,Porto,31
2412106853,AttemptSaved,10264,605507,Andre Horta,72.79951628406556,36.97375116348267,13,,False,True,102.9137931036,32.6275,36.21125,0.44947368200000004,0.01841670274734497,0.1282,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.41501322751322767, 'y': 0.11890838148148149, 'zoomRatio': 1}",Andre,Horta,Braga,Braga,Porto,31
