id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam
2376609039.0,871.0,38.0,18.0,108.0,16.485,24.684,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave', 'Length']","[91, 94, 95, 215]",True,325220.0,32.865,3.5360000000000005,,,,,,,,,,,,,Moreirense,Santa Clara
2375735905.0,346.0,38.0,24.0,251.0,73.815,65.62,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,279478.0,86.10000000000001,66.912,,,,,,,,,,10.0,Lincoln,False,Moreirense,Santa Clara
2375735951.0,347.0,38.0,26.0,251.0,86.625,66.708,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Length', 'RightFoot', 'Angle', 'Chipped', 'PassEndY', 'Zone', 'PassEndX', 'Cross']","[91, 137, 124, 126, 36, 38, 217, 218]",True,279531.0,97.44,39.916000000000004,,,,,,,,,,23.0,Crysan,True,Moreirense,Santa Clara
2375735959.0,314.0,38.0,27.0,108.0,17.22,26.112000000000002,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'Head', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 94, 95, 57, 215]",True,121484.0,31.290000000000003,3.128,,,,,,,,,,,,,Moreirense,Santa Clara
2375735983.0,315.0,38.0,28.0,108.0,32.025,16.32,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,135347.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375736195.0,316.0,38.0,28.0,108.0,32.025,16.32,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,135347.0,35.385000000000005,30.736000000000004,,,,,,,,,,,,False,Moreirense,Santa Clara
2375736401.0,317.0,38.0,36.0,108.0,71.715,24.276000000000003,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,318686.0,85.05,16.524,,,,,,,,,,,,False,Moreirense,Santa Clara
2375736417.0,318.0,38.0,40.0,108.0,97.965,17.612000000000002,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'StandingSave', 'Length', 'Angle', 'PassEndX', 'PassEndY']","[91, 120, 29, 36, 37, 217, 218]",True,325220.0,98.385,25.772000000000002,,,,,,,,,,,,False,Moreirense,Santa Clara
2375736517.0,349.0,38.0,41.0,251.0,6.93,46.580000000000005,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,409279.0,,,,,,,,,,,,25.0,Hidemasa Morita,,Moreirense,Santa Clara
2375736629.0,350.0,38.0,42.0,251.0,6.93,47.19200000000001,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'StandingSave', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,409279.0,21.105000000000004,62.15200000000001,,,,,,,,,,25.0,Hidemasa Morita,False,Moreirense,Santa Clara
2375736687.0,351.0,38.0,45.0,251.0,21.105000000000004,62.15200000000001,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,279478.0,4.515,62.83200000000001,,,,,,,,,,10.0,Lincoln,False,Moreirense,Santa Clara
2375736737.0,352.0,38.0,47.0,251.0,4.515,62.968,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'PassEndY', 'Length', 'Longball', 'StandingSave', 'Zone']","[91, 118, 120, 128, 36, 38, 216, 218]",True,130450.0,48.300000000000004,38.692,,,,,,,,,,6.0,Mansur,True,Moreirense,Santa Clara
2375736785.0,319.0,38.0,51.0,108.0,56.28,29.852,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,121484.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375736927.0,320.0,38.0,52.0,108.0,56.385000000000005,29.92,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,121484.0,62.895,49.164,,,,,,,,,,,,False,Moreirense,Santa Clara
2375736991.0,321.0,38.0,56.0,108.0,66.36,51.272000000000006,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Length', 'StandingSave', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,342769.0,62.160000000000004,29.716000000000005,,,,,,,,,,,,False,Moreirense,Santa Clara
2375737073.0,322.0,38.0,59.0,108.0,62.160000000000004,29.716000000000005,38.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,370018.0,68.25,26.860000000000003,,,,,,,,,,,,False,Moreirense,Santa Clara
2375737207.0,323.0,39.0,1.0,108.0,66.465,28.492,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,421984.0,61.53,37.74,,,,,,,,,,,,False,Moreirense,Santa Clara
2375737331.0,324.0,39.0,5.0,108.0,59.43000000000001,33.388000000000005,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Angle', 'StandingSave', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,370018.0,54.18000000000001,9.928,,,,,,,,,,,,False,Moreirense,Santa Clara
2375737427.0,325.0,39.0,9.0,108.0,54.495,11.356,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,322792.0,49.14,35.224000000000004,,,,,,,,,,,,False,Moreirense,Santa Clara
2375737501.0,326.0,39.0,12.0,108.0,49.455000000000005,35.904,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'PassEndY', 'StandingSave', 'Zone', 'PassEndX', 'Length', 'Longball', 'Angle']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,121484.0,81.79500000000002,63.648,,,,,,,,,,,,True,Moreirense,Santa Clara
2375737569.0,327.0,39.0,14.0,108.0,81.79500000000002,63.648,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,392742.0,77.80499999999999,59.228,,,,,,,,,,,,False,Moreirense,Santa Clara
2375737601.0,328.0,39.0,17.0,108.0,70.77000000000001,57.93600000000001,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'StandingSave', 'Offensive']","[91, 53]",True,325220.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375737811.0,353.0,39.0,17.0,251.0,34.230000000000004,10.064000000000002,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 143]",True,422199.0,,,,,,,,,,,,4.0,Kennedy Boateng,,Moreirense,Santa Clara
2375737843.0,354.0,39.0,18.0,251.0,43.050000000000004,14.212,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'StandingSave', 'Offensive', 'OverRun']","[91, 204]",True,351562.0,,,,,,,,,,,,77.0,Rui Costa,,Moreirense,Santa Clara
2375737949.0,329.0,39.0,22.0,108.0,61.32,48.416000000000004,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'PassEndX', 'Length', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,421984.0,49.875,18.564,,,,,,,,,,,,False,Moreirense,Santa Clara
2375738003.0,330.0,39.0,28.0,108.0,57.96000000000001,10.540000000000001,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,322792.0,64.575,3.196,,,,,,,,,,,,False,Moreirense,Santa Clara
2375738101.0,331.0,39.0,30.0,108.0,64.575,3.196,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'PassEndX', 'Length', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,122089.0,68.25,8.16,,,,,,,,,,,,False,Moreirense,Santa Clara
2375738141.0,332.0,39.0,33.0,108.0,64.89,5.78,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,318686.0,61.74,15.844000000000001,,,,,,,,,,,,False,Moreirense,Santa Clara
2375738227.0,333.0,39.0,34.0,108.0,61.74,15.844000000000001,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'StandingSave', 'PassEndX', 'Angle', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,370018.0,49.665,6.596,,,,,,,,,,,,False,Moreirense,Santa Clara
2375738327.0,334.0,39.0,36.0,108.0,49.245,7.412000000000001,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,322792.0,41.055,38.148,,,,,,,,,,,,False,Moreirense,Santa Clara
2375738567.0,335.0,39.0,41.0,108.0,46.830000000000005,41.82,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,121484.0,44.94,56.984,,,,,,,,,,,,False,Moreirense,Santa Clara
2375738657.0,336.0,39.0,46.0,108.0,47.67,47.804,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,342769.0,19.845,42.228,,,,,,,,,,,,False,Moreirense,Santa Clara
2375738737.0,337.0,39.0,49.0,108.0,19.740000000000002,42.228,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,408374.0,27.195,38.48800000000001,,,,,,,,,,,,False,Moreirense,Santa Clara
2375738963.0,338.0,39.0,53.0,108.0,28.77,37.06,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'PassEndX', 'Length', 'Chipped', 'Zone', 'Angle', 'Longball']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,121484.0,78.64500000000001,4.760000000000001,,,,,,,,,,,,True,Moreirense,Santa Clara
2375739047.0,339.0,39.0,59.0,108.0,74.655,3.128,39.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,122089.0,63.945,1.7000000000000002,,,,,,,,,,,,False,Moreirense,Santa Clara
2375739153.0,340.0,40.0,2.0,108.0,63.839999999999996,1.7000000000000002,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,370018.0,44.94,3.196,,,,,,,,,,,,False,Moreirense,Santa Clara
2375739193.0,341.0,40.0,6.0,108.0,44.94,3.196,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,322792.0,62.05500000000001,1.4960000000000002,,,,,,,,,,,,False,Moreirense,Santa Clara
2375739277.0,342.0,40.0,7.0,108.0,62.05500000000001,1.4960000000000002,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'StandingSave', 'Angle', 'Zone', 'PassEndX']","[91, 120, 29, 36, 37, 216, 218]",True,318686.0,64.47,4.828,,,,,,,,,,,,False,Moreirense,Santa Clara
2375778381.0,439.0,40.0,9.0,251.0,41.265,62.764,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,130450.0,,,,,,,,,,,,6.0,Mansur,,Moreirense,Santa Clara
2375739399.0,344.0,40.0,12.0,108.0,48.089999999999996,15.028000000000002,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,370018.0,40.635000000000005,26.384,,,,,,,,,,,,False,Moreirense,Santa Clara
2375739449.0,345.0,40.0,14.0,108.0,40.635000000000005,26.384,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,121484.0,45.78,49.980000000000004,,,,,,,,,,,,False,Moreirense,Santa Clara
2375739511.0,346.0,40.0,16.0,108.0,45.78,49.980000000000004,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,342769.0,70.455,64.668,,,,,,,,,,,,True,Moreirense,Santa Clara
2375739521.0,347.0,40.0,19.0,108.0,73.92000000000002,65.348,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'StandingSave', 'OppositeRelatedEvent', 'Offensive']","[91, 53]",True,392742.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375739589.0,355.0,40.0,20.0,251.0,31.080000000000002,2.652,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'Zone', 'Defensive', 'OppositeRelatedEvent']","[91, 143]",True,274646.0,,,,,,,,,,,,17.0,Cristian Tassano,,Moreirense,Santa Clara
2375740101.0,350.0,40.0,31.0,108.0,76.54500000000002,68.0,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 212, 35, 38, 217]",True,392742.0,74.13,57.188,,,,,,,,,,,,False,Moreirense,Santa Clara
2375740121.0,351.0,40.0,33.0,108.0,72.135,59.704,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'PassEndX', 'StandingSave', 'Angle']","[91, 119, 117, 30, 205, 37, 217, 218]",True,421984.0,72.135,64.60000000000001,,,,,,,,,,,,False,Moreirense,Santa Clara
2375740143.0,352.0,40.0,34.0,108.0,74.235,64.60000000000001,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,392742.0,54.915,63.308,,,,,,,,,,,,False,Moreirense,Santa Clara
2375780507.0,403.0,40.0,36.0,108.0,50.714999999999996,52.36000000000001,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,342769.0,59.325,43.656000000000006,,,,,,,,,,,,False,Moreirense,Santa Clara
2375740281.0,353.0,40.0,39.0,108.0,59.22,42.908,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Longball', 'PassEndX', 'Length', 'PassEndY', 'Angle', 'Zone']","[91, 117, 127, 35, 38, 216, 218]",True,370018.0,50.714999999999996,6.188000000000001,,,,,,,,,,,,False,Moreirense,Santa Clara
2375740393.0,354.0,40.0,43.0,108.0,63.0,4.760000000000001,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'Angle', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,322792.0,76.965,2.108,,,,,,,,,,,,False,Moreirense,Santa Clara
2375740481.0,355.0,40.0,47.0,108.0,76.755,3.944,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'StandingSave', 'Length']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,122089.0,72.87,15.504000000000001,,,,,,,,,,,,False,Moreirense,Santa Clara
2375740533.0,356.0,40.0,49.0,108.0,73.605,15.3,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'Zone', 'Angle', 'PassEndY', 'Length']","[91, 120, 29, 36, 37, 217, 218]",True,370018.0,89.04,18.156000000000002,,,,,,,,,,,,True,Moreirense,Santa Clara
2375740565.0,358.0,40.0,50.0,251.0,14.385,48.348,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 102, 56]",True,318502.0,,,,,,,,,,,,3.0,Mikel Villanueva,,Moreirense,Santa Clara
,,40.0,50.0,,14.385,48.348,,,Carry,,,,,318502.0,12.075000000000001,46.71600000000001,,,,,,,,,,3.0,Mikel Villanueva,False,Moreirense,Santa Clara
2375740517.0,357.0,40.0,53.0,251.0,12.075000000000001,46.71600000000001,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,318502.0,,,,,,,,,,,,3.0,Mikel Villanueva,,Moreirense,Santa Clara
2375740657.0,359.0,40.0,53.0,251.0,15.645000000000001,66.096,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 118, 120, 29, 36, 38, 215, 218]",True,318502.0,21.525000000000002,65.688,,,,,,,,,,3.0,Mikel Villanueva,False,Moreirense,Santa Clara
2375740717.0,357.0,40.0,53.0,108.0,82.84500000000001,3.4000000000000004,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,122089.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
,,40.0,53.0,,12.075000000000001,46.71600000000001,,,Carry,,,,,318502.0,15.645000000000001,66.096,,,,,,,,,,3.0,Mikel Villanueva,False,Moreirense,Santa Clara
2375740761.0,358.0,40.0,55.0,108.0,84.63,2.176,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 53]",True,122089.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375740855.0,360.0,40.0,55.0,251.0,20.37,65.824,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'Zone', 'Defensive', 'OppositeRelatedEvent']","[91, 143]",True,318502.0,,,,,,,,,,,,3.0,Mikel Villanueva,,Moreirense,Santa Clara
2375741445.0,360.0,41.0,18.0,108.0,83.265,0.0,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'ThrowIn', 'Longball', 'Angle', 'Zone', 'PassEndX']","[91, 212, 36, 37, 217]",True,318686.0,94.605,23.528000000000002,,,,,,,,,,,,True,Moreirense,Santa Clara
2375828141.0,855.0,41.0,19.0,108.0,95.13,21.42,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[197, 199]",False,121484.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375741413.0,362.0,41.0,19.0,251.0,9.870000000000001,46.580000000000005,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[198, 200]",False,130450.0,,,,,,,,,,,,6.0,Mansur,,Moreirense,Santa Clara
2375828255.0,856.0,41.0,19.0,108.0,96.495,20.468000000000004,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX', 'HeadPass']","[91, 120, 29, 139, 36, 37, 217, 218]",True,121484.0,97.33500000000001,28.016000000000005,,,,,,,,,,,,False,Moreirense,Santa Clara
2375776591.0,438.0,41.0,20.0,251.0,5.670000000000001,40.93600000000001,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'PassEndY', 'Angle', 'Head', 'StandingSave', 'PassEndX', 'Zone']","[91, 94, 95, 57, 215]",True,318502.0,20.16,30.124,,,,,,,,,,3.0,Mikel Villanueva,,Moreirense,Santa Clara
2375828381.0,857.0,41.0,22.0,108.0,85.78500000000001,36.652,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,325220.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375741569.0,363.0,41.0,23.0,251.0,19.32,36.04,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'StandingSave', 'Angle', 'Zone', 'PassEndX', 'Longball']","[91, 118, 120, 128, 36, 38, 215, 218]",True,279478.0,19.845,34.204,,,,,,,,,,10.0,Lincoln,False,Moreirense,Santa Clara
2375741539.0,361.0,41.0,23.0,108.0,85.26,35.02,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,325220.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375741633.0,362.0,41.0,25.0,108.0,74.76,25.636000000000003,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,421984.0,78.22500000000001,31.756000000000004,,,,,,,,,,,,False,Moreirense,Santa Clara
2375741689.0,363.0,41.0,27.0,108.0,77.80499999999999,32.572,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Length', 'Angle', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,370018.0,66.15,42.228,,,,,,,,,,,,False,Moreirense,Santa Clara
2375741725.0,364.0,41.0,29.0,108.0,66.15,42.228,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'PassEndY', 'Chipped', 'Angle', 'StandingSave', 'Longball', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,392742.0,89.98500000000001,18.564,,,,,,,,,,,,True,Moreirense,Santa Clara
2375741809.0,364.0,41.0,32.0,251.0,13.334999999999999,50.456,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'HeadPass']","[91, 117, 30, 139, 36, 38, 215, 218]",True,130450.0,25.830000000000002,48.416000000000004,,,,,,,,,,6.0,Mansur,False,Moreirense,Santa Clara
2375741817.0,365.0,41.0,33.0,251.0,25.935,48.416000000000004,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,279478.0,,,,,,,,,,,,10.0,Lincoln,,Moreirense,Santa Clara
2375741867.0,366.0,41.0,34.0,251.0,25.935,48.416000000000004,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle']","[91, 118, 120, 29, 35, 37, 215, 218]",True,279478.0,24.36,51.476000000000006,,,,,,,,,,10.0,Lincoln,False,Moreirense,Santa Clara
2375742007.0,367.0,41.0,34.0,251.0,24.044999999999998,50.592000000000006,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 63]",True,,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375742567.0,365.0,41.0,34.0,108.0,80.955,17.408,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Offensive']",[64],False,122089.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375742725.0,368.0,41.0,55.0,251.0,32.97,47.19200000000001,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'FreekickTaken', 'PassEndY', 'Length', 'Angle', 'Zone', 'StandingSave']","[91, 117, 30, 132, 35, 38, 215, 218]",True,318502.0,31.5,32.164,,,,,,,,,,3.0,Mikel Villanueva,False,Moreirense,Santa Clara
2375742831.0,369.0,41.0,58.0,251.0,31.290000000000003,32.096000000000004,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,409279.0,36.015,45.356,,,,,,,,,,25.0,Hidemasa Morita,False,Moreirense,Santa Clara
,,41.0,58.0,,36.015,45.356,,,Carry,,,,,318502.0,33.81,48.21200000000001,,,,,,,,,,3.0,Mikel Villanueva,False,Moreirense,Santa Clara
2375742891.0,370.0,42.0,3.0,251.0,33.81,48.21200000000001,42.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,318502.0,46.725,64.26,,,,,,,,,,3.0,Mikel Villanueva,False,Moreirense,Santa Clara
2375742923.0,371.0,42.0,6.0,251.0,46.725,64.26,42.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,130450.0,31.815,53.516000000000005,,,,,,,,,,6.0,Mansur,False,Moreirense,Santa Clara
