id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam
2373895419.0,2.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Moreirense
2373895425.0,2.0,0.0,0.0,108.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Moreirense
2373956929.0,660.0,0.0,0.0,108.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Moreirense
2373958859.0,1065.0,0.0,0.0,299.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Moreirense
2373860235.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamFormation', 'CaptainPlayerId', 'PlayerPosition', 'InvolvedPlayers', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,,Benfica,Moreirense
2373866387.0,1.0,0.0,0.0,108.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamPlayerFormation', 'CaptainPlayerId', 'TeamFormation', 'InvolvedPlayers', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,,Benfica,Moreirense
2373895467.0,3.0,0.0,1.0,299.0,52.71000000000001,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,142318.0,55.02,31.348000000000003,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense
,,0.0,1.0,,55.02,31.348000000000003,,,Carry,,,,,125476.0,52.605000000000004,21.896000000000004,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
2373895485.0,4.0,0.0,3.0,299.0,52.605000000000004,21.896000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,125476.0,43.155,14.756,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
2373895517.0,5.0,0.0,4.0,299.0,43.155,14.756,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,119542.0,31.185000000000002,31.96,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
,,0.0,4.0,,31.185000000000002,31.96,,,Carry,,,,,75691.0,31.395,34.816,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
2373895531.0,6.0,0.0,7.0,299.0,31.395,34.816,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,75691.0,33.18,47.668,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,0.0,7.0,,33.18,47.668,,,Carry,,,,,376916.0,36.12,47.464,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
2373895573.0,7.0,0.0,9.0,299.0,36.12,47.464,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,376916.0,35.07,28.832,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
,,0.0,9.0,,35.07,28.832,,,Carry,,,,,75691.0,38.64,25.024,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
2373895607.0,8.0,0.0,13.0,299.0,38.64,25.024,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,75691.0,49.245,4.352,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,0.0,13.0,,49.245,4.352,,,Carry,,,,,119542.0,57.96000000000001,3.808,,,,,,,,,,,2.0,Gilberto,True,Benfica,Moreirense
2373895685.0,9.0,0.0,15.0,299.0,57.96000000000001,3.808,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,119542.0,65.31,9.316,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
,,0.0,15.0,,65.31,9.316,,,Carry,,,,,407139.0,77.80499999999999,8.024000000000001,,,,,,,,,,,55.0,Paulo Bernardo,True,Benfica,Moreirense
2373895701.0,3.0,0.0,21.0,108.0,31.080000000000002,60.79200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']",[55],False,325220.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373895699.0,10.0,0.0,21.0,299.0,73.92000000000002,7.208,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 54]",True,407139.0,,,,,,,,,,,,,55.0,Paulo Bernardo,,Benfica,Moreirense
2373895707.0,11.0,0.0,21.0,299.0,77.80499999999999,8.024000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'PassEndX', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,407139.0,80.42999999999999,3.604,,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Moreirense
2373895755.0,12.0,0.0,22.0,299.0,80.42999999999999,3.604,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'Angle', 'PassEndY']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,74016.0,73.92000000000002,4.148,,,,,,,,,,,14.0,Haris Seferovic,False,Benfica,Moreirense
,,0.0,22.0,,73.92000000000002,4.148,,,Carry,,,,,119542.0,78.12,2.924,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373895775.0,13.0,0.0,26.0,299.0,78.12,2.924,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,119542.0,75.60000000000001,9.316,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373895803.0,14.0,0.0,28.0,299.0,75.60000000000001,9.316,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'PassEndY', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,74016.0,64.155,21.692,,,,,,,,,,,14.0,Haris Seferovic,False,Benfica,Moreirense
,,0.0,28.0,,64.155,21.692,,,Carry,,,,,75691.0,63.839999999999996,25.024,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
2373895829.0,15.0,0.0,31.0,299.0,63.839999999999996,25.024,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'Longball', 'PassEndX', 'PassEndY']","[91, 119, 117, 127, 36, 37, 216, 218]",True,75691.0,65.94,61.132000000000005,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,0.0,31.0,,65.94,61.132000000000005,,,Carry,,,,,107252.0,64.995,63.376000000000005,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
2373895859.0,16.0,0.0,35.0,299.0,64.995,63.376000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,107252.0,58.905,51.204,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
,,0.0,35.0,,58.905,51.204,,,Carry,,,,,376916.0,58.275000000000006,47.87200000000001,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
2373895909.0,17.0,0.0,37.0,299.0,58.275000000000006,47.87200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'Angle', 'PassEndY']","[91, 119, 117, 30, 35, 38, 216, 218]",True,376916.0,54.18000000000001,31.28,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
,,0.0,37.0,,54.18000000000001,31.28,,,Carry,,,,,75691.0,61.95,23.256000000000004,,,,,,,,,,,30.0,Nicolás Otamendi,True,Benfica,Moreirense
2373895923.0,18.0,0.0,42.0,299.0,61.95,23.256000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,75691.0,75.495,17.544,,,,,,,,,,,30.0,Nicolás Otamendi,True,Benfica,Moreirense
,,0.0,42.0,,75.495,17.544,,,Carry,,,,,407139.0,73.39500000000001,19.652,,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Moreirense
2373920303.0,557.0,0.0,43.0,299.0,73.39500000000001,19.652,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,407139.0,74.34,25.976000000000003,,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Moreirense
,,0.0,43.0,,74.34,25.976000000000003,,,Carry,,,,,74016.0,76.44,25.364,,,,,,,,,,,14.0,Haris Seferovic,False,Benfica,Moreirense
2373920503.0,558.0,0.0,45.0,299.0,76.44,25.364,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 120, 29, 36, 37, 217, 218]",True,74016.0,81.27000000000001,32.368,,,,,,,,,,,14.0,Haris Seferovic,False,Benfica,Moreirense
2373920453.0,321.0,0.0,46.0,108.0,26.565,26.792,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,328016.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373920595.0,322.0,0.0,47.0,108.0,28.56,29.852,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,328016.0,40.74,37.128,,,,,,,,,,,,,False,Benfica,Moreirense
2373920675.0,323.0,0.0,49.0,108.0,38.745,38.284,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'PassEndY', 'Angle', 'Longball', 'Chipped', 'PassEndX']","[91, 120, 124, 128, 36, 38, 216, 218]",True,135347.0,68.985,18.836000000000002,,,,,,,,,,,,,True,Benfica,Moreirense
2373920649.0,559.0,0.0,54.0,299.0,34.230000000000004,51.204,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,376916.0,,,,,,,,,,,,,91.0,Morato,,Benfica,Moreirense
,,0.0,54.0,,34.230000000000004,51.204,,,Carry,,,,,376916.0,25.62,52.632000000000005,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
2373896091.0,21.0,0.0,55.0,299.0,25.62,52.632000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,376916.0,15.015,33.728,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
2373896133.0,22.0,1.0,0.0,299.0,15.015,33.728,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Length', 'PassEndX', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,110273.0,23.835,28.492,,,,,,,,,,,99.0,Odysseas Vlachodimos,False,Benfica,Moreirense
,,1.0,0.0,,23.835,28.492,,,Carry,,,,,75691.0,36.75,22.712,,,,,,,,,,,30.0,Nicolás Otamendi,True,Benfica,Moreirense
2373896173.0,23.0,1.0,4.0,299.0,36.75,22.712,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,75691.0,39.165,5.236000000000001,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,1.0,4.0,,39.165,5.236000000000001,,,Carry,,,,,119542.0,39.165,7.004000000000001,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373896209.0,24.0,1.0,6.0,299.0,39.165,7.004000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,119542.0,32.025,24.14,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
,,1.0,6.0,,32.025,24.14,,,Carry,,,,,75691.0,33.81,28.084,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
2373896275.0,25.0,1.0,9.0,299.0,33.81,28.084,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,75691.0,36.645,48.07600000000001,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,1.0,9.0,,36.645,48.07600000000001,,,Carry,,,,,376916.0,57.645,43.656000000000006,,,,,,,,,,,91.0,Morato,True,Benfica,Moreirense
2373896297.0,26.0,1.0,16.0,299.0,57.645,43.656000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,376916.0,57.855000000000004,30.668000000000003,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
2373896337.0,27.0,1.0,18.0,299.0,57.855000000000004,30.668000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,407139.0,56.175000000000004,23.323999999999998,,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Moreirense
,,1.0,18.0,,56.175000000000004,23.323999999999998,,,Carry,,,,,142318.0,61.005,19.516000000000002,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense
2373896363.0,28.0,1.0,20.0,299.0,61.005,19.516000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,142318.0,75.705,4.556,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense
,,1.0,20.0,,75.705,4.556,,,Carry,,,,,119542.0,77.59500000000001,5.304,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373896367.0,29.0,1.0,23.0,299.0,77.59500000000001,5.304,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 70]",True,119542.0,,,,,,,,,,,,,2.0,Gilberto,,Benfica,Moreirense
2373896371.0,4.0,1.0,23.0,108.0,27.405,62.696000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 142]",True,392742.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373896431.0,30.0,1.0,27.0,299.0,78.015,2.5160000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'Length']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,119542.0,82.425,11.288000000000002,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373896451.0,31.0,1.0,29.0,299.0,82.425,11.288000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,74016.0,100.69500000000001,7.276,,,,,,,,,,,14.0,Haris Seferovic,False,Benfica,Moreirense
2373896485.0,32.0,1.0,31.0,299.0,101.22000000000001,7.276,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Chipped', 'Cross', 'Length', 'PassEndX', 'RightFoot', 'Angle', 'Zone']","[91, 119, 137, 124, 125, 35, 37, 217, 218]",True,119542.0,100.59,36.924,,,,,,,,,,,2.0,Gilberto,True,Benfica,Moreirense
2373896491.0,33.0,1.0,34.0,299.0,100.275,37.128,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[197, 199]",False,400828.0,,,,,,,,,,,,,9.0,Darwin Núñez,,Benfica,Moreirense
2373896649.0,9.0,1.0,34.0,108.0,4.7250000000000005,30.872,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[198, 200]",False,328016.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373896495.0,34.0,1.0,35.0,299.0,100.59,36.924,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,400828.0,,,,,,,,,,,,,9.0,Darwin Núñez,,Benfica,Moreirense
2373896553.0,5.0,1.0,35.0,108.0,7.035,31.28,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 94, 95, 215]",True,322766.0,11.655,2.5160000000000005,,,,,,,,,,,,,,Benfica,Moreirense
2373896567.0,6.0,1.0,39.0,108.0,11.340000000000002,2.176,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[197, 200]",False,122089.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373896543.0,35.0,1.0,39.0,299.0,93.66000000000001,65.824,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[198, 199]",False,107252.0,,,,,,,,,,,,,3.0,Alejandro Grimaldo,,Benfica,Moreirense
2373896575.0,7.0,1.0,40.0,108.0,11.55,2.5160000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Head', 'Angle', 'Length']","[91, 94, 95, 57, 215]",True,122089.0,16.695,0.0,,,,,,,,,,,,,,Benfica,Moreirense
2373896669.0,37.0,1.0,52.0,299.0,81.69,68.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'PassEndX', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 212, 35, 38, 217]",True,107252.0,74.44500000000001,51.136,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
,,1.0,52.0,,74.44500000000001,51.136,,,Carry,,,,,125476.0,77.28,52.428,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
2373896681.0,38.0,1.0,53.0,299.0,77.28,52.428,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,125476.0,71.505,27.472,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
2373896705.0,39.0,1.0,54.0,299.0,71.505,27.472,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,75691.0,79.065,4.352,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,1.0,54.0,,79.065,4.352,,,Carry,,,,,119542.0,74.655,5.032000000000001,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373896729.0,40.0,1.0,57.0,299.0,74.655,5.032000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY', 'Longball']","[91, 117, 127, 35, 37, 216, 218]",True,119542.0,46.62,21.692,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373896757.0,41.0,1.0,59.0,299.0,46.725,21.76,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'Length', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,75691.0,46.830000000000005,40.732,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,1.0,59.0,,46.830000000000005,40.732,,,Carry,,,,,376916.0,48.300000000000004,45.424,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
2373896793.0,42.0,2.0,2.0,299.0,48.300000000000004,45.424,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Zone', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,376916.0,65.10000000000001,66.30000000000001,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
,,2.0,2.0,,65.10000000000001,66.30000000000001,,,Carry,,,,,107252.0,62.160000000000004,63.784000000000006,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
2373896799.0,43.0,2.0,6.0,299.0,62.160000000000004,63.784000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 53]",True,107252.0,,,,,,,,,,,,,3.0,Alejandro Grimaldo,,Benfica,Moreirense
2373896821.0,10.0,2.0,6.0,108.0,42.839999999999996,4.216,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 142]",True,318686.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373896837.0,44.0,2.0,8.0,299.0,59.010000000000005,61.404,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,125476.0,46.725,56.1,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
,,2.0,8.0,,46.725,56.1,,,Carry,,,,,376916.0,43.89,54.06,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
2373896869.0,45.0,2.0,10.0,299.0,43.89,54.06,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,376916.0,48.825,55.69200000000001,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
,,2.0,10.0,,48.825,55.69200000000001,,,Carry,,,,,125476.0,51.345,53.992000000000004,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
2373896899.0,46.0,2.0,12.0,299.0,51.345,53.992000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,125476.0,62.895,65.212,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
,,2.0,12.0,,62.895,65.212,,,Carry,,,,,107252.0,70.03500000000001,64.19200000000001,,,,,,,,,,,3.0,Alejandro Grimaldo,True,Benfica,Moreirense
2373896927.0,47.0,2.0,16.0,299.0,70.03500000000001,64.19200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,107252.0,80.745,56.644000000000005,,,,,,,,,,,3.0,Alejandro Grimaldo,True,Benfica,Moreirense
2373896941.0,48.0,2.0,18.0,299.0,81.48,56.71200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 120, 29, 36, 37, 217, 218]",True,135127.0,91.77000000000001,65.07600000000001,,,,,,,,,,,27.0,Rafa,False,Benfica,Moreirense
2373896959.0,11.0,2.0,20.0,108.0,11.97,3.128,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 94, 95, 215]",True,122089.0,14.385,0.0,,,,,,,,,,,,,,Benfica,Moreirense
2373897089.0,50.0,2.0,29.0,299.0,87.57000000000001,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'Longball', 'ThrowIn', 'PassEndX']","[91, 212, 35, 38, 216]",True,107252.0,64.155,62.56,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
,,2.0,29.0,,64.155,62.56,,,Carry,,,,,125476.0,62.475,48.688,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
2373897115.0,51.0,2.0,32.0,299.0,62.475,48.688,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,125476.0,59.535000000000004,31.076000000000004,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
,,2.0,32.0,,59.535000000000004,31.076000000000004,,,Carry,,,,,75691.0,69.09,23.596000000000004,,,,,,,,,,,30.0,Nicolás Otamendi,True,Benfica,Moreirense
2373897121.0,14.0,2.0,34.0,108.0,40.53,40.664,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']",[55],False,325220.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373897127.0,52.0,2.0,34.0,299.0,64.47,27.336000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 54]",True,75691.0,,,,,,,,,,,,,30.0,Nicolás Otamendi,,Benfica,Moreirense
2373897161.0,53.0,2.0,36.0,299.0,69.09,23.596000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,75691.0,68.985,9.656,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
