id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam
2373902107.0,74.0,10.0,49.0,108.0,67.935,45.83200000000001,10.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[198, 199]",False,322766.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373902101.0,153.0,10.0,49.0,299.0,38.22,21.488000000000003,10.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'PassEndY', 'Length', 'HeadPass', 'PassEndX']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,125476.0,41.265,18.700000000000003,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
2373902135.0,75.0,10.0,51.0,108.0,67.935,49.028,10.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'Length', 'PassEndY']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,370018.0,75.495,46.580000000000005,,,,,,,,,,,,,False,Benfica,Moreirense
2373902147.0,76.0,10.0,52.0,108.0,75.60000000000001,46.580000000000005,10.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,135347.0,68.88,49.64,,,,,,,,,,,,,False,Benfica,Moreirense
2373902193.0,77.0,10.0,53.0,108.0,68.46000000000001,51.272000000000006,10.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,370018.0,80.64,65.28,,,,,,,,,,,,,False,Benfica,Moreirense
2373902237.0,78.0,10.0,58.0,108.0,84.105,64.05600000000001,10.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,325220.0,76.86,59.50000000000001,,,,,,,,,,,,,False,Benfica,Moreirense
2373902249.0,79.0,11.0,0.0,108.0,76.54500000000002,57.800000000000004,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Chipped', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 120, 29, 124, 36, 38, 217, 218]",True,370018.0,88.72500000000001,48.620000000000005,,,,,,,,,,,,,True,Benfica,Moreirense
2373902251.0,154.0,11.0,2.0,299.0,14.805,20.264000000000003,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 102, 56]",True,75691.0,,,,,,,,,,,,,30.0,Nicolás Otamendi,,Benfica,Moreirense
2373902299.0,155.0,11.0,4.0,299.0,13.020000000000001,11.696,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 118, 120, 128, 36, 37, 215, 218]",True,119542.0,25.935,17.816000000000003,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373902305.0,80.0,11.0,6.0,108.0,76.86,48.21200000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['GoalMouthZ', 'MissRight', 'Zone', 'RegularPlay', 'RightFoot', 'OutOfBoxCentre', 'GoalMouthY']","[91, 7, 10, 2, 3, 12]",True,370018.0,,,,,11.1,37.5,True,,,,,,,,,Benfica,Moreirense
2373902523.0,157.0,11.0,21.0,299.0,4.305,38.48800000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'PassEndX', 'GoalKick', 'Angle', 'Zone']","[91, 118, 120, 29, 36, 38, 215, 218]",True,110273.0,29.82,35.224000000000004,,,,,,,,,,,99.0,Odysseas Vlachodimos,False,Benfica,Moreirense
2373902815.0,87.0,11.0,22.0,108.0,74.44500000000001,31.756000000000004,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,322766.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373902547.0,82.0,11.0,24.0,108.0,83.37,25.432000000000002,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,318686.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373902573.0,83.0,11.0,25.0,108.0,80.745,24.752000000000002,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 70]",True,318686.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903291.0,171.0,11.0,25.0,299.0,24.255000000000003,43.248000000000005,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 143]",True,125476.0,,,,,,,,,,,,,20.0,João Mário,,Benfica,Moreirense
2373902583.0,158.0,11.0,28.0,299.0,14.490000000000002,45.900000000000006,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,376916.0,,,,,,,,,,,,,91.0,Morato,,Benfica,Moreirense
2373902599.0,159.0,11.0,29.0,299.0,14.490000000000002,45.900000000000006,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Zone', 'Length', 'PassEndX', 'Angle', 'Chipped', 'PassEndY']","[91, 117, 124, 127, 36, 37, 216, 218]",True,376916.0,44.1,66.028,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
2373902607.0,160.0,11.0,30.0,299.0,44.1,66.028,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Chipped', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 124, 36, 38, 216, 218]",True,400828.0,45.78,59.29600000000001,,,,,,,,,,,9.0,Darwin Núñez,False,Benfica,Moreirense
,,11.0,30.0,,45.78,59.29600000000001,,,Carry,,,,,135127.0,46.62,57.188,,,,,,,,,,,27.0,Rafa,False,Benfica,Moreirense
2373902617.0,161.0,11.0,31.0,299.0,46.62,57.188,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 53]",True,135127.0,,,,,,,,,,,,,27.0,Rafa,,Benfica,Moreirense
2373902677.0,84.0,11.0,31.0,108.0,58.38,10.812000000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[91, 143]",True,121484.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373902689.0,85.0,11.0,32.0,108.0,74.34,2.788,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,318686.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373902753.0,163.0,11.0,40.0,299.0,26.46,68.0,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'PassEndX', 'Length', 'ThrowIn']","[91, 212, 35, 38, 215]",True,107252.0,15.225000000000001,62.83200000000001,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
2373902841.0,164.0,11.0,41.0,299.0,14.805,61.948,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,376916.0,8.925,36.856,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
,,11.0,41.0,,8.925,36.856,,,Carry,,,,,75691.0,34.125,20.264000000000003,,,,,,,,,,,30.0,Nicolás Otamendi,True,Benfica,Moreirense
2373902881.0,165.0,11.0,49.0,299.0,34.125,20.264000000000003,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,75691.0,37.065,5.372000000000001,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,11.0,49.0,,37.065,5.372000000000001,,,Carry,,,,,119542.0,42.42,6.596,,,,,,,,,,,2.0,Gilberto,True,Benfica,Moreirense
2373902901.0,166.0,11.0,53.0,299.0,42.42,6.596,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,119542.0,38.745,4.42,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
,,11.0,53.0,,38.745,4.42,,,Carry,,,,,407139.0,39.69,7.48,,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Moreirense
2373902939.0,167.0,11.0,54.0,299.0,39.69,7.48,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,407139.0,55.125,14.620000000000001,,,,,,,,,,,55.0,Paulo Bernardo,True,Benfica,Moreirense
2373902953.0,168.0,11.0,56.0,299.0,55.125,13.940000000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,74016.0,55.33500000000001,11.9,,,,,,,,,,,14.0,Haris Seferovic,False,Benfica,Moreirense
2373902957.0,169.0,11.0,57.0,299.0,55.44,11.9,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,407139.0,,,,,,,,,,,,,55.0,Paulo Bernardo,,Benfica,Moreirense
2373902977.0,88.0,12.0,0.0,108.0,41.580000000000005,63.03600000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,342769.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903015.0,89.0,12.0,0.0,108.0,41.580000000000005,63.03600000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,342769.0,20.055000000000003,64.464,,,,,,,,,,,,,False,Benfica,Moreirense
2373903039.0,90.0,12.0,4.0,108.0,19.32,64.26,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,392742.0,6.93,46.308,,,,,,,,,,,,,False,Benfica,Moreirense
2373903071.0,91.0,12.0,6.0,108.0,6.93,46.51200000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,408374.0,8.82,63.24,,,,,,,,,,,,,False,Benfica,Moreirense
2373903111.0,92.0,12.0,9.0,108.0,10.395000000000001,65.824,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'PassEndX', 'Angle', 'Length']","[91, 118, 120, 29, 36, 38, 216, 218]",True,392742.0,38.010000000000005,65.62,,,,,,,,,,,,,False,Benfica,Moreirense
2373903183.0,93.0,12.0,12.0,108.0,36.330000000000005,64.804,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Foul', 'Offensive', 'Zone']","[91, 63]",True,325220.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903105.0,170.0,12.0,12.0,299.0,68.67000000000002,3.196,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone', 'Foul']",[64],False,119542.0,,,,,,,,,,,,,2.0,Gilberto,,Benfica,Moreirense
2373903615.0,94.0,12.0,51.0,108.0,38.115,65.008,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'Chipped', 'Longball', 'PassEndX', 'Length', 'PassEndY', 'FreekickTaken']","[91, 120, 124, 128, 133, 36, 38, 217, 218]",True,342769.0,81.27000000000001,53.788,,,,,,,,,,,,,True,Benfica,Moreirense
2373903611.0,172.0,12.0,54.0,299.0,23.205000000000002,14.280000000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[197, 200]",False,75691.0,,,,,,,,,,,,,30.0,Nicolás Otamendi,,Benfica,Moreirense
2373903617.0,95.0,12.0,54.0,108.0,81.79500000000002,53.720000000000006,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[198, 199]",False,135347.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903621.0,173.0,12.0,54.0,299.0,22.680000000000003,14.416,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['HeadPass', 'Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 139, 36, 38, 215, 218]",True,75691.0,29.61,8.432,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
2373903625.0,174.0,12.0,55.0,299.0,29.61,8.432,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,407139.0,,,,,,,,,,,,,55.0,Paulo Bernardo,,Benfica,Moreirense
2373903637.0,175.0,12.0,55.0,299.0,29.61,8.432,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[91, 118, 120, 29, 35, 37, 215, 218]",True,407139.0,27.615000000000002,11.56,,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Moreirense
2373903647.0,96.0,12.0,56.0,108.0,80.01,54.33200000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,370018.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903667.0,97.0,12.0,57.0,108.0,80.22000000000001,50.864000000000004,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']",[55],False,370018.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903657.0,176.0,12.0,57.0,299.0,24.78,17.136,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 54]",True,119542.0,,,,,,,,,,,,,2.0,Gilberto,,Benfica,Moreirense
2373903659.0,177.0,12.0,59.0,299.0,26.565,16.456,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'Length', 'Angle', 'PassEndX']","[91, 118, 120, 29, 36, 37, 215, 218]",True,119542.0,32.34,17.204,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373905489.0,123.0,13.0,0.0,108.0,74.97000000000001,38.89600000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,322766.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903695.0,98.0,13.0,1.0,108.0,73.185,51.00000000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 53]",True,392742.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903691.0,178.0,13.0,1.0,299.0,31.815,17.0,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[91, 143]",True,125476.0,,,,,,,,,,,,,20.0,João Mário,,Benfica,Moreirense
2373903699.0,179.0,13.0,2.0,299.0,41.475,22.304,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[197, 200]",False,74016.0,,,,,,,,,,,,,14.0,Haris Seferovic,,Benfica,Moreirense
2373903719.0,99.0,13.0,2.0,108.0,63.525000000000006,45.696000000000005,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[198, 199]",False,342769.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903707.0,180.0,13.0,2.0,299.0,41.685,22.983999999999998,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Length', 'PassEndX', 'Angle', 'PassEndY', 'Zone']","[91, 118, 120, 29, 139, 35, 37, 216, 218]",True,74016.0,41.160000000000004,33.11600000000001,,,,,,,,,,,14.0,Haris Seferovic,False,Benfica,Moreirense
2373903735.0,100.0,13.0,4.0,108.0,68.88,26.996000000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,318686.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373905827.0,127.0,13.0,5.0,108.0,62.265,27.064,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[55],False,318686.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373903755.0,181.0,13.0,5.0,299.0,42.73500000000001,40.93600000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 54]",True,135127.0,,,,,,,,,,,,,27.0,Rafa,,Benfica,Moreirense
2373903801.0,182.0,13.0,7.0,299.0,42.105000000000004,26.996000000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,135127.0,44.31,16.388,,,,,,,,,,,27.0,Rafa,False,Benfica,Moreirense
,,13.0,7.0,,44.31,16.388,,,Carry,,,,,407139.0,47.775,29.308000000000003,,,,,,,,,,,55.0,Paulo Bernardo,True,Benfica,Moreirense
2373903903.0,183.0,13.0,11.0,299.0,47.775,29.308000000000003,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndY', 'Longball', 'PassEndX']","[91, 119, 117, 127, 36, 37, 216, 218]",True,407139.0,56.07,64.26,,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Moreirense
,,13.0,11.0,,56.07,64.26,,,Carry,,,,,107252.0,61.74,65.008,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
2373903929.0,184.0,13.0,18.0,299.0,61.74,65.008,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,107252.0,53.97,54.264,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
2373903959.0,185.0,13.0,20.0,299.0,54.075,53.244,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'PassEndY', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,376916.0,53.865,31.484,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
,,13.0,20.0,,53.865,31.484,,,Carry,,,,,75691.0,56.7,28.288000000000004,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
2373904021.0,186.0,13.0,23.0,299.0,56.7,28.288000000000004,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,75691.0,75.075,3.5360000000000005,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense
,,13.0,23.0,,75.075,3.5360000000000005,,,Carry,,,,,119542.0,76.125,7.072000000000001,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373904043.0,187.0,13.0,27.0,299.0,76.125,7.072000000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,119542.0,87.99,21.352,,,,,,,,,,,2.0,Gilberto,True,Benfica,Moreirense
2373904047.0,188.0,13.0,30.0,299.0,88.09500000000001,21.352,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,407139.0,,,,,,,,,,,,,55.0,Paulo Bernardo,,Benfica,Moreirense
2373904059.0,101.0,13.0,30.0,108.0,14.91,48.144,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 94, 95, 216]",True,342769.0,37.800000000000004,51.884,,,,,,,,,,,,,,Benfica,Moreirense
2373904061.0,102.0,13.0,31.0,108.0,37.800000000000004,52.7,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,135347.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373904111.0,103.0,13.0,31.0,108.0,37.800000000000004,53.108,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,135347.0,41.475,63.376000000000005,,,,,,,,,,,,,False,Benfica,Moreirense
2373904119.0,104.0,13.0,38.0,108.0,70.14,62.15200000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'OppositeRelatedEvent', 'Offensive', 'Zone', 'Length', 'PassEndX']","[91, 120, 29, 36, 38, 217, 218]",True,325220.0,71.505,60.99600000000001,,,,,,,,,,,,,False,Benfica,Moreirense
2373904117.0,189.0,13.0,38.0,299.0,33.81,5.168,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 60]",True,75691.0,,,,,,,,,,,,,30.0,Nicolás Otamendi,,Benfica,Moreirense
2373921625.0,562.0,13.0,39.0,299.0,34.02,18.836000000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,119542.0,,,,,,,,,,,,,2.0,Gilberto,,Benfica,Moreirense
2373921759.0,563.0,13.0,39.0,299.0,30.87,18.700000000000003,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[91, 53]",True,119542.0,,,,,,,,,,,,,2.0,Gilberto,,Benfica,Moreirense
,,13.0,39.0,,34.02,18.836000000000002,,,Carry,,,,,119542.0,30.87,18.700000000000003,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense
2373921767.0,326.0,13.0,40.0,108.0,74.13,49.300000000000004,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent', 'KeyPass']","[91, 123, 143, 40, 46]",True,135347.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373908449.0,160.0,13.0,42.0,108.0,76.33500000000001,34.272,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,325220.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373904243.0,105.0,13.0,46.0,108.0,77.175,36.720000000000006,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['LowCentre', 'Zone', 'RegularPlay', 'OutOfBoxCentre', 'GoalMouthY', 'Assisted', 'BlockedY', 'GoalMouthZ', 'RightFoot', 'OppositeRelatedEvent', 'RelatedEventId', 'Blocked', 'BlockedX']","[91, 10, 2, 3, 11, 12]",True,325220.0,,,77.9,53.6,19.0,51.6,True,326.0,135347.0,,,,,,,Benfica,Moreirense
2373904237.0,193.0,13.0,46.0,299.0,24.150000000000002,33.79600000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['OppositeRelatedEvent', 'OutfielderBlock', 'Zone']","[91, 58]",True,376916.0,,,,,,,,,,,,,91.0,Morato,,Benfica,Moreirense
2373904275.0,194.0,13.0,50.0,299.0,27.615000000000002,29.240000000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 118, 120, 29, 139, 36, 37, 215, 218]",True,125476.0,31.395,47.464,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
2373904327.0,106.0,13.0,57.0,108.0,75.705,17.136,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,318686.0,87.255,10.404000000000002,,,,,,,,,,,,,False,Benfica,Moreirense
2373904329.0,107.0,13.0,59.0,108.0,88.2,10.948000000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'OverRun', 'Zone']","[91, 204]",True,122089.0,,,,,,,,,,,,,,,,Benfica,Moreirense
2373904341.0,195.0,14.0,0.0,299.0,8.295,49.57200000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,376916.0,,,,,,,,,,,,,91.0,Morato,,Benfica,Moreirense
2373904353.0,196.0,14.0,1.0,299.0,8.295,49.57200000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,376916.0,12.81,65.212,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense
2373904397.0,197.0,14.0,3.0,299.0,12.81,65.212,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,107252.0,15.855,51.544000000000004,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense
,,14.0,3.0,,15.855,51.544000000000004,,,Carry,,,,,125476.0,29.400000000000002,44.608,,,,,,,,,,,20.0,João Mário,True,Benfica,Moreirense
2373904453.0,198.0,14.0,9.0,299.0,29.400000000000002,44.608,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,125476.0,27.615000000000002,28.492,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense
,,14.0,9.0,,27.615000000000002,28.492,,,Carry,,,,,75691.0,37.48500000000001,19.720000000000002,,,,,,,,,,,30.0,Nicolás Otamendi,True,Benfica,Moreirense
