shirtNo,team,minutes,prog_passes,prog_carries,defensive_actions,suc_take_ons,total_passes,suc_passes,take_ons,xt,final_third_entries,final_third_passes,penalty_box_entries,penalty_box_passes,key_passes,Goals,Assists,Shots,xG,xGOT,xA,ChancesCreated,name,playerId,fotmob_name,fotmob_player_id
8.0,Rio-Ave,205.0,8.0,2.0,28.0,1.0,132.0,104.0,1.0,0.37802497,0.0,14.0,0.0,2.0,1.0,0.0,0.0,1.0,0.05,0.34,0.2,1.0,Vítor Gomes,121776.0,Vitor Gomes,112397.0
8.0,Santa-Clara,362.0,15.0,7.0,40.0,5.0,152.0,113.0,8.0,0.2075233899999999,3.0,10.0,1.0,2.0,0.0,0.0,0.0,1.0,0.14,0.09,0.0999999999999999,3.0,Anderson Carvalho,101748.0,Anderson Carvalho,265799.0
8.0,Sporting,180.0,5.0,6.0,16.0,6.0,99.0,88.0,9.0,0.0310496699999999,4.0,8.0,0.0,3.0,1.0,1.0,1.0,0.0,0.04,0.21,0.18,3.0,Matheus Nunes,394933.0,Matheus Luiz,955529.0
8.0,Vizela,496.0,37.0,13.0,57.0,2.0,261.0,195.0,8.0,0.8173721299999999,3.0,23.0,1.0,8.0,2.0,0.0,3.0,2.0,0.58,0.38,0.41000000000000003,7.0,Raphael Guzzo,143050.0,Raphael Guzzo,500934.0
9.0,Arouca,65.0,0.0,2.0,5.0,1.0,21.0,12.0,5.0,-0.0135374899999999,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.22,0.0,0.01,1.0,Bruno Marques,406253.0,Bruno Marques,1206580.0
9.0,Benfica,48.0,1.0,2.0,0.0,0.0,16.0,13.0,0.0,0.0227643199999999,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14,0.0,0.08,2.0,Roman Yaremchuk,281025.0,Roman Yaremchuk,643690.0
9.0,Boavista,345.0,1.0,2.0,12.0,2.0,59.0,45.0,6.0,-0.0916443699999997,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,0.8400000000000001,0.9,0.07,3.0,Róbert Bozeník,376967.0,Robert Bozenik,922622.0
9.0,Braga,165.0,3.0,8.0,2.0,3.0,47.0,41.0,3.0,0.6809622800000001,2.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,1.36,2.43,0.5700000000000001,5.0,Abel Ruiz,372828.0,Abel Ruiz,748380.0
9.0,Chaves,46.0,0.0,2.0,2.0,1.0,18.0,8.0,3.0,0.1563667100000001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.05,0.0,0.1,1.0,Patrick,365689.0, Patrick,942993.0
9.0,Estoril,53.0,0.0,0.0,3.0,0.0,11.0,7.0,0.0,0.0685745699999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Alejandro Marqués,411017.0,Alejandro Marques,929835.0
9.0,Famalicao,493.0,2.0,13.0,21.0,5.0,107.0,77.0,13.0,0.24333711,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,1.75,3.1500000000000004,0.6400000000000001,9.0,Álex Millán,408370.0,Álex Millán,1093297.0
9.0,Gil-Vicente,607.0,3.0,10.0,15.0,3.0,85.0,59.0,7.0,0.3051581699999999,7.0,1.0,2.0,1.0,0.0,4.0,1.0,16.0,4.529999999999999,4.79,0.48,4.0,Fran Navarro,369398.0, Fran,671855.0
9.0,Maritimo,103.0,2.0,6.0,2.0,3.0,31.0,22.0,5.0,0.1472380099999998,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,4.0,Pablo Moreno,371582.0,Pablo Moreno,1031050.0
9.0,Pacos-de-Ferreira,349.0,5.0,16.0,25.0,2.0,76.0,64.0,5.0,0.1785305899999998,5.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.4,0.77,0.08,3.0,Uilton,380685.0,Ze Uilton,952234.0
9.0,Porto,574.0,12.0,39.0,30.0,12.0,182.0,133.0,24.0,0.99234455,11.0,15.0,11.0,8.0,4.0,5.0,2.0,7.0,3.2500000000000004,4.35,0.8900000000000001,10.0,Mehdi Taremi,358801.0,Mehdi Taremi,619506.0
9.0,Rio-Ave,66.0,0.0,0.0,3.0,2.0,21.0,16.0,2.0,-0.0451156399999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.37,0.96,0.0,0.0,Leonardo Ruiz,342704.0,Leonardo Ruiz,643447.0
9.0,Santa-Clara,384.0,0.0,5.0,9.0,0.0,52.0,27.0,3.0,-0.18973918,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.68,0.3399999999999999,0.02,1.0,Kyosuke Tagawa,431984.0,Kyosuke Tagawa,802134.0
9.0,Vitoria-de-Guimaraes,42.0,0.0,2.0,2.0,0.0,21.0,9.0,0.0,0.2937363699999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.22,0.05,0.0,0.0,Safira,383185.0,Alisson Safira,793924.0
9.0,Vizela,275.0,1.0,6.0,7.0,2.0,47.0,30.0,4.0,0.0421608100000002,0.0,1.0,2.0,1.0,2.0,1.0,0.0,8.0,1.93,1.19,0.03,2.0,Milutin Osmajic,422766.0,Milutin Osmajic,936603.0
10.0,Arouca,492.0,24.0,12.0,31.0,5.0,225.0,169.0,9.0,1.15759379,8.0,25.0,0.0,8.0,1.0,0.0,0.0,1.0,0.5,0.18,0.5700000000000001,6.0,Alan Ruiz,125452.0,Alan Ruiz,263707.0
10.0,Braga,493.0,33.0,40.0,51.0,5.0,369.0,315.0,11.0,1.5048339199999994,17.0,35.0,2.0,8.0,1.0,0.0,1.0,4.0,0.2799999999999999,0.49,0.9400000000000001,7.0,André Horta,322689.0,Andre Horta,605507.0
10.0,Casa-Pia,54.0,0.0,2.0,4.0,0.0,14.0,9.0,0.0,0.24615955,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.33,0.0,Diogo Pinto,444769.0,Diogo Pinto,1080682.0
10.0,Chaves,513.0,35.0,24.0,56.0,9.0,264.0,201.0,15.0,1.93452079,12.0,31.0,3.0,14.0,6.0,1.0,0.0,7.0,1.7000000000000002,1.24,0.76,20.0,João Teixeira,255627.0,Joao Teixeira,488140.0
10.0,Estoril,573.0,23.0,18.0,63.0,11.0,266.0,192.0,22.0,0.6186951399999998,9.0,26.0,0.0,6.0,1.0,1.0,1.0,3.0,1.3199999999999998,2.8200000000000003,0.28,4.0,Francisco Geraldes,142746.0,Chico Geraldes,522640.0
10.0,Gil-Vicente,604.0,20.0,28.0,40.0,2.0,285.0,235.0,7.0,1.2440023699999996,9.0,25.0,1.0,10.0,4.0,0.0,2.0,2.0,0.19,0.1,1.62,16.0,Kanya Fujimoto,402797.0,Kanya Fujimoto,924315.0
10.0,Maritimo,340.0,10.0,13.0,32.0,10.0,128.0,88.0,14.0,0.6503506599999997,7.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0,0.18,0.08,0.26,10.0,Stefano Beltrame,123359.0,Stefano Beltrame,421148.0
10.0,Pacos-de-Ferreira,171.0,5.0,6.0,7.0,2.0,57.0,30.0,7.0,0.37056248,3.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.42,0.36,0.37,1.0,Nicolás Gaitán,70735.0,Nicolás Gaitán,164031.0
10.0,Portimonense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Yong-Hak Kim,1388929.0
10.0,Rio-Ave,385.0,13.0,8.0,31.0,2.0,196.0,177.0,2.0,0.0840692499999999,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,3.0,Amine Oudrhiri,149468.0,Amine Oudrhiri Idrissi,492157.0
10.0,Santa-Clara,437.0,17.0,16.0,38.0,8.0,131.0,98.0,21.0,0.51659353,8.0,12.0,1.0,6.0,0.0,0.0,1.0,1.0,0.15,0.17,0.56,8.0,Ricardinho,422200.0, Ricardinho,1195451.0
10.0,Sporting,478.0,20.0,50.0,20.0,9.0,193.0,144.0,24.0,1.98575134,21.0,11.0,13.0,16.0,3.0,3.0,2.0,5.0,1.68,2.84,0.93,14.0,Marcus Edwards,279177.0,Marcus Edwards,637744.0
10.0,Vitoria-de-Guimaraes,589.0,44.0,13.0,57.0,8.0,336.0,253.0,12.0,1.71661931,3.0,41.0,1.0,12.0,3.0,0.0,1.0,0.0,0.26,0.0,1.05,12.0,Tiago Silva,135638.0,Tiago Silva,422812.0
10.0,Vizela,588.0,12.0,34.0,32.0,6.0,170.0,129.0,17.0,1.01051386,15.0,8.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kiko Bondoso,421843.0,,
11.0,Arouca,237.0,5.0,12.0,31.0,7.0,75.0,54.0,15.0,0.4029217799999999,3.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,0.4599999999999999,0.6699999999999999,0.06,4.0,Antony,428999.0, Antony,1248736.0
11.0,Boavista,180.0,2.0,5.0,7.0,3.0,40.0,34.0,5.0,0.3883447699999999,2.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,1.51,0.8200000000000001,0.15,5.0,Yusupha Njie,342705.0,Yusupha Njie,618933.0
11.0,Casa-Pia,452.0,5.0,5.0,28.0,2.0,108.0,71.0,2.0,0.2094720799999999,1.0,8.0,1.0,1.0,1.0,1.0,1.0,5.0,0.8300000000000001,1.03,0.1199999999999998,5.0,Rafael Martins,135347.0,Rafael Martins,211118.0
11.0,Chaves,329.0,15.0,25.0,19.0,5.0,89.0,63.0,11.0,0.9742488699999998,8.0,8.0,3.0,6.0,5.0,1.0,1.0,0.0,0.43,0.54,0.8,13.0,Batxi,438898.0,Joao Batxi,1108837.0
11.0,Estoril,277.0,7.0,14.0,15.0,5.0,71.0,48.0,9.0,0.2948304899999999,2.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,1.43,2.01,0.46,2.0,Arthur Gomes,329403.0, Arthur,689051.0
11.0,Famalicao,305.0,14.0,16.0,29.0,4.0,105.0,80.0,16.0,0.5373892799999999,8.0,9.0,2.0,7.0,1.0,0.0,0.0,4.0,0.1999999999999999,0.0,0.2499999999999999,4.0,Pedro Brazão,373108.0,Pedro Brazao,1042074.0
11.0,Gil-Vicente,33.0,5.0,5.0,4.0,1.0,23.0,16.0,1.0,0.2758046199999999,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.06,0.0,0.2,0.0,Boubacar Hanne,402167.0,Boubacar Hanne,979306.0
11.0,Maritimo,83.0,1.0,3.0,3.0,0.0,15.0,12.0,1.0,0.1351079700000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.13,0.22,0.0,Jesús Ramírez,444682.0,Jesus Ramirez,1075457.0
11.0,Pacos-de-Ferreira,210.0,3.0,11.0,16.0,1.0,46.0,39.0,10.0,0.29389003,3.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.39,0.35,0.09,2.0,Kayky,416803.0, Kayky,1244631.0
11.0,Portimonense,110.0,2.0,6.0,12.0,5.0,44.0,37.0,7.0,0.0062408499999999,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.03,3.0,Anderson Oliveira,383619.0,Anderson Oliveira,1047931.0
11.0,Porto,602.0,36.0,54.0,76.0,18.0,309.0,232.0,41.0,1.94279729,18.0,24.0,5.0,16.0,4.0,0.0,1.0,3.0,0.3999999999999999,0.1,1.12,12.0,Pepê,338791.0, Pepe,850356.0
11.0,Sporting,424.0,25.0,26.0,31.0,0.0,271.0,208.0,2.0,1.05644659,12.0,11.0,5.0,13.0,3.0,2.0,1.0,4.0,0.6399999999999999,0.55,1.01,7.0,Nuno Santos,296364.0,Nuno Santos,554283.0
11.0,Vitoria-de-Guimaraes,310.0,11.0,21.0,32.0,4.0,102.0,66.0,15.0,0.8993285799999998,9.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.34,1.72,0.25,4.0,Jota Silva,444826.0,Jota Silva,1114798.0
11.0,Vizela,31.0,3.0,0.0,3.0,0.0,10.0,8.0,0.0,0.05404774,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.6100000000000001,0.9,0.04,2.0,Alexander Schmidt,320157.0,Alexander Schmidt,768375.0
12.0,Arouca,360.0,26.0,0.0,6.0,0.0,143.0,88.0,0.0,0.24773525,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ignacio De Arruabarrena,444506.0,,
12.0,Boavista,360.0,13.0,0.0,5.0,0.0,104.0,70.0,0.0,0.1084272399999997,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,César,101341.0,,
12.0,Chaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Sandro Cruz,1045565.0
12.0,Famalicao,135.0,9.0,9.0,20.0,0.0,86.0,70.0,1.0,0.0603031199999999,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,Gustavo Assunção,372842.0,Gustavo Assuncao,1039551.0
12.0,Gil-Vicente,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Araújo,408589.0,,
12.0,Maritimo,289.0,20.0,9.0,28.0,1.0,125.0,66.0,3.0,1.09625863,5.0,12.0,0.0,6.0,0.0,0.0,0.0,4.0,0.3,0.3,0.48,5.0,Edgar Costa,121726.0,Edgar Costa,184590.0
12.0,Porto,438.0,42.0,25.0,41.0,2.0,294.0,233.0,7.0,1.68479107,10.0,11.0,2.0,13.0,1.0,0.0,0.0,0.0,0.07,0.0,0.49,5.0,Zaidu Sanusi,381717.0,Zaidu Sanusi,1079056.0
13.0,Arouca,630.0,29.0,10.0,100.0,5.0,299.0,257.0,7.0,0.6814307300000001,1.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,1.07,0.99,0.02,0.0,João Basso,326486.0,Joao Basso,793033.0
13.0,Benfica,577.0,52.0,32.0,63.0,2.0,715.0,640.0,6.0,1.5904042899999995,15.0,90.0,1.0,10.0,2.0,1.0,0.0,7.0,0.93,0.17,1.3299999999999998,9.0,Enzo Fernández,369430.0,Enzo Fernandez,1137705.0
13.0,Boavista,38.0,1.0,2.0,6.0,0.0,20.0,17.0,2.0,0.20966216,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,2.0,Masaki Watai,446996.0,Masaki Watai,924305.0
13.0,Casa-Pia,630.0,23.0,13.0,66.0,1.0,326.0,278.0,1.0,0.3190408099999999,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.64,0.1,0.0,Vasco Fernandes,120734.0,Vasco Fernandes,102626.0
13.0,Pacos-de-Ferreira,219.0,2.0,3.0,8.0,0.0,47.0,33.0,2.0,-0.0740802799999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.21,0.16,0.02,2.0,Arthur Sales,444942.0,Arthur Sales,1282075.0
13.0,Porto,297.0,9.0,41.0,36.0,10.0,126.0,89.0,18.0,1.3488651599999997,15.0,7.0,14.0,6.0,0.0,2.0,1.0,8.0,3.16,2.29,0.81,7.0,Galeno,347204.0,Wenderson Galeno,776972.0
13.0,Rio-Ave,98.0,13.0,7.0,7.0,1.0,56.0,47.0,1.0,0.2583381399999999,1.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2399999999999999,3.0,João Ferreira,380681.0,Joao Ferreira,1072257.0
13.0,Santa-Clara,109.0,7.0,5.0,13.0,1.0,67.0,58.0,1.0,0.08788563,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,Diogo Calila,369083.0,Diogo Calila,1014983.0
13.0,Sporting,239.0,14.0,16.0,25.0,2.0,235.0,215.0,2.0,0.3025988499999999,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.04,0.0,Luís Neto,70953.0, Neto,164319.0
13.0,Vitoria-de-Guimaraes,612.0,31.0,29.0,78.0,2.0,319.0,280.0,4.0,0.4928958599999997,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.28,0.03,0.0,André Amaro,408432.0,Andre Amaro,1218555.0
14.0,Arouca,287.0,14.0,2.0,25.0,0.0,136.0,111.0,0.0,0.1542807899999998,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.0,Oriol Busquets,347640.0,Oriol Busquets,873294.0
14.0,Braga,161.0,8.0,20.0,17.0,5.0,46.0,28.0,13.0,0.8486344399999999,2.0,4.0,6.0,4.0,4.0,0.0,3.0,4.0,0.31999999999999995,0.29,0.49,8.0,Álvaro Djaló,444806.0,Alvaro Djalo,1355668.0
14.0,Casa-Pia,531.0,29.0,17.0,35.0,5.0,208.0,142.0,8.0,0.97888536,4.0,18.0,1.0,11.0,1.0,1.0,2.0,2.0,0.85,0.66,0.6799999999999999,15.0,Takahiro Kunimoto,444767.0,Takahiro Kunimoto,648371.0
14.0,Famalicao,443.0,8.0,37.0,50.0,12.0,125.0,75.0,31.0,0.4528202999999997,15.0,5.0,4.0,4.0,1.0,0.0,0.0,3.0,1.06,0.28,0.16,3.0,Junior Kadile,432217.0,Junior Kadile,1334534.0
14.0,Pacos-de-Ferreira,50.0,4.0,2.0,5.0,2.0,43.0,37.0,2.0,0.1361559999999999,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0699999999999999,1.0,Bastien Toma,400544.0,Bastien Toma,861979.0
14.0,Portimonense,616.0,48.0,27.0,71.0,4.0,299.0,199.0,16.0,2.2684084,12.0,25.0,0.0,11.0,3.0,0.0,1.0,0.0,0.03,0.0,0.7,7.0,Moustapha Seck,297006.0,Moustapha Seck,662588.0
14.0,Rio-Ave,416.0,11.0,18.0,28.0,7.0,123.0,96.0,16.0,0.3653266799999999,11.0,7.0,2.0,5.0,0.0,0.0,1.0,5.0,0.3,0.0,0.3299999999999999,2.0,Joca,315474.0, Joca,566470.0
14.0,Santa-Clara,14.0,0.0,0.0,5.0,0.0,10.0,8.0,0.0,-0.0015657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rubén Oliveira,128801.0,Ruben Oliveira,439059.0
14.0,Vitoria-de-Guimaraes,630.0,39.0,1.0,16.0,0.0,240.0,162.0,0.0,0.2993521499999998,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bruno Varela,107158.0,,
14.0,Vizela,51.0,4.0,2.0,12.0,1.0,28.0,19.0,1.0,0.1183668199999999,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,Igor Julião,118380.0,Igor Juliao,363485.0
15.0,Braga,101.0,4.0,1.0,12.0,0.0,80.0,70.0,0.0,0.07448088,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,Paulo Oliveira,83475.0,Paulo Oliveira,193927.0
15.0,Casa-Pia,163.0,8.0,6.0,22.0,0.0,87.0,73.0,0.0,0.3122735599999999,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.01,0.0,Fernando Varela,136355.0,Fernando Varela,163665.0
15.0,Famalicao,360.0,9.0,3.0,49.0,0.0,175.0,136.0,0.0,0.1033578999999997,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.01,0.0,Riccieli,380619.0, Riccieli,1033147.0
15.0,Gil-Vicente,157.0,24.0,5.0,21.0,0.0,143.0,113.0,3.0,0.4954053799999999,2.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1699999999999999,1.0,Carraça,322735.0, Carraca,569037.0
15.0,Pacos-de-Ferreira,630.0,44.0,57.0,63.0,4.0,349.0,277.0,18.0,1.87114767,18.0,21.0,2.0,11.0,3.0,0.0,1.0,2.0,0.15,0.1,1.52,8.0,Juan Delgado,110341.0,Juan Delgado,304625.0
15.0,Rio-Ave,119.0,3.0,4.0,8.0,2.0,37.0,28.0,4.0,0.08672925,4.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.03,0.0,0.03,1.0,Miguel Baeza,399951.0,Miguel Baeza,1088053.0
15.0,Santa-Clara,11.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,-0.00079318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodrigo Valente,426923.0,Rodrigo Valente,1080513.0
15.0,Sporting,461.0,10.0,21.0,74.0,8.0,300.0,278.0,19.0,0.0801710700000001,8.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16,0.07,0.12,0.0,Manuel Ugarte,408962.0,Manuel Ugarte,1035614.0
15.0,Vizela,45.0,0.0,4.0,4.0,0.0,9.0,5.0,1.0,0.11254805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,Monsuru Opeyemi,444577.0,Monsuru Opeyemi,1393417.0
16.0,Boavista,5.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,-0.00815809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joel Silva,444820.0,Joel da Silva,1393748.0
16.0,Casa-Pia,60.0,6.0,0.0,13.0,0.0,36.0,29.0,0.0,0.069451,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,Cuca,444773.0, Cuca,955781.0
16.0,Chaves,18.0,0.0,1.0,0.0,1.0,6.0,4.0,2.0,0.0047518199999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Euller,132504.0, Euller,477362.0
16.0,Maritimo,447.0,3.0,4.0,39.0,0.0,151.0,121.0,4.0,0.0804894999999998,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,2.0,Diogo Mendes,422003.0,Diogo Mendes,824661.0
16.0,Pacos-de-Ferreira,429.0,11.0,19.0,34.0,13.0,134.0,89.0,20.0,0.5885843599999999,7.0,8.0,1.0,5.0,2.0,1.0,0.0,10.0,0.5999999999999999,1.64,0.3199999999999999,6.0,Matchoi Djaló,380686.0, Matchoi,1069628.0
16.0,Porto,160.0,9.0,6.0,18.0,0.0,92.0,75.0,0.0,0.4542010599999998,4.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.15,0.0,0.65,5.0,Marko Grujic,244779.0,Marko Grujic,463284.0
16.0,Santa-Clara,561.0,58.0,9.0,66.0,2.0,326.0,227.0,5.0,0.7289333999999998,0.0,33.0,0.0,6.0,0.0,0.0,1.0,1.0,0.7499999999999999,0.85,0.3299999999999999,2.0,Paulo Henrique,143035.0,Paulo Henrique,522771.0
16.0,Sporting,216.0,5.0,10.0,11.0,4.0,69.0,53.0,9.0,0.2447491999999998,3.0,7.0,2.0,4.0,1.0,0.0,2.0,2.0,0.47,0.38,0.2099999999999999,2.0,Rochinha,260785.0, Rochinha,554285.0
17.0,Arouca,277.0,14.0,3.0,35.0,2.0,124.0,95.0,2.0,0.3259912499999998,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,1.0,Yaw Moses,444507.0,Moses Yaw,866504.0
17.0,Benfica,140.0,9.0,13.0,16.0,1.0,74.0,56.0,6.0,0.4607748,6.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0,0.27,0.03,0.22,0.0,Diogo Gonçalves,343029.0,Diogo Goncalves,576118.0
17.0,Casa-Pia,124.0,5.0,10.0,24.0,2.0,55.0,52.0,6.0,0.2276423699999999,2.0,11.0,0.0,2.0,1.0,0.0,1.0,1.0,0.03,0.18,0.0899999999999999,1.0,Romário Baró,380656.0, Romario,917008.0
17.0,Estoril,5.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,0.00528538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mohamed Achouri,421895.0,Elias Achouri,1015128.0
17.0,Famalicao,216.0,0.0,1.0,13.0,2.0,54.0,43.0,4.0,0.0096779399999998,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.41,0.0,0.06,3.0,Rui Fonte,69742.0,Rui Fonte,159598.0
17.0,Gil-Vicente,320.0,12.0,37.0,33.0,10.0,129.0,86.0,27.0,1.07322489,11.0,6.0,5.0,8.0,2.0,0.0,0.0,8.0,0.49,0.38,0.41,9.0,Kevin Villodres,444939.0,Kevin Villodres,1213117.0
17.0,Maritimo,287.0,6.0,19.0,24.0,3.0,105.0,83.0,16.0,0.47202635,6.0,4.0,3.0,4.0,2.0,0.0,0.0,3.0,0.18,0.03,0.21,3.0,Antonio Zarzana,404357.0,Antonio Zarzana,941726.0
17.0,Pacos-de-Ferreira,207.0,1.0,5.0,13.0,3.0,65.0,52.0,5.0,0.13808643,3.0,6.0,2.0,1.0,0.0,2.0,0.0,7.0,1.04,1.68,0.07,2.0,Adrián Butzke,427566.0,Adrián Butzke,1102246.0
17.0,Portimonense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Ricardo Matos,1084018.0
17.0,Porto,78.0,5.0,8.0,20.0,1.0,57.0,43.0,4.0,0.19694465,5.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.01,0.0,0.04,0.0,Rodrigo Conceição,422950.0,Rodrigo Conceicao,980264.0
17.0,Rio-Ave,34.0,4.0,1.0,5.0,1.0,16.0,10.0,3.0,0.1105167999999999,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,Ukra,57553.0, Ukra,40955.0
17.0,Santa-Clara,364.0,7.0,1.0,51.0,0.0,158.0,144.0,0.0,0.0378819999999998,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,0.53,0.0,1.0,Cristian Tassano,274646.0,Cristian Gonzalez,624459.0
17.0,Sporting,598.0,14.0,47.0,54.0,11.0,260.0,205.0,26.0,1.1306972099999997,19.0,25.0,8.0,10.0,3.0,2.0,1.0,9.0,1.58,0.93,1.6200000000000003,18.0,Trincão,368409.0, Trincao,732282.0
17.0,Vitoria-de-Guimaraes,141.0,1.0,5.0,9.0,0.0,35.0,23.0,1.0,-0.0089491599999998,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.99,1.13,0.03,0.0,André Silva,351703.0, Andre,919919.0
17.0,Vizela,218.0,9.0,6.0,35.0,1.0,79.0,55.0,3.0,0.3666059499999997,0.0,7.0,1.0,3.0,0.0,0.0,0.0,2.0,0.13,0.13,0.0999999999999999,2.0,Diego Rosa,444578.0,Diego Rosa,1108884.0
18.0,Benfica,26.0,0.0,1.0,1.0,0.0,7.0,5.0,0.0,0.01082855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodrigo Pinho,291652.0,Rodrigo Pinho,667962.0
18.0,Boavista,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ilija Vukotic,423602.0,Ilija Vukotic,625337.0
18.0,Braga,110.0,5.0,15.0,8.0,2.0,63.0,55.0,4.0,0.4708924299999999,6.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,0.52,0.19,0.19,3.0,Diego Lainez,369101.0,Diego Lainez,828972.0
