shirtNo,team,minutes,prog_passes,prog_carries,defensive_actions,suc_take_ons,total_passes,suc_passes,take_ons,xt,final_third_entries,final_third_passes,penalty_box_entries,penalty_box_passes,key_passes,Goals,Assists,Shots,xG,xGOT,xA,ChancesCreated,name,playerId,fotmob_name,fotmob_player_id
18.0,Gil-Vicente,247.0,7.0,24.0,31.0,3.0,94.0,56.0,11.0,1.00777461,4.0,2.0,4.0,6.0,1.0,0.0,0.0,2.0,0.46,0.1,0.5800000000000001,3.0,Mizuki Arai,444940.0,Mizuki Arai,768319.0
18.0,Portimonense,630.0,46.0,22.0,83.0,4.0,362.0,253.0,12.0,1.7240068699999995,7.0,29.0,1.0,12.0,4.0,0.0,1.0,2.0,0.38,0.16,0.6,10.0,Fahd Moufi,308886.0,Fahd Moufi,561199.0
18.0,Rio-Ave,630.0,32.0,1.0,8.0,0.0,255.0,181.0,0.0,0.2603206199999999,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jhonatan,284656.0,,
18.0,Sporting,22.0,0.0,2.0,1.0,1.0,9.0,4.0,4.0,0.03324865,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.46,0.01,0.0,Issahaku Fatawu,430985.0,Abdul Issahaku,1265626.0
19.0,Arouca,457.0,0.0,9.0,26.0,5.0,75.0,59.0,9.0,0.2741008999999998,4.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,1.79,2.17,0.07,1.0,Rafa Mújica,315692.0,Rafa Mujica,741103.0
19.0,Boavista,69.0,0.0,2.0,7.0,1.0,11.0,6.0,5.0,0.0015159399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,Ricardo Mangas,389108.0,Ricardo Mangas,824655.0
19.0,Braga,92.0,5.0,4.0,11.0,2.0,64.0,59.0,2.0,0.3434431799999998,1.0,9.0,1.0,2.0,0.0,0.0,0.0,3.0,0.08,0.09,0.22,2.0,Uros Racic,346183.0,Uros Racic,764624.0
19.0,Casa-Pia,535.0,31.0,23.0,108.0,3.0,368.0,307.0,3.0,0.9471986,3.0,19.0,0.0,5.0,3.0,0.0,0.0,1.0,0.07,0.22,0.19,4.0,Nermin Zolotic,105686.0,Nermin Zolotic,280443.0
19.0,Chaves,630.0,22.0,3.0,63.0,0.0,287.0,249.0,1.0,0.1775854599999997,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.4,0.61,0.0,0.0,Steven Vitória,121484.0,Steven Vitoria,163994.0
19.0,Famalicao,22.0,0.0,3.0,2.0,0.0,8.0,5.0,0.0,0.0489214499999999,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,José Luis Rodríguez,358868.0,José Luis Rodriguez,940333.0
19.0,Gil-Vicente,450.0,52.0,20.0,54.0,3.0,279.0,202.0,6.0,1.71447748,4.0,26.0,1.0,13.0,3.0,0.0,0.0,1.0,0.1,0.0,0.92,6.0,Adrián Marín,243271.0,Adrián Marin,571685.0
19.0,Pacos-de-Ferreira,310.0,1.0,14.0,13.0,4.0,48.0,30.0,10.0,0.2168653699999999,5.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,1.11,2.07,0.16,3.0,N'Dri Koffi,425119.0,N'Dri Philippe Koffi,1295898.0
19.0,Portimonense,40.0,3.0,1.0,2.0,2.0,14.0,9.0,3.0,0.1037357499999998,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,Gonçalo Costa,447210.0,Goncalo Costa,1354243.0
19.0,Porto,128.0,2.0,7.0,15.0,1.0,42.0,33.0,4.0,0.1341294099999999,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.65,0.51,0.08,3.0,Danny Namaso,342857.0,Danny Loader,817724.0
19.0,Rio-Ave,567.0,3.0,14.0,26.0,4.0,107.0,71.0,13.0,0.3709088100000001,8.0,5.0,1.0,2.0,2.0,5.0,2.0,7.0,1.29,2.62,0.28,4.0,Aziz Yakubu,374632.0,Abdul-Aziz Yakubu,841352.0
19.0,Santa-Clara,141.0,3.0,2.0,7.0,2.0,25.0,15.0,2.0,0.2386465799999998,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,1.0,Bruno Almeida,449875.0,Bruno Almeida,1285527.0
19.0,Vizela,420.0,28.0,6.0,49.0,4.0,199.0,155.0,9.0,1.3549867299999998,4.0,27.0,0.0,10.0,3.0,0.0,0.0,3.0,0.34,0.33999999999999997,0.91,8.0,Alex Méndez,421844.0,Alex Mendez,936528.0
20.0,Arouca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Pedro Moreira,11849.0
20.0,Benfica,483.0,29.0,41.0,47.0,9.0,304.0,248.0,22.0,3.3880021400000007,22.0,18.0,4.0,20.0,4.0,4.0,2.0,8.0,3.73,3.63,2.29,17.0,João Mário,125476.0,Joao Mário,300916.0
20.0,Boavista,215.0,16.0,8.0,26.0,1.0,117.0,95.0,1.0,0.5368468199999998,3.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,Filipe Ferreira,135635.0,Filipe Ferreira,476766.0
20.0,Chaves,302.0,2.0,15.0,21.0,6.0,54.0,36.0,10.0,0.7447183999999999,7.0,3.0,5.0,0.0,1.0,1.0,0.0,7.0,0.65,0.4,0.72,2.0,Juninho,320350.0, Juninho,728409.0
20.0,Estoril,182.0,3.0,4.0,21.0,2.0,88.0,71.0,6.0,0.1009403399999998,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.04,0.0,João Carvalho,255151.0,Joao Carvalho,603808.0
20.0,Famalicao,33.0,1.0,3.0,1.0,1.0,17.0,11.0,5.0,0.00389464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.16,0.0,0.0,Gustavo Sá,449369.0,Gustavo Sa,1395482.0
20.0,Gil-Vicente,428.0,14.0,23.0,43.0,10.0,149.0,90.0,24.0,1.5568100499999995,10.0,6.0,3.0,9.0,1.0,1.0,0.0,6.0,1.2000000000000002,1.36,0.77,9.0,Juan Manuel Boselli,425187.0,Juan Boselli,848051.0
20.0,Maritimo,186.0,5.0,3.0,17.0,2.0,66.0,51.0,3.0,0.13931758,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5599999999999999,0.83,0.03,1.0,Miguel Sousa,430400.0,Miguel Sousa,948704.0
20.0,Pacos-de-Ferreira,81.0,2.0,1.0,11.0,0.0,32.0,21.0,2.0,0.2310596899999999,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01,0.0,0.4,0.0,Luís Bastos,423594.0,Luis Bastos,1289378.0
20.0,Portimonense,490.0,23.0,16.0,57.0,6.0,209.0,159.0,12.0,1.2154939,6.0,17.0,1.0,13.0,3.0,1.0,1.0,5.0,0.49,0.25,0.74,12.0,Luquinha,381910.0, Luquinha,1079486.0
20.0,Porto,108.0,6.0,5.0,9.0,0.0,63.0,47.0,1.0,0.4185646199999999,2.0,7.0,0.0,4.0,2.0,1.0,0.0,2.0,0.88,0.6,0.22,5.0,André Franco,421893.0,Andre Franco,1080684.0
20.0,Rio-Ave,532.0,43.0,21.0,78.0,1.0,269.0,186.0,10.0,1.0093397099999997,10.0,20.0,1.0,8.0,0.0,1.0,0.0,3.0,0.25,0.29,0.43,1.0,Costinha,395954.0, Costinha,1079456.0
20.0,Santa-Clara,253.0,17.0,4.0,31.0,3.0,119.0,90.0,5.0,0.1816946199999997,1.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0,0.08,0.0,0.05,1.0,Adriano,378828.0, Adriano,1071102.0
20.0,Sporting,105.0,1.0,1.0,5.0,2.0,31.0,24.0,2.0,-0.0482513599999999,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12,0.0,0.1,1.0,Paulinho,135563.0, Paulinho,361377.0
20.0,Vitoria-de-Guimaraes,347.0,13.0,17.0,47.0,11.0,102.0,80.0,31.0,0.2036046399999997,10.0,2.0,1.0,3.0,1.0,0.0,0.0,4.0,0.5800000000000001,0.29,0.1699999999999999,3.0,Nélson da Luz,430413.0,Nelson Da Luz,854081.0
20.0,Vizela,555.0,21.0,10.0,78.0,0.0,240.0,193.0,5.0,0.5105900199999999,6.0,31.0,0.0,5.0,1.0,0.0,0.0,5.0,1.01,0.43,0.38,7.0,Samu,322742.0, Samu,667952.0
21.0,Arouca,292.0,21.0,9.0,55.0,2.0,160.0,102.0,6.0,0.4256459099999998,3.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,0.05,0.0,0.15,2.0,Bogdan Milovanov,409375.0,Bogdan Milovanov,900559.0
21.0,Boavista,239.0,13.0,13.0,7.0,2.0,102.0,66.0,8.0,0.6775492799999999,1.0,12.0,4.0,5.0,1.0,0.0,0.0,0.0,0.02,0.0,0.21,2.0,Salvador Agra,91775.0,Salvador Agra,214449.0
21.0,Braga,606.0,24.0,27.0,54.0,2.0,269.0,210.0,8.0,2.07479405,14.0,24.0,3.0,13.0,7.0,4.0,3.0,15.0,4.19,4.16,1.91,20.0,Ricardo Horta,127130.0,Ricardo Horta,432591.0
21.0,Casa-Pia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Ricardo Fernandes,1201801.0
21.0,Chaves,414.0,16.0,9.0,44.0,10.0,162.0,135.0,18.0,0.5633321099999997,3.0,23.0,1.0,2.0,2.0,0.0,0.0,3.0,0.2,0.18,0.27,8.0,Guima,438899.0, Guima,526653.0
21.0,Estoril,550.0,11.0,31.0,36.0,9.0,109.0,67.0,25.0,0.8986528899999999,12.0,3.0,10.0,5.0,2.0,2.0,1.0,6.0,0.5,0.7300000000000001,0.6800000000000002,7.0,Tiago Gouveia,437687.0,Tiago Gouveia,1072317.0
21.0,Famalicao,180.0,12.0,3.0,26.0,0.0,103.0,95.0,0.0,0.1118713399999999,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.01,0.0,Dylan Batubinsika,400243.0,Dylan Batubinsika,751762.0
21.0,Gil-Vicente,623.0,29.0,16.0,76.0,3.0,360.0,307.0,4.0,0.8052325999999996,7.0,33.0,1.0,5.0,1.0,0.0,0.0,3.0,0.21,0.17,0.91,5.0,Vitor Carvalho,331609.0, Carvalho,816001.0
21.0,Maritimo,110.0,0.0,0.0,10.0,0.0,31.0,27.0,0.0,-0.04427614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,João Afonso,137128.0,Joao Afonso,495028.0
21.0,Portimonense,322.0,16.0,4.0,32.0,1.0,152.0,123.0,2.0,0.1050897199999999,2.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.04,0.0,0.2,3.0,Pedro Sá,342698.0,Pedro Sa,666952.0
21.0,Rio-Ave,50.0,2.0,1.0,5.0,0.0,21.0,18.0,0.0,0.0341643100000001,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,João Graça,143635.0,Joao Graca,488540.0
21.0,Santa-Clara,42.0,2.0,0.0,9.0,0.0,23.0,18.0,1.0,0.0706577600000001,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.09,0.0,0.04,1.0,Andrézinho,444764.0, Andrezinho,1185183.0
21.0,Vitoria-de-Guimaraes,285.0,16.0,18.0,27.0,2.0,156.0,134.0,5.0,0.63531417,2.0,21.0,0.0,2.0,1.0,0.0,0.0,1.0,0.07,0.0,0.5700000000000001,3.0,André André,70967.0,Andre Andre,164333.0
22.0,Benfica,83.0,6.0,6.0,10.0,0.0,58.0,47.0,1.0,0.3555680199999999,4.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.15,0.0,0.17,1.0,Chiquinho,361961.0, Chiquinho,566644.0
22.0,Estoril,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Titouan Thomas,1078251.0
22.0,Estoril,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Shaquil Delos,1072860.0
22.0,Famalicao,540.0,47.0,31.0,87.0,6.0,324.0,244.0,16.0,1.21853613,7.0,25.0,0.0,4.0,0.0,0.0,0.0,2.0,0.59,0.09,0.4999999999999999,5.0,Hernán De La Fuente,348742.0,Hernan De La Fuente,900404.0
22.0,Pacos-de-Ferreira,122.0,4.0,2.0,9.0,0.0,47.0,39.0,0.0,0.1341296899999999,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.03,0.0,0.22,1.0,Luíz Carlos,121675.0,Luiz Carlos,185591.0
22.0,Portimonense,630.0,52.0,13.0,91.0,0.0,401.0,347.0,0.0,0.6493847499999997,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29,0.17,0.5,2.0,Filipe Relvas,422207.0,Filipe Relvas,1285815.0
22.0,Porto,183.0,5.0,7.0,26.0,0.0,115.0,101.0,0.0,0.0212409699999999,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.02,0.0,Wendell,132273.0, Wendell,487867.0
22.0,Rio-Ave,125.0,1.0,3.0,5.0,1.0,25.0,16.0,3.0,0.0808765400000001,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.26,0.66,0.0699999999999999,2.0,Emmanuel Boateng,243572.0,Emmanuel Boateng,561219.0
22.0,Santa-Clara,14.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.005318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.0,0.0,Filip Stevanovic,383865.0,Filip Stevanovic,1072997.0
22.0,Vitoria-de-Guimaraes,549.0,19.0,11.0,82.0,2.0,254.0,215.0,5.0,0.1899570799999999,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.03,2.0,Ibrahima Bamba,432629.0,Ibrahim Bamba,1282446.0
22.0,Vizela,356.0,9.0,12.0,28.0,5.0,80.0,53.0,12.0,0.2483664699999999,2.0,4.0,4.0,4.0,1.0,1.0,0.0,3.0,0.41000000000000003,0.41,0.18000000000000002,1.0,Kévin Zohi,344143.0,Kévin Zohi,865040.0
23.0,Arouca,334.0,5.0,6.0,28.0,1.0,95.0,86.0,4.0,0.0393529299999996,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,Ismaila Soro,397094.0,Ismaila Soro,896481.0
23.0,Benfica,9.0,1.0,1.0,2.0,0.0,18.0,12.0,0.0,0.03430035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mihailo Ristic,244778.0,Mihailo Ristic,588562.0
23.0,Boavista,443.0,9.0,3.0,59.0,0.0,241.0,221.0,0.0,0.1480544299999999,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16,0.82,0.01,0.0,Vincent Sasso,120590.0,Vincent Sasso,210443.0
23.0,Braga,554.0,2.0,15.0,26.0,4.0,81.0,53.0,9.0,0.4328555999999998,4.0,5.0,3.0,1.0,3.0,5.0,1.0,7.0,3.3499999999999996,3.86,0.5800000000000001,9.0,Simon Banza,300483.0,Simon Banza,696932.0
23.0,Casa-Pia,20.0,1.0,4.0,3.0,3.0,15.0,9.0,4.0,0.07454983,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.01,1.0,Léo Natel,338724.0,Leo Natel,844434.0
23.0,Chaves,593.0,8.0,10.0,20.0,3.0,93.0,68.0,7.0,0.31472711,3.0,9.0,2.0,0.0,1.0,2.0,0.0,8.0,1.61,3.03,0.08,5.0,Héctor Hernández,141293.0,Héctor Hernández,575229.0
23.0,Estoril,621.0,29.0,12.0,73.0,0.0,357.0,308.0,0.0,0.2933868099999998,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.0,Pedro Álvaro,436897.0,Pedro Alvaro,822258.0
23.0,Maritimo,333.0,16.0,7.0,25.0,3.0,104.0,80.0,7.0,1.23072155,3.0,6.0,1.0,6.0,3.0,1.0,1.0,5.0,0.3299999999999999,0.6799999999999999,0.84,7.0,Bruno Xadas,335707.0, Xadas,737814.0
23.0,Pacos-de-Ferreira,180.0,8.0,3.0,21.0,0.0,121.0,111.0,0.0,0.1464466899999998,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28,0.44,0.02,1.0,Erick Ferigra,356753.0,Erick Ferigra,937502.0
23.0,Porto,360.0,25.0,24.0,24.0,3.0,220.0,174.0,13.0,1.0184510999999998,9.0,6.0,3.0,4.0,1.0,0.0,2.0,1.0,0.15,0.03,1.09,8.0,João Mário,395173.0,Joao Mario,958421.0
23.0,Rio-Ave,66.0,5.0,7.0,8.0,0.0,33.0,24.0,0.0,0.0926324599999999,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.04,0.01,1.0,Josué Sá,96243.0, Josué,242872.0
23.0,Vitoria-de-Guimaraes,17.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0064920899999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matheus Índio,444828.0,Matheus Indio,1285529.0
23.0,Vizela,-1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,-0.00385749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Osama Rashid,361919.0,Osama Rashid,278239.0
24.0,Boavista,628.0,39.0,19.0,64.0,0.0,396.0,344.0,1.0,0.5949981299999998,4.0,40.0,0.0,3.0,0.0,0.0,0.0,2.0,0.1,0.65,0.21,2.0,Sebastián Pérez,318429.0,Sebastian Perez,309353.0
24.0,Braga,90.0,4.0,1.0,9.0,0.0,55.0,48.0,0.0,0.03692803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,Bruno Rodrigues,407950.0,Bruno Rodrigues,1215056.0
24.0,Maritimo,45.0,2.0,3.0,2.0,0.0,8.0,4.0,4.0,0.06205665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,Clésio,137656.0,Clesio Bauque,470836.0
24.0,Pacos-de-Ferreira,180.0,2.0,0.0,2.0,0.0,65.0,55.0,0.0,0.0225731899999998,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zé Oliveira,396588.0,,
24.0,Portimonense,202.0,3.0,5.0,29.0,5.0,56.0,43.0,7.0,0.0901038899999999,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,2.0,Mohamed Lamine Diaby,380683.0,Mohamed Diaby,958533.0
24.0,Rio-Ave,595.0,56.0,33.0,62.0,4.0,411.0,305.0,8.0,2.29195888,7.0,26.0,0.0,14.0,2.0,1.0,2.0,2.0,0.36,0.55,0.67,9.0,Pedro Amaral,381521.0,Pedro Amaral,776584.0
24.0,Sporting,465.0,33.0,49.0,46.0,8.0,315.0,227.0,17.0,1.60477003,12.0,17.0,9.0,9.0,2.0,0.0,2.0,9.0,0.58,0.06,1.5,7.0,Pedro Porro,362352.0,Pedro Porro,941573.0
24.0,Vizela,630.0,54.0,12.0,94.0,4.0,312.0,208.0,10.0,1.4435815499999998,5.0,29.0,0.0,6.0,2.0,0.0,0.0,2.0,0.29,0.0,0.63,9.0,Kiki,129360.0,Kiki Afonso,442593.0
25.0,Benfica,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Brooks,104899.0,John Anthony Brooks,278831.0
25.0,Boavista,180.0,15.0,18.0,22.0,1.0,120.0,80.0,2.0,0.7302796699999998,2.0,7.0,0.0,5.0,2.0,0.0,1.0,0.0,0.06,0.03,0.3399999999999999,5.0,Yanis Hamache,400992.0,Yanis Hamache,979748.0
25.0,Braga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Lucas Mineiro,750088.0
25.0,Estoril,480.0,16.0,4.0,69.0,0.0,201.0,170.0,1.0,-0.0121329199999999,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.0,Mor Ndiaye,444629.0,Mor Ndiaye,1080510.0
25.0,Famalicao,193.0,12.0,10.0,26.0,8.0,115.0,95.0,13.0,0.2315950099999998,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.0,Pelé,70484.0, Pelé,163605.0
25.0,Gil-Vicente,324.0,15.0,15.0,41.0,7.0,187.0,149.0,16.0,1.1988651299999995,8.0,12.0,2.0,8.0,3.0,0.0,0.0,5.0,0.4,0.74,1.0,7.0,Pedro Tiba,135350.0,Pedro Tiba,164053.0
25.0,Maritimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Goncalo Cardoso,959652.0
25.0,Porto,314.0,28.0,17.0,39.0,7.0,195.0,151.0,13.0,1.07702189,6.0,20.0,1.0,12.0,1.0,0.0,0.0,2.0,0.55,0.0,0.7,8.0,Otávio,120608.0, Otávio,397019.0
25.0,Sporting,495.0,31.0,44.0,47.0,4.0,528.0,478.0,4.0,0.8179302699999997,5.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44,0.21,0.17,3.0,Gonçalo Inácio,395992.0,Goncalo Inacio,1165710.0
25.0,Vitoria-de-Guimaraes,144.0,8.0,3.0,10.0,1.0,60.0,44.0,3.0,0.21658249,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,Ryoya Ogawa,444827.0,Ryoya Ogawa,727419.0
25.0,Vizela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Mohamed Aidara,1184776.0
26.0,Boavista,561.0,31.0,13.0,98.0,1.0,379.0,301.0,1.0,1.077829719999999,4.0,26.0,0.0,3.0,2.0,0.0,1.0,0.0,0.01,0.0,0.6799999999999999,4.0,Rodrigo Abascal,423077.0,Rodrigo Abascal,690223.0
26.0,Braga,7.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,-0.0116204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cristián Borja,297321.0,Cristian Borja,683964.0
26.0,Chaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Carlos Ponck,566408.0
26.0,Gil-Vicente,450.0,18.0,11.0,56.0,0.0,291.0,245.0,0.0,0.3959030499999998,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,0.05,0.0,Rúben Fernandes,135962.0,Ruben Fernandes,164323.0
26.0,Pacos-de-Ferreira,580.0,19.0,6.0,76.0,1.0,293.0,250.0,1.0,0.2832534499999999,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,2.0,Rui Pires,422245.0,Rui Pires,776968.0
27.0,Benfica,596.0,9.0,47.0,38.0,12.0,240.0,181.0,32.0,1.45241363,18.0,19.0,12.0,11.0,4.0,4.0,2.0,10.0,2.6500000000000004,3.47,1.31,13.0,Rafa,135127.0,Rafa Silva,477023.0
27.0,Boavista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Jeriel De Santis,1055734.0
27.0,Casa-Pia,529.0,22.0,21.0,106.0,5.0,287.0,212.0,12.0,0.4567988299999998,10.0,25.0,0.0,2.0,1.0,0.0,1.0,3.0,0.1,0.0,0.4,7.0,Afonso Taira,105745.0,Afonso Taira,280510.0
27.0,Pacos-de-Ferreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Joao Vigario,566477.0
27.0,Portimonense,71.0,3.0,1.0,10.0,0.0,26.0,21.0,2.0,0.18813618,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.01,0.0,Klismahn,447215.0, Klismahn,1299645.0
27.0,Rio-Ave,31.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.01370238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hernâni,106216.0, Hernani,281558.0
28.0,Arouca,536.0,26.0,5.0,68.0,0.0,257.0,152.0,0.0,0.7538334699999999,1.0,20.0,0.0,6.0,1.0,0.0,1.0,1.0,0.06,0.1,0.4599999999999999,4.0,Tiago Esgaio,383609.0,Tiago Esgaio,816222.0
28.0,Benfica,57.0,5.0,3.0,12.0,0.0,80.0,78.0,0.0,0.0991315399999999,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.0,0.06,1.0,Julian Weigl,142318.0,Julian Weigl,521421.0
28.0,Chaves,226.0,2.0,9.0,24.0,1.0,67.0,50.0,3.0,0.0937381999999999,1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,0.8300000000000001,0.12,0.15,2.0,Jonathan Arriba,444824.0,Jony Arriba,1388883.0
28.0,Famalicao,452.0,9.0,10.0,67.0,8.0,151.0,114.0,13.0,0.0578241199999998,3.0,16.0,1.0,2.0,0.0,1.0,0.0,3.0,0.45,0.72,0.08,1.0,Zaydou Youssouf,330832.0,Zaydou Youssouf,813549.0
28.0,Portimonense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,, Pastor,1288517.0
28.0,Porto,116.0,12.0,4.0,10.0,2.0,57.0,41.0,5.0,0.39573261,2.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.33,0.0,0.2,3.0,Bruno Costa,354146.0,Bruno Costa,470535.0
28.0,Sporting,630.0,21.0,30.0,40.0,12.0,258.0,214.0,23.0,2.10902687,10.0,23.0,5.0,17.0,5.0,4.0,3.0,6.0,3.13,5.199999999999999,1.74,19.0,Pote,344378.0,Pedro Goncalves,875133.0
28.0,Vitoria-de-Guimaraes,196.0,16.0,6.0,26.0,2.0,101.0,71.0,3.0,0.1372631899999999,4.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,3.0,Zé Carlos,435125.0,Ze Ferreira,1287747.0
29.0,Braga,23.0,1.0,2.0,1.0,0.0,20.0,20.0,0.0,0.0285729499999999,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean-Baptiste Gorby,423976.0,Jean Gorby,1292369.0
29.0,Estoril,121.0,0.0,0.0,8.0,0.0,19.0,13.0,1.0,-0.0435737099999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,2.0,Gilson Tavares,421897.0,Gilson Tavares,1241302.0
