id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,shirtNo,name,progressive,homeTeam,awayTeam
2374373897.0,6.0,0.0,27.0,297.0,31.815,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone', 'ThrowIn']","[91, 212, 36, 37, 216]",True,354146.0,48.300000000000004,3.74,,,,,,,,,,,,False,Belenenses SAD,Porto
2374373913.0,8.0,0.0,29.0,292.0,57.96000000000001,63.104,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[197, 199]",False,381650.0,,,,,,,,,,,,27.0,Chima Akas,,Belenenses SAD,Porto
2374373905.0,7.0,0.0,29.0,297.0,47.04,4.896000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[198, 200]",False,384430.0,,,,,,,,,,,,,,,Belenenses SAD,Porto
2374373917.0,9.0,0.0,30.0,292.0,58.905,61.948,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX', 'HeadPass']","[91, 118, 120, 29, 139, 35, 38, 215, 218]",True,381650.0,29.400000000000002,59.50000000000001,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Porto
2374373907.0,8.0,0.0,30.0,297.0,61.635000000000005,8.092,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,377168.0,,,,,,,,,,,,,,,Belenenses SAD,Porto
2374395029.0,556.0,0.0,31.0,292.0,33.81,59.636,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,70884.0,36.645,63.580000000000005,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Porto
,,0.0,31.0,,36.645,63.580000000000005,,,Carry,,,,,381650.0,43.89,64.464,,,,,,,,,,27.0,Chima Akas,True,Belenenses SAD,Porto
2374474945.0,558.0,0.0,33.0,292.0,43.89,64.464,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,381650.0,,,,,,,,,,,,27.0,Chima Akas,,Belenenses SAD,Porto
2374373929.0,10.0,0.0,33.0,292.0,33.705000000000005,64.87200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'Longball', 'Zone']","[91, 120, 128, 36, 38, 217, 218]",True,381650.0,75.705,39.304,,,,,,,,,,27.0,Chima Akas,True,Belenenses SAD,Porto
,,0.0,33.0,,43.89,64.464,,,Carry,,,,,381650.0,33.705000000000005,64.87200000000001,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Porto
2374373923.0,9.0,0.0,35.0,297.0,33.075,27.608000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndY', 'PassEndX', 'Zone', 'HeadPass']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,322771.0,52.185,26.248,,,,,,,,,,,,False,Belenenses SAD,Porto
2374475105.0,559.0,0.0,37.0,292.0,56.910000000000004,38.624,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'HeadPass', 'PassEndY', 'PassEndX', 'Zone']","[91, 120, 29, 139, 36, 38, 216, 218]",True,292068.0,66.465,15.3,,,,,,,,,,21.0,Cafu,False,Belenenses SAD,Porto
2374475121.0,921.0,0.0,40.0,297.0,34.755,54.264,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,132273.0,,,,,,,,,,,,,,,Belenenses SAD,Porto
2374373939.0,10.0,0.0,42.0,297.0,43.050000000000004,59.84,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,132273.0,39.58500000000001,52.29200000000001,,,,,,,,,,,,False,Belenenses SAD,Porto
2374373945.0,11.0,0.0,44.0,297.0,40.32,58.61600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,384887.0,42.42,65.07600000000001,,,,,,,,,,,,False,Belenenses SAD,Porto
2374373953.0,12.0,0.0,45.0,297.0,42.42,65.07600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Length', 'PassEndX', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,132273.0,23.625,51.68000000000001,,,,,,,,,,,,False,Belenenses SAD,Porto
2374373959.0,13.0,0.0,48.0,297.0,25.515,49.57200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,322771.0,23.730000000000004,28.832,,,,,,,,,,,,False,Belenenses SAD,Porto
2374373967.0,14.0,0.0,54.0,297.0,24.990000000000002,25.568,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,104368.0,30.135,7.004000000000001,,,,,,,,,,,,False,Belenenses SAD,Porto
2374373969.0,15.0,0.0,57.0,297.0,32.025,7.684000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,354146.0,23.730000000000004,19.176000000000002,,,,,,,,,,,,False,Belenenses SAD,Porto
2374373975.0,16.0,0.0,59.0,297.0,24.465000000000003,20.604000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,104368.0,25.305000000000003,43.044000000000004,,,,,,,,,,,,False,Belenenses SAD,Porto
2374373979.0,17.0,1.0,2.0,297.0,26.25,44.88,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,322771.0,29.82,65.008,,,,,,,,,,,,False,Belenenses SAD,Porto
2374373985.0,18.0,1.0,5.0,297.0,34.230000000000004,63.24,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Chipped', 'PassEndX', 'PassEndY', 'Length', 'Longball', 'Angle']","[91, 120, 124, 128, 36, 38, 217, 218]",True,132273.0,92.505,49.164,,,,,,,,,,,,True,Belenenses SAD,Porto
2374373987.0,11.0,1.0,9.0,292.0,14.28,17.408,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,[],[93],False,422229.0,,,,,,,,,,,,1.0,Luiz Felipe,,Belenenses SAD,Porto
2374374009.0,12.0,1.0,18.0,292.0,14.91,27.064,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'KeeperThrow', 'PassEndY', 'Zone', 'Length', 'PassEndX']","[91, 36, 38, 215, 218]",True,422229.0,21.419999999999998,13.260000000000002,,,,,,,,,,1.0,Luiz Felipe,False,Belenenses SAD,Porto
2374374025.0,13.0,1.0,22.0,292.0,21.419999999999998,13.260000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'Zone', 'Chipped', 'PassEndX', 'Angle', 'Longball']","[91, 120, 124, 128, 36, 38, 216, 218]",True,70884.0,68.25,8.568,,,,,,,,,,32.0,Yohan Tavares,True,Belenenses SAD,Porto
2374374021.0,19.0,1.0,23.0,297.0,32.97,56.984,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[197, 200]",False,132273.0,,,,,,,,,,,,,,,Belenenses SAD,Porto
2374374029.0,14.0,1.0,23.0,292.0,72.03,11.016,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[198, 199]",False,120594.0,,,,,,,,,,,,29.0,Abel Camará,,Belenenses SAD,Porto
2374374027.0,20.0,1.0,24.0,297.0,28.980000000000004,52.768,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'HeadPass', 'Length', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 139, 36, 38, 215, 218]",True,132273.0,34.44,45.900000000000006,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374031.0,21.0,1.0,25.0,297.0,33.6,46.376000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,114301.0,32.655,51.61200000000001,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374033.0,22.0,1.0,26.0,297.0,32.655,51.61200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,132273.0,,,,,,,,,,,,,,,Belenenses SAD,Porto
2374374035.0,23.0,1.0,26.0,297.0,33.705000000000005,51.408,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,132273.0,21.945,44.88,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374039.0,24.0,1.0,28.0,297.0,22.155,44.948,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,322771.0,7.14,33.79600000000001,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374045.0,25.0,1.0,32.0,297.0,8.295,30.464,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'PassEndX', 'Length', 'Longball', 'Zone']","[91, 120, 128, 36, 38, 216, 218]",True,373842.0,67.62,22.712,,,,,,,,,,,,True,Belenenses SAD,Porto
2374374051.0,15.0,1.0,36.0,292.0,27.3,50.184000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'PassEndY', 'HeadPass', 'Length', 'Angle']","[91, 120, 29, 139, 36, 38, 216, 218]",True,383607.0,53.865,41.208000000000006,,,,,,,,,,4.0,Tomás Ribeiro,True,Belenenses SAD,Porto
2374374053.0,26.0,1.0,40.0,297.0,54.39,30.668000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX']","[91, 120, 29, 36, 37, 216, 218]",True,384887.0,61.53,39.168000000000006,,,,,,,,,,,,False,Belenenses SAD,Porto
2374475513.0,560.0,1.0,41.0,292.0,43.47,27.064,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,369083.0,47.25,30.94,,,,,,,,,,2.0,Diogo Calila,False,Belenenses SAD,Porto
,,1.0,41.0,,47.25,30.94,,,Carry,,,,,292068.0,45.78,29.988000000000003,,,,,,,,,,21.0,Cafu,False,Belenenses SAD,Porto
2374475517.0,561.0,1.0,42.0,292.0,45.78,29.988000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,292068.0,,,,,,,,,,,,21.0,Cafu,,Belenenses SAD,Porto
2374374061.0,16.0,1.0,44.0,292.0,27.51,18.564,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,369083.0,,,,,,,,,,,,2.0,Diogo Calila,,Belenenses SAD,Porto
,,1.0,44.0,,27.51,18.564,,,Carry,,,,,369083.0,39.9,25.976000000000003,,,,,,,,,,2.0,Diogo Calila,True,Belenenses SAD,Porto
2374374065.0,17.0,1.0,45.0,292.0,39.9,25.976000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,369083.0,50.400000000000006,27.880000000000003,,,,,,,,,,2.0,Diogo Calila,False,Belenenses SAD,Porto
,,1.0,45.0,,50.400000000000006,27.880000000000003,,,Carry,,,,,235920.0,57.015,26.928000000000004,,,,,,,,,,7.0,Pedro Nuno,True,Belenenses SAD,Porto
2374374071.0,18.0,1.0,47.0,292.0,57.015,26.928000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,235920.0,62.685,27.336000000000006,,,,,,,,,,7.0,Pedro Nuno,False,Belenenses SAD,Porto
,,1.0,47.0,,62.685,27.336000000000006,,,Carry,,,,,400848.0,64.05,28.900000000000002,,,,,,,,,,10.0,Afonso Sousa,False,Belenenses SAD,Porto
2374374077.0,19.0,1.0,48.0,292.0,64.05,28.900000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 120, 29, 35, 38, 216, 218]",True,400848.0,62.475,26.520000000000003,,,,,,,,,,10.0,Afonso Sousa,False,Belenenses SAD,Porto
2374374069.0,27.0,1.0,49.0,297.0,39.58500000000001,33.11600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,114301.0,37.800000000000004,24.888,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374073.0,28.0,1.0,50.0,297.0,37.065,24.888,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,354146.0,,,,,,,,,,,,,,,Belenenses SAD,Porto
2374374079.0,29.0,1.0,51.0,297.0,36.855000000000004,24.888,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,354146.0,30.03,31.552,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374089.0,30.0,1.0,52.0,297.0,30.135,31.552,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,104368.0,8.82,35.224000000000004,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374097.0,31.0,1.0,55.0,297.0,10.08,36.856,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,373842.0,19.425,51.068,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374111.0,32.0,1.0,57.0,297.0,20.475,51.00000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,322771.0,30.135,66.30000000000001,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374127.0,33.0,2.0,0.0,297.0,32.445,64.19200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,132273.0,48.72,62.35600000000001,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374155.0,20.0,2.0,3.0,292.0,61.95,9.928,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']",[55],False,292068.0,,,,,,,,,,,,21.0,Cafu,,Belenenses SAD,Porto
2374374131.0,34.0,2.0,3.0,297.0,43.050000000000004,58.07200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 54]",True,377168.0,,,,,,,,,,,,,,,Belenenses SAD,Porto
2374374143.0,35.0,2.0,4.0,297.0,41.265,55.148,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,377168.0,24.78,53.108,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374159.0,36.0,2.0,8.0,297.0,26.880000000000003,51.272000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,322771.0,21.840000000000003,28.220000000000002,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374179.0,37.0,2.0,12.0,297.0,32.76,30.532,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,104368.0,28.77,50.25200000000001,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374185.0,38.0,2.0,16.0,297.0,33.075,53.312000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,322771.0,56.910000000000004,62.968,,,,,,,,,,,,True,Belenenses SAD,Porto
2374374189.0,39.0,2.0,18.0,297.0,58.589999999999996,62.220000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 120, 29, 36, 38, 217, 218]",True,132273.0,71.4,51.68000000000001,,,,,,,,,,,,True,Belenenses SAD,Porto
2374374193.0,21.0,2.0,19.0,292.0,28.035,16.116,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,70884.0,,,,,,,,,,,,32.0,Yohan Tavares,,Belenenses SAD,Porto
,,2.0,19.0,,28.035,16.116,,,Carry,,,,,70884.0,23.52,17.612000000000002,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Porto
2374374199.0,22.0,2.0,20.0,292.0,23.52,17.612000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,70884.0,8.19,31.756000000000004,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Porto
,,2.0,20.0,,8.19,31.756000000000004,,,Carry,,,,,422229.0,9.03,38.080000000000005,,,,,,,,,,1.0,Luiz Felipe,False,Belenenses SAD,Porto
2374374201.0,23.0,2.0,24.0,292.0,9.03,38.080000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Chipped', 'Zone', 'PassEndY', 'Longball', 'Angle', 'Length']","[91, 118, 120, 124, 128, 36, 37, 216, 218]",True,422229.0,42.42,45.492000000000004,,,,,,,,,,1.0,Luiz Felipe,True,Belenenses SAD,Porto
2374374205.0,40.0,2.0,27.0,297.0,58.695,20.672,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Angle', 'Length']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,114301.0,70.455,16.728,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374207.0,41.0,2.0,28.0,297.0,68.67000000000002,18.156000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,338791.0,,,,,,,,,,,,,,,Belenenses SAD,Porto
2374374211.0,42.0,2.0,28.0,297.0,68.46000000000001,18.428,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PlayerCaughtOffside', 'PassEndX', 'Zone', 'PassEndY']","[91, 217]",True,338791.0,78.96000000000001,34.408,,,,,,,,,,,,,Belenenses SAD,Porto
2374374231.0,25.0,2.0,28.0,292.0,25.62,22.848000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[62],False,70884.0,,,,,,,,,,,,32.0,Yohan Tavares,,Belenenses SAD,Porto
2374395373.0,557.0,2.0,48.0,292.0,26.46,25.568,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'PassEndY', 'IndirectFreekickTaken', 'Zone', 'Angle', 'Length', 'PassEndX']","[91, 117, 30, 132, 36, 37, 215, 218]",True,70884.0,27.72,43.52,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Porto
,,2.0,48.0,,27.72,43.52,,,Carry,,,,,383607.0,24.150000000000002,48.21200000000001,,,,,,,,,,4.0,Tomás Ribeiro,False,Belenenses SAD,Porto
2374374265.0,26.0,2.0,53.0,292.0,24.150000000000002,48.21200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Chipped', 'Angle', 'PassEndY', 'Longball', 'Zone', 'Length']","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,383607.0,66.25500000000001,65.688,,,,,,,,,,4.0,Tomás Ribeiro,True,Belenenses SAD,Porto
2374374267.0,27.0,2.0,57.0,292.0,66.15,65.688,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,384385.0,,,,,,,,,,,,5.0,Nilton Varela,,Belenenses SAD,Porto
2374385211.0,11042.0,2.0,,297.0,78.96000000000001,34.408,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[61],False,384430.0,,,,,,,,,,,,,,,Belenenses SAD,Porto
2374374313.0,48.0,3.0,14.0,297.0,43.89,0.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'ThrowIn', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 212, 35, 37, 215]",True,354146.0,28.56,8.364,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374319.0,49.0,3.0,19.0,297.0,27.195,9.384,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,104368.0,11.235,26.996000000000002,,,,,,,,,,,,False,Belenenses SAD,Porto
2374374325.0,50.0,3.0,21.0,297.0,10.709999999999999,30.464,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,373842.0,15.435,52.156000000000006,,,,,,,,,,,,False,Belenenses SAD,Porto
