id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam
2374561293.0,2.0,0.0,0.0,107.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561291.0,2.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374580069.0,683.0,0.0,0.0,107.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374580073.0,999.0,0.0,0.0,1463.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374552067.0,1.0,0.0,0.0,107.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamPlayerFormation', 'TeamFormation', 'PlayerPosition', 'JerseyNumber', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374552079.0,1.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'InvolvedPlayers', 'PlayerPosition', 'JerseyNumber', 'TeamPlayerFormation', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561317.0,3.0,0.0,1.0,1463.0,52.605000000000004,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,423988.0,37.589999999999996,36.720000000000006,,,,,,,,,,39.0,Wilinton Aponza,False,Portimonense,Vitoria de Guimaraes
2374561335.0,4.0,0.0,4.0,1463.0,37.065,37.06,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,380545.0,22.575,40.324,,,,,,,,,,4.0,Willyan,False,Portimonense,Vitoria de Guimaraes
2374561345.0,5.0,0.0,7.0,1463.0,22.785,39.916000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,342696.0,23.205000000000002,16.592,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Vitoria de Guimaraes
,,0.0,7.0,,23.205000000000002,16.592,,,Carry,,,,,360107.0,23.94,14.824000000000002,,,,,,,,,,44.0,Pedrão,False,Portimonense,Vitoria de Guimaraes
2374561351.0,6.0,0.0,9.0,1463.0,23.94,14.824000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'Chipped', 'PassEndX', 'Length', 'Longball', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,360107.0,83.79,14.688000000000002,,,,,,,,,,44.0,Pedrão,True,Portimonense,Vitoria de Guimaraes
2374561359.0,3.0,0.0,12.0,107.0,19.740000000000002,49.844,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle', 'Head']","[91, 94, 95, 57, 215]",True,351604.0,17.955000000000002,61.540000000000006,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561371.0,7.0,0.0,15.0,1463.0,92.82000000000001,5.236000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Offensive', 'PassEndX', 'OppositeRelatedEvent', 'Length', 'PassEndY', 'Cross', 'Angle']","[91, 126, 36, 37, 217, 218]",True,342996.0,93.66000000000001,8.364,,,,,,,,,,77.0,Aylton Boa Morte,False,Portimonense,Vitoria de Guimaraes
2374561369.0,4.0,0.0,15.0,107.0,13.334999999999999,60.044000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'OppositeRelatedEvent', 'BlockedCross']","[91, 59]",True,412912.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561389.0,8.0,0.0,21.0,1463.0,102.27000000000001,7.956,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,342996.0,,,,,,,,,,,,77.0,Aylton Boa Morte,,Portimonense,Vitoria de Guimaraes
2374561393.0,5.0,0.0,23.0,107.0,3.9899999999999998,58.61600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,412912.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561405.0,6.0,0.0,23.0,107.0,4.515,58.412000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,412912.0,10.08,63.376000000000005,,,,,,,,,,,,False,Portimonense,Vitoria de Guimaraes
2374561415.0,7.0,0.0,26.0,107.0,16.065,61.81200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Length', 'Angle', 'Zone']","[91, 118, 120, 29, 36, 37, 216, 218]",True,430413.0,42.945,64.26,,,,,,,,,,,,False,Portimonense,Vitoria de Guimaraes
2374561427.0,9.0,0.0,29.0,1463.0,63.525000000000006,2.3800000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,360107.0,,,,,,,,,,,,44.0,Pedrão,,Portimonense,Vitoria de Guimaraes
2374561475.0,9.0,0.0,39.0,107.0,35.07,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'ThrowIn', 'PassEndY', 'Length', 'Zone']","[91, 212, 36, 38, 216]",True,412912.0,35.805,63.580000000000005,,,,,,,,,,,,False,Portimonense,Vitoria de Guimaraes
2374561481.0,10.0,0.0,41.0,107.0,36.225,63.784000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY']","[91, 120, 29, 36, 37, 216, 218]",True,422205.0,56.28,68.0,,,,,,,,,,,,True,Portimonense,Vitoria de Guimaraes
2374561509.0,12.0,0.0,48.0,1463.0,50.295,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'ThrowIn', 'Angle', 'Length']","[91, 212, 36, 37, 216]",True,308886.0,55.125,7.004000000000001,,,,,,,,,,18.0,Fahd Moufi,False,Portimonense,Vitoria de Guimaraes
,,0.0,48.0,,55.125,7.004000000000001,,,Carry,,,,,345275.0,47.25,11.424000000000001,,,,,,,,,,10.0,Shoya Nakajima,False,Portimonense,Vitoria de Guimaraes
2374561513.0,13.0,0.0,50.0,1463.0,47.25,11.424000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 70]",True,345275.0,,,,,,,,,,,,10.0,Shoya Nakajima,,Portimonense,Vitoria de Guimaraes
2374561521.0,12.0,0.0,50.0,107.0,57.75,56.57600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 143]",True,422205.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561523.0,13.0,0.0,51.0,107.0,59.010000000000005,53.108,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,260785.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561535.0,14.0,0.0,52.0,107.0,60.375,53.108,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,260785.0,65.83500000000001,54.196000000000005,,,,,,,,,,,,False,Portimonense,Vitoria de Guimaraes
2374561543.0,15.0,0.0,52.0,107.0,65.83500000000001,54.196000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'PassEndY', 'Length']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,343090.0,76.23,59.636,,,,,,,,,,,,False,Portimonense,Vitoria de Guimaraes
2374561545.0,16.0,0.0,55.0,107.0,83.37,61.404,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,430413.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561631.0,15.0,1.0,11.0,1463.0,2.94,36.448,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['GoalKick', 'Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,310029.0,14.805,54.604,,,,,,,,,,94.0,Samuel,False,Portimonense,Vitoria de Guimaraes
,,1.0,11.0,,14.805,54.604,,,Carry,,,,,342696.0,22.575,47.19200000000001,,,,,,,,,,3.0,Lucas Possignolo,True,Portimonense,Vitoria de Guimaraes
2374561649.0,16.0,1.0,15.0,1463.0,22.575,47.19200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,342696.0,23.205000000000002,16.388,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Vitoria de Guimaraes
,,1.0,15.0,,23.205000000000002,16.388,,,Carry,,,,,360107.0,25.305000000000003,16.32,,,,,,,,,,44.0,Pedrão,False,Portimonense,Vitoria de Guimaraes
2374561659.0,17.0,1.0,20.0,1463.0,25.305000000000003,16.32,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Length', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,360107.0,24.675,39.916000000000004,,,,,,,,,,44.0,Pedrão,False,Portimonense,Vitoria de Guimaraes
,,1.0,20.0,,24.675,39.916000000000004,,,Carry,,,,,342696.0,24.150000000000002,42.772000000000006,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Vitoria de Guimaraes
2374561669.0,18.0,1.0,23.0,1463.0,24.150000000000002,42.772000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,342696.0,28.035,57.664,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Vitoria de Guimaraes
2374561681.0,19.0,1.0,25.0,1463.0,27.195,57.188,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,422207.0,17.955000000000002,46.988,,,,,,,,,,22.0,Filipe Relvas,False,Portimonense,Vitoria de Guimaraes
,,1.0,25.0,,17.955000000000002,46.988,,,Carry,,,,,342696.0,13.65,44.744,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Vitoria de Guimaraes
2374561719.0,20.0,1.0,28.0,1463.0,13.65,44.744,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'Zone', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,342696.0,20.895,17.544,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Vitoria de Guimaraes
,,1.0,28.0,,20.895,17.544,,,Carry,,,,,360107.0,32.34,8.976,,,,,,,,,,44.0,Pedrão,True,Portimonense,Vitoria de Guimaraes
2374561733.0,21.0,1.0,33.0,1463.0,32.34,8.976,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Chipped', 'PassEndX', 'Angle', 'Length', 'Longball', 'PassEndY']","[91, 120, 124, 128, 36, 37, 217, 218]",True,360107.0,91.14,16.796,,,,,,,,,,44.0,Pedrão,True,Portimonense,Vitoria de Guimaraes
2374561731.0,18.0,1.0,37.0,107.0,12.81,51.068,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,[],[93],False,107158.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561767.0,19.0,1.0,44.0,107.0,12.915000000000001,48.96,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'KeeperThrow', 'Length', 'Zone', 'Angle']","[91, 36, 38, 215, 218]",True,107158.0,25.200000000000003,26.044,,,,,,,,,,,,False,Portimonense,Vitoria de Guimaraes
2374561779.0,20.0,1.0,48.0,107.0,28.980000000000004,23.528000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,361908.0,44.52,21.692,,,,,,,,,,,,False,Portimonense,Vitoria de Guimaraes
2374561795.0,21.0,1.0,51.0,107.0,43.47,22.032,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,343090.0,39.27,15.504000000000001,,,,,,,,,,,,False,Portimonense,Vitoria de Guimaraes
2374561823.0,22.0,1.0,52.0,107.0,39.27,15.504000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Angle', 'Zone', 'Chipped', 'PassEndY', 'Longball']","[91, 120, 124, 128, 36, 37, 217, 218]",True,380681.0,89.775,55.760000000000005,,,,,,,,,,,,True,Portimonense,Vitoria de Guimaraes
2374561831.0,22.0,1.0,59.0,1463.0,10.5,8.16,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,308886.0,,,,,,,,,,,,18.0,Fahd Moufi,,Portimonense,Vitoria de Guimaraes
,,1.0,59.0,,10.5,8.16,,,Carry,,,,,308886.0,11.025,5.984000000000001,,,,,,,,,,18.0,Fahd Moufi,False,Portimonense,Vitoria de Guimaraes
2374561849.0,23.0,2.0,0.0,1463.0,11.025,5.984000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Zone', 'Angle', 'Chipped', 'PassEndY']","[91, 118, 120, 29, 124, 36, 38, 216, 218]",True,308886.0,41.160000000000004,4.964,,,,,,,,,,18.0,Fahd Moufi,False,Portimonense,Vitoria de Guimaraes
2374561851.0,23.0,2.0,1.0,107.0,62.265,60.79200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,412912.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561875.0,24.0,2.0,4.0,1463.0,31.5,15.028000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'Zone', 'PassEndX', 'Angle']","[91, 118, 120, 29, 36, 37, 216, 218]",True,380545.0,35.385000000000005,17.748,,,,,,,,,,4.0,Willyan,False,Portimonense,Vitoria de Guimaraes
2374561883.0,24.0,2.0,5.0,107.0,64.26,52.156000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,422205.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561887.0,25.0,2.0,6.0,107.0,63.105000000000004,48.348,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,135638.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561895.0,26.0,2.0,7.0,107.0,64.365,46.580000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Chipped', 'Length', 'Longball', 'PassEndX', 'PassEndY', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,135638.0,81.06,11.152,,,,,,,,,,,,False,Portimonense,Vitoria de Guimaraes
2374561899.0,25.0,2.0,10.0,1463.0,22.47,56.37200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'HeadPass', 'PassEndX']","[91, 117, 30, 139, 36, 38, 215, 218]",True,422207.0,26.565,50.184000000000005,,,,,,,,,,22.0,Filipe Relvas,False,Portimonense,Vitoria de Guimaraes
2374561901.0,26.0,2.0,11.0,1463.0,26.040000000000003,49.43600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,381687.0,,,,,,,,,,,,70.0,Iván Angulo,,Portimonense,Vitoria de Guimaraes
,,2.0,11.0,,26.040000000000003,49.43600000000001,,,Carry,,,,,381687.0,25.725,54.604,,,,,,,,,,70.0,Iván Angulo,False,Portimonense,Vitoria de Guimaraes
2374561931.0,27.0,2.0,15.0,1463.0,25.725,54.604,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,381687.0,48.300000000000004,62.35600000000001,,,,,,,,,,70.0,Iván Angulo,False,Portimonense,Vitoria de Guimaraes
2374561935.0,28.0,2.0,17.0,1463.0,49.245,61.540000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,345275.0,,,,,,,,,,,,10.0,Shoya Nakajima,,Portimonense,Vitoria de Guimaraes
2374561943.0,27.0,2.0,19.0,107.0,50.295,9.248000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 70]",True,361908.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561949.0,29.0,2.0,19.0,1463.0,54.705000000000005,58.75200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 142]",True,345275.0,,,,,,,,,,,,10.0,Shoya Nakajima,,Portimonense,Vitoria de Guimaraes
2374561951.0,28.0,2.0,19.0,107.0,57.855000000000004,11.356,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,361908.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374561955.0,29.0,2.0,20.0,107.0,58.275000000000006,11.764000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 120, 29, 36, 37, 216, 218]",True,361908.0,66.885,18.360000000000003,,,,,,,,,,,,True,Portimonense,Vitoria de Guimaraes
2374561967.0,30.0,2.0,22.0,1463.0,35.910000000000004,49.776,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,380545.0,,,,,,,,,,,,4.0,Willyan,,Portimonense,Vitoria de Guimaraes
,,2.0,22.0,,35.910000000000004,49.776,,,Carry,,,,,380545.0,35.7,54.74,,,,,,,,,,4.0,Willyan,False,Portimonense,Vitoria de Guimaraes
2374561987.0,32.0,2.0,26.0,1463.0,35.7,54.74,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'OppositeRelatedEvent', 'Foul', 'Offensive']","[91, 63]",True,380545.0,,,,,,,,,,,,4.0,Willyan,,Portimonense,Vitoria de Guimaraes
2374561993.0,30.0,2.0,26.0,107.0,69.3,13.260000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Foul', 'Zone', 'Defensive']",[64],False,260785.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374562029.0,33.0,2.0,36.0,1463.0,34.125,52.97200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'Angle', 'Zone', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 132, 35, 38, 215, 218]",True,380545.0,29.715000000000003,31.144000000000002,,,,,,,,,,4.0,Willyan,False,Portimonense,Vitoria de Guimaraes
,,2.0,36.0,,29.715000000000003,31.144000000000002,,,Carry,,,,,360107.0,36.75,24.14,,,,,,,,,,44.0,Pedrão,True,Portimonense,Vitoria de Guimaraes
2374562059.0,34.0,2.0,41.0,1463.0,36.75,24.14,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,360107.0,33.81,32.300000000000004,,,,,,,,,,44.0,Pedrão,False,Portimonense,Vitoria de Guimaraes
,,2.0,41.0,,33.81,32.300000000000004,,,Carry,,,,,380545.0,41.37,32.776,,,,,,,,,,4.0,Willyan,True,Portimonense,Vitoria de Guimaraes
2374562089.0,35.0,2.0,44.0,1463.0,41.37,32.776,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Chipped', 'Longball', 'Length', 'PassEndX', 'PassEndY']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,380545.0,103.005,62.764,,,,,,,,,,4.0,Willyan,True,Portimonense,Vitoria de Guimaraes
,,2.0,44.0,,103.005,62.764,,,Carry,,,,,381687.0,100.48500000000001,60.11200000000001,,,,,,,,,,70.0,Iván Angulo,False,Portimonense,Vitoria de Guimaraes
2374562093.0,36.0,2.0,50.0,1463.0,100.48500000000001,60.11200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 53]",True,381687.0,,,,,,,,,,,,70.0,Iván Angulo,,Portimonense,Vitoria de Guimaraes
2374562095.0,31.0,2.0,50.0,107.0,4.515,7.888,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 143]",True,380681.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374562101.0,32.0,2.0,51.0,107.0,4.515,7.888,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['MissLeft', 'Zone', 'OppositeRelatedEvent']",[122],False,380681.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374562103.0,37.0,2.0,51.0,1463.0,100.48500000000001,60.11200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['OppositeRelatedEvent', 'Zone', 'MissLeft']",[122],False,381687.0,,,,,,,,,,,,70.0,Iván Angulo,,Portimonense,Vitoria de Guimaraes
2374562253.0,38.0,3.0,10.0,1463.0,104.47500000000001,67.66000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'PassEndY', 'Length', 'CornerTaken', 'Longball', 'PassEndX', 'Angle', 'Cross', 'Zone']","[91, 124, 126, 31, 33, 34, 35, 38, 217, 218]",True,345275.0,96.705,36.448,,,,,,,,,,10.0,Shoya Nakajima,True,Portimonense,Vitoria de Guimaraes
2374562169.0,33.0,3.0,14.0,107.0,9.03,32.504,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 63]",True,351604.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374562255.0,39.0,3.0,14.0,1463.0,95.97000000000001,35.496,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent', 'Foul']",[64],False,360107.0,,,,,,,,,,,,44.0,Pedrão,,Portimonense,Vitoria de Guimaraes
2374562291.0,34.0,3.0,39.0,107.0,9.03,34.272,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'FreekickTaken', 'PassEndX', 'Longball', 'Length', 'Angle']","[91, 120, 128, 133, 36, 38, 217, 218]",True,107158.0,70.455,5.984000000000001,,,,,,,,,,,,True,Portimonense,Vitoria de Guimaraes
2374562293.0,40.0,3.0,43.0,1463.0,33.705000000000005,59.568,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[197, 200]",False,422207.0,,,,,,,,,,,,22.0,Filipe Relvas,,Portimonense,Vitoria de Guimaraes
2374562299.0,35.0,3.0,43.0,107.0,71.29500000000002,8.432,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,343090.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
2374562303.0,41.0,3.0,43.0,1463.0,32.76,57.188,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'HeadPass', 'Zone', 'PassEndY']","[91, 117, 30, 139, 36, 38, 216, 218]",True,422207.0,39.9,51.884,,,,,,,,,,22.0,Filipe Relvas,False,Portimonense,Vitoria de Guimaraes
2374562307.0,42.0,3.0,44.0,1463.0,39.9,51.884,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,342697.0,43.050000000000004,50.388,,,,,,,,,,7.0,Ewerton,False,Portimonense,Vitoria de Guimaraes
2374562317.0,36.0,3.0,46.0,107.0,61.95,15.232,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'PassEndX', 'Longball', 'Length', 'PassEndY']","[91, 120, 128, 36, 38, 217, 218]",True,422205.0,84.525,15.096,,,,,,,,,,,,True,Portimonense,Vitoria de Guimaraes
2374562363.0,44.0,3.0,49.0,1463.0,22.785,56.984,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Defensive', 'OppositeRelatedEvent', 'Zone', 'AerialFoul']","[91, 63, 197, 200]",True,342696.0,,,,,,,,,,,,3.0,Lucas Possignolo,,Portimonense,Vitoria de Guimaraes
2374562367.0,37.0,3.0,49.0,107.0,82.215,11.016,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Offensive', 'Zone', 'AerialFoul', 'OppositeRelatedEvent', 'Foul']","[198, 199, 64]",False,260785.0,,,,,,,,,,,,,,,Portimonense,Vitoria de Guimaraes
